Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
C	GO:0098772	1.07E-07	2.10087683	40.76738403	75	1174	molecular function regulator	9.36E-05	"ENSG00000025708,ENSG00000031823,ENSG00000035862,ENSG00000066248,ENSG00000068831,ENSG00000068971,ENSG00000074211,ENSG00000075391,ENSG00000087074,ENSG00000087494,ENSG00000088986,ENSG00000089327,ENSG00000095752,ENSG00000099331,ENSG00000100099,ENSG00000100359,ENSG00000101441,ENSG00000104880,ENSG00000105325,ENSG00000106211,ENSG00000107984,ENSG00000108518,ENSG00000109436,ENSG00000110330,ENSG00000111276,ENSG00000111348,ENSG00000113319,ENSG00000114270,ENSG00000116285,ENSG00000116701,ENSG00000116985,ENSG00000122641,ENSG00000125503,ENSG00000126432,ENSG00000126562,ENSG00000128340,ENSG00000132155,ENSG00000132386,ENSG00000135046,ENSG00000135924,ENSG00000136002,ENSG00000136908,ENSG00000137936,ENSG00000138073,ENSG00000138623,ENSG00000138772,ENSG00000140564,ENSG00000140931,ENSG00000140939,ENSG00000143761,ENSG00000145040,ENSG00000146674,ENSG00000150630,ENSG00000157782,ENSG00000159167,ENSG00000160183,ENSG00000160972,ENSG00000161914,ENSG00000164400,ENSG00000165807,ENSG00000169398,ENSG00000170373,ENSG00000171853,ENSG00000175505,ENSG00000177606,ENSG00000184557,ENSG00000196337,ENSG00000196422,ENSG00000197622,ENSG00000197852,ENSG00000203879,ENSG00000205517,ENSG00000217555,ENSG00000275954,ENSG00000278599"	"TYMP,RANBP3,TIMP2,NGEF,RASGRP2,PPP2R5B,PPP2R2C,RASAL2,PPP1R15A,PTHLH,DYNLL1,FXYD5,IL11,MYO9B,HPS4,SGSM3,CST4,ARHGEF18,FZR1,HSPB1,DKK1,PFN1,TBC1D9,BIRC2,CDKN1B,ARHGDIB,RASGRF2,COL7A1,ERRFI1,NCF2,BMP8B,INHBA,PPP1R12C,PRDX5,WNK4,RAC2,RAF1,SERPINF1,ANXA1,DNAJB2,ARHGEF4,DPM2,BCAR3,PREB,SEMA7A,ANXA3,FURIN,CMTM3,NOL3,ARF1,UCN2,IGFBP3,VEGFC,CABP1,STC1,TMPRSS3,PPP1R16A,ZNF653,CSF2,PPP1R36,PTK2,CST1,TRAPPC12,CLCF1,JUN,SOCS3,CGB7,PPP1R26,CDC42SE1,FAM212B,GDI1,RGL3,CKLF,TBC1D3F,TBC1D3E"
C	GO:0005515	3.17E-07	1.905183102	296.9351796	339	8551	protein binding	0.000139212	"ENSG00000004059,ENSG00000005020,ENSG00000006652,ENSG00000011347,ENSG00000012061,ENSG00000019549,ENSG00000025708,ENSG00000028203,ENSG00000028528,ENSG00000029153,ENSG00000031823,ENSG00000033170,ENSG00000034510,ENSG00000035862,ENSG00000042493,ENSG00000056558,ENSG00000058091,ENSG00000060558,ENSG00000062716,ENSG00000063245,ENSG00000064666,ENSG00000065308,ENSG00000065485,ENSG00000066248,ENSG00000068323,ENSG00000068831,ENSG00000068971,ENSG00000069011,ENSG00000071054,ENSG00000072134,ENSG00000072958,ENSG00000073008,ENSG00000073921,ENSG00000074211,ENSG00000075391,ENSG00000076201,ENSG00000077150,ENSG00000078369,ENSG00000078808,ENSG00000087074,ENSG00000087274,ENSG00000087494,ENSG00000088986,ENSG00000089327,ENSG00000090372,ENSG00000090432,ENSG00000090615,ENSG00000092841,ENSG00000092929,ENSG00000092964,ENSG00000095015,ENSG00000095752,ENSG00000097033,ENSG00000099203,ENSG00000099331,ENSG00000099804,ENSG00000099812,ENSG00000099917,ENSG00000100099,ENSG00000100330,ENSG00000100359,ENSG00000100906,ENSG00000101310,ENSG00000101441,ENSG00000101457,ENSG00000102178,ENSG00000102312,ENSG00000102871,ENSG00000102901,ENSG00000103966,ENSG00000104154,ENSG00000104856,ENSG00000104880,ENSG00000104881,ENSG00000105227,ENSG00000105325,ENSG00000105355,ENSG00000105669,ENSG00000105701,ENSG00000106211,ENSG00000106636,ENSG00000107175,ENSG00000107404,ENSG00000107611,ENSG00000107829,ENSG00000107984,ENSG00000108518,ENSG00000109079,ENSG00000109099,ENSG00000109436,ENSG00000110330,ENSG00000110711,ENSG00000111077,ENSG00000111199,ENSG00000111276,ENSG00000111348,ENSG00000111653,ENSG00000111737,ENSG00000112033,ENSG00000112130,ENSG00000112855,ENSG00000113319,ENSG00000113758,ENSG00000113811,ENSG00000113924,ENSG00000114270,ENSG00000114353,ENSG00000115216,ENSG00000115602,ENSG00000115661,ENSG00000115963,ENSG00000116001,ENSG00000116285,ENSG00000116350,ENSG00000116701,ENSG00000116809,ENSG00000116985,ENSG00000117595,ENSG00000117984,ENSG00000118194,ENSG00000119242,ENSG00000120327,ENSG00000120896,ENSG00000122386,ENSG00000122641,ENSG00000122644,ENSG00000122861,ENSG00000124067,ENSG00000124145,ENSG00000124766,ENSG00000125503,ENSG00000126432,ENSG00000126461,ENSG00000126562,ENSG00000127511,ENSG00000127527,ENSG00000127824,ENSG00000128340,ENSG00000129455,ENSG00000129968,ENSG00000130518,ENSG00000130702,ENSG00000130827,ENSG00000131016,ENSG00000131018,ENSG00000131061,ENSG00000131165,ENSG00000132128,ENSG00000132155,ENSG00000132386,ENSG00000132432,ENSG00000132475,ENSG00000133247,ENSG00000134954,ENSG00000135046,ENSG00000135480,ENSG00000135924,ENSG00000136002,ENSG00000136280,ENSG00000136827,ENSG00000136830,ENSG00000136854,ENSG00000136908,ENSG00000136943,ENSG00000137193,ENSG00000137312,ENSG00000137409,ENSG00000137710,ENSG00000137936,ENSG00000138073,ENSG00000138623,ENSG00000138772,ENSG00000139636,ENSG00000139926,ENSG00000140319,ENSG00000140332,ENSG00000140545,ENSG00000140564,ENSG00000140931,ENSG00000140939,ENSG00000141644,ENSG00000141699,ENSG00000142002,ENSG00000143119,ENSG00000143507,ENSG00000143761,ENSG00000143878,ENSG00000144591,ENSG00000144935,ENSG00000145040,ENSG00000146112,ENSG00000146674,ENSG00000147155,ENSG00000147394,ENSG00000149115,ENSG00000149428,ENSG00000150630,ENSG00000150991,ENSG00000151474,ENSG00000152137,ENSG00000152784,ENSG00000153558,ENSG00000154217,ENSG00000155090,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000155962,ENSG00000157020,ENSG00000157782,ENSG00000158560,ENSG00000159167,ENSG00000159588,ENSG00000159692,ENSG00000160055,ENSG00000160191,ENSG00000160299,ENSG00000160310,ENSG00000160410,ENSG00000160953,ENSG00000160972,ENSG00000161036,ENSG00000161638,ENSG00000161914,ENSG00000162236,ENSG00000162772,ENSG00000163362,ENSG00000163870,ENSG00000163874,ENSG00000163975,ENSG00000164400,ENSG00000165006,ENSG00000165030,ENSG00000165807,ENSG00000165915,ENSG00000166140,ENSG00000166484,ENSG00000166925,ENSG00000167302,ENSG00000167468,ENSG00000167535,ENSG00000167657,ENSG00000167881,ENSG00000168056,ENSG00000168140,ENSG00000168899,ENSG00000169398,ENSG00000169826,ENSG00000169908,ENSG00000170373,ENSG00000171017,ENSG00000171148,ENSG00000171488,ENSG00000171621,ENSG00000171853,ENSG00000172531,ENSG00000172663,ENSG00000172757,ENSG00000173039,ENSG00000173210,ENSG00000173486,ENSG00000173548,ENSG00000173575,ENSG00000173757,ENSG00000174292,ENSG00000175115,ENSG00000175197,ENSG00000175221,ENSG00000175287,ENSG00000175505,ENSG00000175573,ENSG00000176170,ENSG00000177051,ENSG00000177427,ENSG00000177465,ENSG00000177606,ENSG00000177731,ENSG00000178585,ENSG00000179526,ENSG00000179632,ENSG00000180900,ENSG00000182040,ENSG00000182208,ENSG00000182866,ENSG00000183020,ENSG00000183963,ENSG00000184557,ENSG00000184678,ENSG00000185187,ENSG00000185359,ENSG00000185386,ENSG00000185467,ENSG00000185624,ENSG00000186111,ENSG00000186567,ENSG00000187017,ENSG00000187266,ENSG00000188290,ENSG00000188352,ENSG00000196337,ENSG00000196422,ENSG00000196878,ENSG00000196923,ENSG00000197256,ENSG00000197321,ENSG00000197620,ENSG00000197852,ENSG00000198026,ENSG00000198089,ENSG00000198753,ENSG00000198853,ENSG00000198910,ENSG00000198925,ENSG00000198945,ENSG00000203780,ENSG00000203879,ENSG00000204389,ENSG00000204438,ENSG00000204498,ENSG00000204520,ENSG00000205189,ENSG00000205517,ENSG00000205542,ENSG00000213398,ENSG00000213983,ENSG00000217555,ENSG00000221838,ENSG00000225663,ENSG00000241685,ENSG00000244274,ENSG00000259956,ENSG00000261150,ENSG00000262655,ENSG00000267796,ENSG00000269335,ENSG00000269858,ENSG00000275074,ENSG00000275954,ENSG00000278599"	"ARF5,SKAP2,IFRD1,SYT7,ERCC1,SNAI2,TYMP,VEZT,SNX1,ARNTL2,RANBP3,FUT8,TMSB10,TIMP2,CAPG,TRAF1,CDK14,GNA15,VMP1,EPN1,CNN2,TRAM2,PDIA5,NGEF,TFE3,RASGRP2,PPP2R5B,PITX1,MAP4K4,EPN2,AP1M1,PVR,PICALM,PPP2R2C,RASAL2,PTPN23,NFKB2,GNB1,SDF4,PPP1R15A,ADD1,PTHLH,DYNLL1,FXYD5,STRN4,MUL1,GOLGA3,MYL6,UNC13D,DPYSL2,MAP3K1,IL11,SH3GLB1,TMED1,MYO9B,CDC34,MISP,MED15,HPS4,MTMR3,SGSM3,NFKBIA,SEC23B,CST4,DNTTIP1,UBL4A,PORCN,TRADD,CENPT,EHD4,SLC30A4,RELB,ARHGEF18,PPP1R13L,PRX,FZR1,PLIN3,COPE,FKBP8,HSPB1,YKT6,CREB3,DVL1,CUBN,FBXW4,DKK1,PFN1,TNFAIP1,PMP22,TBC1D9,BIRC2,AIP,TNS2,TRPV4,CDKN1B,ARHGDIB,ING4,RAB35,PPARD,RNF8,HARS2,RASGRF2,DBN1,,HGD,COL7A1,GNAI2,NRBP1,IL1RL1,STK16,RND3,TIA1,ERRFI1,SRSF4,NCF2,ZBTB17,BMP8B,IRF6,CTSD,TNNT2,CCDC92,PCDHB14,SORBS3,ZNF205,INHBA,ARL4A,PLAU,SLC12A4,SDC4,SOX4,PPP1R12C,PRDX5,SCAF1,WNK4,SIN3B,EPS15L1,TUBA4A,RAC2,KLK8,ABHD17A,KIAA1683,LAMA5,PLXNA3,AKAP12,SYNE1,ZNF341,CHMP1A,LRRC41,RAF1,SERPINF1,SEC61G,H3F3B,SUV420H2,ETS1,ANXA1,KRT7,DNAJB2,ARHGEF4,CCM2,TOR1A,FAM129B,STXBP1,DPM2,CTSV,PIM1,FLOT1,MTCH1,RDX,BCAR3,PREB,SEMA7A,ANXA3,LMBR1L,FRMD6,SRP14,TLE3,MFGE8,FURIN,CMTM3,NOL3,MBD1,FAM134C,DPP9,CD53,DUSP10,ARF1,RHOB,GMPPA,TRPC1,UCN2,PPP1R18,IGFBP3,EBP,ZNF185,TNKS1BP1,HYOU1,VEGFC,UBC,FRMD4A,HSPB8,PRDM8,FBXL2,PITPNC1,KLF10,PI4K2A,RHOC,RAB39B,CLIC2,SEC13,CABP1,DYNC1I1,STC1,CCDC17,CTBP1,TMEM234,PDE9A,PCNT,PRMT2,SHKBP1,MUM1,PPP1R16A,LRWD1,ITGA5,ZNF653,STX5,ATF3,C1orf106,TPRA1,ZC3H12A,MFI2,CSF2,UBAP1,NFIL3,PPP1R36,SLC39A13,ZFYVE19,MAPK7,TSC22D4,ENTHD2,GPX4,CACNB3,DAPK3,SRP68,LTBP3,VASN,VAMP5,PTK2,CSGALNACT2,TM4SF1,CST1,LRRC8E,TADA3,LRRC8C,SPSB1,TRAPPC12,PPP1CA,TMEM134,CFL1,RELA,ABLIM3,FKBP2,SNX33,CHD2,STAT5B,TNK1,PACS1,DDIT3,MED16,PHYHD1,CLCF1,C11orf68,SPHK1,FBXO46,MIEF2,ACOT4,JUN,FLII,CTNNBIP1,SHARPIN,MAF1,SCRIB,USH1G,MOB2,LCK,AP2A2,SMTN,SOCS3,HIST2H2BE,SIGIRR,HGS,MAPK11,KPNA7,P4HB,PIP5K1C,CEACAM19,ESPN,EPOR,HES4,FOCAD,CGB7,PPP1R26,LAMB3,PDLIM7,KANK2,SVIL,CXorf40A,FAM212B,ZNF335,SFI1,PLXNB3,RUSC2,L1CAM,ATG9A,L3MBTL3,FANK1,GDI1,HSPA1A,GPANK1,NFKBIL1,MICA,ZBTB10,RGL3,TMSB4X,LCAT,AP1G2,CKLF,AP4M1,FAM195B,ARPC1A,DBNDD2,RBM15B,EPPK1,SPON1,LIN37,IKBKG,EGLN2,NUDT18,TBC1D3F,TBC1D3E"
C	GO:0050839	4.75E-06	2.634867651	13.43865215	32	387	cell adhesion molecule binding	0.001389592	"ENSG00000028528,ENSG00000035862,ENSG00000042493,ENSG00000064666,ENSG00000072134,ENSG00000073008,ENSG00000073921,ENSG00000087274,ENSG00000089327,ENSG00000090615,ENSG00000097033,ENSG00000103966,ENSG00000104881,ENSG00000105355,ENSG00000106636,ENSG00000108518,ENSG00000113758,ENSG00000127527,ENSG00000130702,ENSG00000135046,ENSG00000136830,ENSG00000137710,ENSG00000138623,ENSG00000140545,ENSG00000149115,ENSG00000161638,ENSG00000162236,ENSG00000168140,ENSG00000172531,ENSG00000180900,ENSG00000185624,ENSG00000204389"	"SNX1,TIMP2,CAPG,CNN2,EPN2,PVR,PICALM,ADD1,FXYD5,GOLGA3,SH3GLB1,EHD4,PPP1R13L,PLIN3,YKT6,PFN1,DBN1,EPS15L1,LAMA5,ANXA1,FAM129B,RDX,SEMA7A,MFGE8,TNKS1BP1,ITGA5,STX5,VASN,PPP1CA,SCRIB,P4HB,HSPA1A"
C	GO:0045296	3.53E-05	2.677387914	10.24393381	25	295	cadherin binding	0.007747334	"ENSG00000028528,ENSG00000042493,ENSG00000064666,ENSG00000072134,ENSG00000073921,ENSG00000087274,ENSG00000089327,ENSG00000090615,ENSG00000097033,ENSG00000103966,ENSG00000104881,ENSG00000105355,ENSG00000106636,ENSG00000108518,ENSG00000113758,ENSG00000127527,ENSG00000135046,ENSG00000136830,ENSG00000137710,ENSG00000149115,ENSG00000162236,ENSG00000168140,ENSG00000172531,ENSG00000180900,ENSG00000204389"	"SNX1,CAPG,CNN2,EPN2,PICALM,ADD1,FXYD5,GOLGA3,SH3GLB1,EHD4,PPP1R13L,PLIN3,YKT6,PFN1,DBN1,EPS15L1,ANXA1,FAM129B,RDX,TNKS1BP1,STX5,VASN,PPP1CA,SCRIB,HSPA1A"
C	GO:0019904	7.25E-05	2.104182148	19.65446283	38	566	protein domain specific binding	0.012707876	"ENSG00000012061,ENSG00000033170,ENSG00000042493,ENSG00000088986,ENSG00000090372,ENSG00000102871,ENSG00000105701,ENSG00000109079,ENSG00000110711,ENSG00000111199,ENSG00000116285,ENSG00000126461,ENSG00000131165,ENSG00000136002,ENSG00000136854,ENSG00000137710,ENSG00000140939,ENSG00000143761,ENSG00000149115,ENSG00000159692,ENSG00000161914,ENSG00000167657,ENSG00000167881,ENSG00000169398,ENSG00000171148,ENSG00000173039,ENSG00000175197,ENSG00000177606,ENSG00000178585,ENSG00000182866,ENSG00000183020,ENSG00000185359,ENSG00000187017,ENSG00000198753,ENSG00000198910,ENSG00000204389,ENSG00000221838,ENSG00000269335"	"ERCC1,FUT8,CAPG,DYNLL1,STRN4,TRADD,FKBP8,TNFAIP1,AIP,TRPV4,ERRFI1,SCAF1,CHMP1A,ARHGEF4,STXBP1,RDX,NOL3,ARF1,TNKS1BP1,CTBP1,ZNF653,DAPK3,SRP68,PTK2,TADA3,RELA,DDIT3,JUN,CTNNBIP1,LCK,AP2A2,HGS,ESPN,PLXNB3,L1CAM,HSPA1A,AP4M1,IKBKG"
C	GO:0003779	0.000138341	2.487962386	10.4870102	24	302	actin binding	0.019658845	"ENSG00000034510,ENSG00000042493,ENSG00000064666,ENSG00000087274,ENSG00000089327,ENSG00000099331,ENSG00000099812,ENSG00000108518,ENSG00000111199,ENSG00000113758,ENSG00000118194,ENSG00000131018,ENSG00000137710,ENSG00000146112,ENSG00000147394,ENSG00000169398,ENSG00000172757,ENSG00000173210,ENSG00000177731,ENSG00000183963,ENSG00000187017,ENSG00000197321,ENSG00000205542,ENSG00000241685"	"TMSB10,CAPG,CNN2,ADD1,FXYD5,MYO9B,MISP,PFN1,TRPV4,DBN1,TNNT2,SYNE1,RDX,PPP1R18,ZNF185,PTK2,CFL1,ABLIM3,FLII,SMTN,ESPN,SVIL,TMSB4X,ARPC1A"
C	GO:0030234	0.000156912	1.889389719	26.4258767	46	761	enzyme regulator activity	0.019658845	"ENSG00000031823,ENSG00000035862,ENSG00000068971,ENSG00000074211,ENSG00000075391,ENSG00000087074,ENSG00000088986,ENSG00000099331,ENSG00000100359,ENSG00000101441,ENSG00000105325,ENSG00000106211,ENSG00000108518,ENSG00000109436,ENSG00000110330,ENSG00000111276,ENSG00000111348,ENSG00000114270,ENSG00000116285,ENSG00000116701,ENSG00000125503,ENSG00000126432,ENSG00000128340,ENSG00000132155,ENSG00000132386,ENSG00000135046,ENSG00000135924,ENSG00000136908,ENSG00000138073,ENSG00000138772,ENSG00000140564,ENSG00000140939,ENSG00000143761,ENSG00000146674,ENSG00000157782,ENSG00000160972,ENSG00000165807,ENSG00000170373,ENSG00000177606,ENSG00000184557,ENSG00000196422,ENSG00000197622,ENSG00000197852,ENSG00000203879,ENSG00000275954,ENSG00000278599"	"RANBP3,TIMP2,PPP2R5B,PPP2R2C,RASAL2,PPP1R15A,DYNLL1,MYO9B,SGSM3,CST4,FZR1,HSPB1,PFN1,TBC1D9,BIRC2,CDKN1B,ARHGDIB,COL7A1,ERRFI1,NCF2,PPP1R12C,PRDX5,RAC2,RAF1,SERPINF1,ANXA1,DNAJB2,DPM2,PREB,ANXA3,FURIN,NOL3,ARF1,IGFBP3,CABP1,PPP1R16A,PPP1R36,CST1,JUN,SOCS3,PPP1R26,CDC42SE1,FAM212B,GDI1,TBC1D3F,TBC1D3E"
C	GO:0019899	0.000228383	1.569261618	64.102718	91	1846	enzyme binding	0.02503648	"ENSG00000031823,ENSG00000035862,ENSG00000056558,ENSG00000066248,ENSG00000068831,ENSG00000073921,ENSG00000076201,ENSG00000078369,ENSG00000087074,ENSG00000088986,ENSG00000090372,ENSG00000090432,ENSG00000092929,ENSG00000095015,ENSG00000099331,ENSG00000099804,ENSG00000100099,ENSG00000100330,ENSG00000100359,ENSG00000100906,ENSG00000101441,ENSG00000102178,ENSG00000102871,ENSG00000104856,ENSG00000104880,ENSG00000106211,ENSG00000107404,ENSG00000108518,ENSG00000109079,ENSG00000109436,ENSG00000111077,ENSG00000111199,ENSG00000111276,ENSG00000111348,ENSG00000112130,ENSG00000113319,ENSG00000115963,ENSG00000116285,ENSG00000116701,ENSG00000124067,ENSG00000124145,ENSG00000125503,ENSG00000127824,ENSG00000128340,ENSG00000131016,ENSG00000131018,ENSG00000132155,ENSG00000134954,ENSG00000136002,ENSG00000136854,ENSG00000137312,ENSG00000137710,ENSG00000137936,ENSG00000138073,ENSG00000140564,ENSG00000140939,ENSG00000143507,ENSG00000143878,ENSG00000146112,ENSG00000149115,ENSG00000150991,ENSG00000153558,ENSG00000155366,ENSG00000164400,ENSG00000165807,ENSG00000166484,ENSG00000167535,ENSG00000167657,ENSG00000169398,ENSG00000170373,ENSG00000171853,ENSG00000172531,ENSG00000173039,ENSG00000176170,ENSG00000177606,ENSG00000179632,ENSG00000182866,ENSG00000183020,ENSG00000185359,ENSG00000185624,ENSG00000196422,ENSG00000197852,ENSG00000198089,ENSG00000198853,ENSG00000203879,ENSG00000204389,ENSG00000205517,ENSG00000205542,ENSG00000269335,ENSG00000275954,ENSG00000278599"	"RANBP3,TIMP2,TRAF1,NGEF,RASGRP2,PICALM,PTPN23,GNB1,PPP1R15A,DYNLL1,STRN4,MUL1,UNC13D,MAP3K1,MYO9B,CDC34,HPS4,MTMR3,SGSM3,NFKBIA,CST4,UBL4A,TRADD,RELB,ARHGEF18,HSPB1,DVL1,PFN1,TNFAIP1,TBC1D9,TNS2,TRPV4,CDKN1B,ARHGDIB,RNF8,RASGRF2,RND3,ERRFI1,NCF2,SLC12A4,SDC4,PPP1R12C,TUBA4A,RAC2,AKAP12,SYNE1,RAF1,ETS1,ARHGEF4,STXBP1,FLOT1,RDX,BCAR3,PREB,FURIN,NOL3,DUSP10,RHOB,PPP1R18,TNKS1BP1,UBC,FBXL2,RHOC,CSF2,PPP1R36,MAPK7,CACNB3,DAPK3,PTK2,CST1,TRAPPC12,PPP1CA,RELA,SPHK1,JUN,MAF1,LCK,AP2A2,HGS,P4HB,PPP1R26,FAM212B,SFI1,RUSC2,GDI1,HSPA1A,RGL3,TMSB4X,IKBKG,TBC1D3F,TBC1D3E"
C	GO:0004857	0.000429492	2.501899847	8.646574638	20	249	enzyme inhibitor activity	0.041851594	"ENSG00000035862,ENSG00000101441,ENSG00000106211,ENSG00000110330,ENSG00000111276,ENSG00000114270,ENSG00000125503,ENSG00000126432,ENSG00000132386,ENSG00000135046,ENSG00000138772,ENSG00000140564,ENSG00000140939,ENSG00000157782,ENSG00000165807,ENSG00000170373,ENSG00000184557,ENSG00000196422,ENSG00000197622,ENSG00000197852"	"TIMP2,CST4,HSPB1,BIRC2,CDKN1B,COL7A1,PPP1R12C,PRDX5,SERPINF1,ANXA1,ANXA3,FURIN,NOL3,CABP1,PPP1R36,CST1,SOCS3,PPP1R26,CDC42SE1,FAM212B"
C	GO:0005102	0.000579436	1.718062231	32.0166338	51	922	signaling receptor binding	0.050816579	"ENSG00000025708,ENSG00000028528,ENSG00000035862,ENSG00000056558,ENSG00000060558,ENSG00000073008,ENSG00000073921,ENSG00000078369,ENSG00000087494,ENSG00000095752,ENSG00000099203,ENSG00000099331,ENSG00000102871,ENSG00000107404,ENSG00000107984,ENSG00000110711,ENSG00000114353,ENSG00000116985,ENSG00000122641,ENSG00000126432,ENSG00000130702,ENSG00000135046,ENSG00000137312,ENSG00000138623,ENSG00000140545,ENSG00000140931,ENSG00000140939,ENSG00000145040,ENSG00000150630,ENSG00000159167,ENSG00000160310,ENSG00000161638,ENSG00000161914,ENSG00000164400,ENSG00000169398,ENSG00000171148,ENSG00000172757,ENSG00000173757,ENSG00000174292,ENSG00000175221,ENSG00000175505,ENSG00000177465,ENSG00000179632,ENSG00000180900,ENSG00000182866,ENSG00000185624,ENSG00000196337,ENSG00000204389,ENSG00000204520,ENSG00000217555,ENSG00000269335"	"TYMP,SNX1,TIMP2,TRAF1,GNA15,PVR,PICALM,GNB1,PTHLH,IL11,TMED1,MYO9B,TRADD,DVL1,DKK1,AIP,GNAI2,BMP8B,INHBA,PRDX5,LAMA5,ANXA1,FLOT1,SEMA7A,MFGE8,CMTM3,NOL3,UCN2,VEGFC,STC1,PRMT2,ITGA5,ZNF653,CSF2,PTK2,TADA3,CFL1,STAT5B,TNK1,MED16,CLCF1,ACOT4,MAF1,SCRIB,LCK,P4HB,CGB7,HSPA1A,MICA,CKLF,IKBKG"
