GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0030055	6.79190202141079e-08	3.13784755337099	12.2529850746269	34	351	cell-substrate junction	2.20114258452612e-05	ENSG00000064666,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000106211,ENSG00000108518,ENSG00000111077,ENSG00000111199,ENSG00000115963,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000128340,ENSG00000131016,ENSG00000135046,ENSG00000137312,ENSG00000137710,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149428,ENSG00000161638,ENSG00000167881,ENSG00000169398,ENSG00000172757,ENSG00000177731,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389,ENSG00000261150	CNN2,PVR,ADD1,MISP,HSPB1,PFN1,TNS2,TRPV4,RND3,SORBS3,PLAU,SDC4,RAC2,AKAP12,ANXA1,FLOT1,RDX,ARF1,RHOB,ZNF185,HYOU1,ITGA5,SRP68,PTK2,CFL1,FLII,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A,EPPK1
GO:0005912	7.03656680096591e-08	2.87603826319726	15.2900497512438	39	438	adherens junction	2.20114258452612e-05	ENSG00000028203,ENSG00000064666,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000106211,ENSG00000108518,ENSG00000111077,ENSG00000111199,ENSG00000115963,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000128340,ENSG00000131016,ENSG00000135046,ENSG00000136830,ENSG00000137312,ENSG00000137710,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149115,ENSG00000149428,ENSG00000151474,ENSG00000161638,ENSG00000167881,ENSG00000169398,ENSG00000172531,ENSG00000172757,ENSG00000177731,ENSG00000180900,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389	VEZT,CNN2,PVR,ADD1,MISP,HSPB1,PFN1,TNS2,TRPV4,RND3,SORBS3,PLAU,SDC4,RAC2,AKAP12,ANXA1,FAM129B,FLOT1,RDX,ARF1,RHOB,ZNF185,TNKS1BP1,HYOU1,FRMD4A,ITGA5,SRP68,PTK2,PPP1CA,CFL1,FLII,SCRIB,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A
GO:0005925	1.43715392522542e-07	3.08775277557494	12.0435323383085	33	345	focal adhesion	2.20114258452612e-05	ENSG00000064666,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000106211,ENSG00000108518,ENSG00000111077,ENSG00000111199,ENSG00000115963,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000128340,ENSG00000131016,ENSG00000135046,ENSG00000137312,ENSG00000137710,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149428,ENSG00000161638,ENSG00000167881,ENSG00000169398,ENSG00000172757,ENSG00000177731,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389	CNN2,PVR,ADD1,MISP,HSPB1,PFN1,TNS2,TRPV4,RND3,SORBS3,PLAU,SDC4,RAC2,AKAP12,ANXA1,FLOT1,RDX,ARF1,RHOB,ZNF185,HYOU1,ITGA5,SRP68,PTK2,CFL1,FLII,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A
GO:0005924	1.53828773472801e-07	3.07761602055268	12.0784411276949	33	346	cell-substrate adherens junction	2.20114258452612e-05	ENSG00000064666,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000106211,ENSG00000108518,ENSG00000111077,ENSG00000111199,ENSG00000115963,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000128340,ENSG00000131016,ENSG00000135046,ENSG00000137312,ENSG00000137710,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149428,ENSG00000161638,ENSG00000167881,ENSG00000169398,ENSG00000172757,ENSG00000177731,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389	CNN2,PVR,ADD1,MISP,HSPB1,PFN1,TNS2,TRPV4,RND3,SORBS3,PLAU,SDC4,RAC2,AKAP12,ANXA1,FLOT1,RDX,ARF1,RHOB,ZNF185,HYOU1,ITGA5,SRP68,PTK2,CFL1,FLII,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A
GO:0070161	1.71428550196739e-07	2.76813491160179	15.8136815920398	39	453	anchoring junction	2.20114258452612e-05	ENSG00000028203,ENSG00000064666,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000106211,ENSG00000108518,ENSG00000111077,ENSG00000111199,ENSG00000115963,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000128340,ENSG00000131016,ENSG00000135046,ENSG00000136830,ENSG00000137312,ENSG00000137710,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149115,ENSG00000149428,ENSG00000151474,ENSG00000161638,ENSG00000167881,ENSG00000169398,ENSG00000172531,ENSG00000172757,ENSG00000177731,ENSG00000180900,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389	VEZT,CNN2,PVR,ADD1,MISP,HSPB1,PFN1,TNS2,TRPV4,RND3,SORBS3,PLAU,SDC4,RAC2,AKAP12,ANXA1,FAM129B,FLOT1,RDX,ARF1,RHOB,ZNF185,TNKS1BP1,HYOU1,FRMD4A,ITGA5,SRP68,PTK2,PPP1CA,CFL1,FLII,SCRIB,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A
GO:0030054	2.10010440619056e-07	2.21816316922249	30.964096185738	61	887	cell junction	2.2471117146239e-05	ENSG00000011347,ENSG00000028203,ENSG00000064666,ENSG00000068831,ENSG00000073008,ENSG00000087274,ENSG00000099812,ENSG00000100359,ENSG00000104880,ENSG00000104881,ENSG00000105227,ENSG00000106211,ENSG00000108518,ENSG00000109099,ENSG00000111077,ENSG00000111199,ENSG00000113758,ENSG00000115963,ENSG00000117595,ENSG00000120896,ENSG00000122861,ENSG00000124145,ENSG00000126562,ENSG00000128340,ENSG00000129968,ENSG00000130827,ENSG00000131016,ENSG00000135046,ENSG00000136827,ENSG00000136830,ENSG00000137312,ENSG00000137710,ENSG00000139926,ENSG00000143119,ENSG00000143761,ENSG00000143878,ENSG00000147394,ENSG00000149115,ENSG00000149428,ENSG00000151474,ENSG00000155252,ENSG00000157782,ENSG00000161638,ENSG00000167881,ENSG00000168899,ENSG00000169398,ENSG00000172531,ENSG00000172757,ENSG00000175471,ENSG00000177731,ENSG00000179526,ENSG00000179820,ENSG00000180900,ENSG00000185624,ENSG00000186111,ENSG00000188352,ENSG00000196923,ENSG00000197321,ENSG00000198910,ENSG00000204389,ENSG00000261150	SYT7,VEZT,CNN2,RASGRP2,PVR,ADD1,MISP,SGSM3,ARHGEF18,PPP1R13L,PRX,HSPB1,PFN1,PMP22,TNS2,TRPV4,DBN1,RND3,IRF6,SORBS3,PLAU,SDC4,WNK4,RAC2,ABHD17A,PLXNA3,AKAP12,ANXA1,TOR1A,FAM129B,FLOT1,RDX,FRMD6,CD53,ARF1,RHOB,ZNF185,TNKS1BP1,HYOU1,FRMD4A,PI4K2A,CABP1,ITGA5,SRP68,VAMP5,PTK2,PPP1CA,CFL1,MCTP1,FLII,SHARPIN,MYADM,SCRIB,P4HB,PIP5K1C,FOCAD,PDLIM7,SVIL,L1CAM,HSPA1A,EPPK1
GO:0031410	4.02428328093213e-06	1.78164141414141	57.6344112769486	91	1651	cytoplasmic vesicle	0.000339700950927453	ENSG00000008516,ENSG00000011347,ENSG00000028203,ENSG00000028528,ENSG00000035862,ENSG00000042493,ENSG00000064666,ENSG00000072134,ENSG00000072958,ENSG00000073921,ENSG00000076201,ENSG00000078808,ENSG00000088986,ENSG00000092929,ENSG00000097033,ENSG00000099203,ENSG00000100099,ENSG00000101310,ENSG00000103966,ENSG00000104154,ENSG00000104886,ENSG00000105355,ENSG00000105669,ENSG00000106636,ENSG00000107404,ENSG00000107611,ENSG00000107984,ENSG00000109079,ENSG00000111199,ENSG00000111276,ENSG00000111348,ENSG00000111737,ENSG00000114270,ENSG00000115661,ENSG00000115963,ENSG00000116260,ENSG00000116701,ENSG00000117984,ENSG00000118242,ENSG00000122861,ENSG00000126432,ENSG00000128340,ENSG00000129455,ENSG00000129968,ENSG00000131165,ENSG00000132386,ENSG00000135046,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137312,ENSG00000138772,ENSG00000140319,ENSG00000140564,ENSG00000143119,ENSG00000143761,ENSG00000143878,ENSG00000147155,ENSG00000147804,ENSG00000149428,ENSG00000150630,ENSG00000150991,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000157020,ENSG00000158560,ENSG00000161638,ENSG00000162236,ENSG00000165006,ENSG00000167302,ENSG00000168899,ENSG00000173548,ENSG00000175115,ENSG00000175197,ENSG00000175471,ENSG00000177854,ENSG00000183020,ENSG00000185359,ENSG00000185624,ENSG00000186111,ENSG00000188760,ENSG00000196187,ENSG00000196260,ENSG00000198853,ENSG00000198925,ENSG00000204389,ENSG00000205542,ENSG00000213983,ENSG00000221838,ENSG00000244274	MMP25,SYT7,VEZT,SNX1,TIMP2,CAPG,CNN2,EPN2,AP1M1,PICALM,PTPN23,SDF4,DYNLL1,UNC13D,SH3GLB1,TMED1,HPS4,SEC23B,EHD4,SLC30A4,PLEKHJ1,PLIN3,COPE,YKT6,DVL1,CUBN,DKK1,TNFAIP1,TRPV4,CDKN1B,ARHGDIB,RAB35,COL7A1,STK16,RND3,QSOX1,NCF2,CTSD,MREG,PLAU,PRDX5,RAC2,KLK8,ABHD17A,CHMP1A,SERPINF1,ANXA1,TOR1A,STXBP1,CTSV,FLOT1,ANXA3,SRP14,FURIN,CD53,ARF1,RHOB,EBP,SLC39A4,HYOU1,VEGFC,UBC,PI4K2A,RHOC,RAB39B,SEC13,DYNC1I1,ITGA5,STX5,UBAP1,ENTHD2,VAMP5,SNX33,PACS1,DDIT3,MCTP1,TMEM187,AP2A2,HGS,P4HB,PIP5K1C,TMEM198,TMEM63A,SFTA2,RUSC2,ATG9A,HSPA1A,TMSB4X,AP1G2,AP4M1,DBNDD2
GO:0097708	4.23303365641686e-06	1.77900710045396	57.7042288557214	91	1653	intracellular vesicle	0.000339700950927453	ENSG00000008516,ENSG00000011347,ENSG00000028203,ENSG00000028528,ENSG00000035862,ENSG00000042493,ENSG00000064666,ENSG00000072134,ENSG00000072958,ENSG00000073921,ENSG00000076201,ENSG00000078808,ENSG00000088986,ENSG00000092929,ENSG00000097033,ENSG00000099203,ENSG00000100099,ENSG00000101310,ENSG00000103966,ENSG00000104154,ENSG00000104886,ENSG00000105355,ENSG00000105669,ENSG00000106636,ENSG00000107404,ENSG00000107611,ENSG00000107984,ENSG00000109079,ENSG00000111199,ENSG00000111276,ENSG00000111348,ENSG00000111737,ENSG00000114270,ENSG00000115661,ENSG00000115963,ENSG00000116260,ENSG00000116701,ENSG00000117984,ENSG00000118242,ENSG00000122861,ENSG00000126432,ENSG00000128340,ENSG00000129455,ENSG00000129968,ENSG00000131165,ENSG00000132386,ENSG00000135046,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137312,ENSG00000138772,ENSG00000140319,ENSG00000140564,ENSG00000143119,ENSG00000143761,ENSG00000143878,ENSG00000147155,ENSG00000147804,ENSG00000149428,ENSG00000150630,ENSG00000150991,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000157020,ENSG00000158560,ENSG00000161638,ENSG00000162236,ENSG00000165006,ENSG00000167302,ENSG00000168899,ENSG00000173548,ENSG00000175115,ENSG00000175197,ENSG00000175471,ENSG00000177854,ENSG00000183020,ENSG00000185359,ENSG00000185624,ENSG00000186111,ENSG00000188760,ENSG00000196187,ENSG00000196260,ENSG00000198853,ENSG00000198925,ENSG00000204389,ENSG00000205542,ENSG00000213983,ENSG00000221838,ENSG00000244274	MMP25,SYT7,VEZT,SNX1,TIMP2,CAPG,CNN2,EPN2,AP1M1,PICALM,PTPN23,SDF4,DYNLL1,UNC13D,SH3GLB1,TMED1,HPS4,SEC23B,EHD4,SLC30A4,PLEKHJ1,PLIN3,COPE,YKT6,DVL1,CUBN,DKK1,TNFAIP1,TRPV4,CDKN1B,ARHGDIB,RAB35,COL7A1,STK16,RND3,QSOX1,NCF2,CTSD,MREG,PLAU,PRDX5,RAC2,KLK8,ABHD17A,CHMP1A,SERPINF1,ANXA1,TOR1A,STXBP1,CTSV,FLOT1,ANXA3,SRP14,FURIN,CD53,ARF1,RHOB,EBP,SLC39A4,HYOU1,VEGFC,UBC,PI4K2A,RHOC,RAB39B,SEC13,DYNC1I1,ITGA5,STX5,UBAP1,ENTHD2,VAMP5,SNX33,PACS1,DDIT3,MCTP1,TMEM187,AP2A2,HGS,P4HB,PIP5K1C,TMEM198,TMEM63A,SFTA2,RUSC2,ATG9A,HSPA1A,TMSB4X,AP1G2,AP4M1,DBNDD2
GO:0071944	1.3735798047034e-05	1.57813305827746	105.703814262023	144	3028	cell periphery	0.000979820260688429	ENSG00000004059,ENSG00000005020,ENSG00000008516,ENSG00000011347,ENSG00000028203,ENSG00000054277,ENSG00000058085,ENSG00000058091,ENSG00000060558,ENSG00000062716,ENSG00000063245,ENSG00000068831,ENSG00000072958,ENSG00000073008,ENSG00000073921,ENSG00000075391,ENSG00000078369,ENSG00000078808,ENSG00000087274,ENSG00000088986,ENSG00000089327,ENSG00000092964,ENSG00000099203,ENSG00000099331,ENSG00000099812,ENSG00000100906,ENSG00000102312,ENSG00000102871,ENSG00000103742,ENSG00000103966,ENSG00000104880,ENSG00000104960,ENSG00000105227,ENSG00000106211,ENSG00000106636,ENSG00000107404,ENSG00000107611,ENSG00000107984,ENSG00000108518,ENSG00000109099,ENSG00000110330,ENSG00000110711,ENSG00000111077,ENSG00000111199,ENSG00000111737,ENSG00000113248,ENSG00000113319,ENSG00000113758,ENSG00000113811,ENSG00000114353,ENSG00000115216,ENSG00000115602,ENSG00000115963,ENSG00000116285,ENSG00000116701,ENSG00000118242,ENSG00000120327,ENSG00000122644,ENSG00000122861,ENSG00000124067,ENSG00000124145,ENSG00000127527,ENSG00000127863,ENSG00000128340,ENSG00000129968,ENSG00000130827,ENSG00000131016,ENSG00000131018,ENSG00000132155,ENSG00000135046,ENSG00000136002,ENSG00000136830,ENSG00000136854,ENSG00000136943,ENSG00000137193,ENSG00000137312,ENSG00000137710,ENSG00000138623,ENSG00000138772,ENSG00000139636,ENSG00000139926,ENSG00000140545,ENSG00000140564,ENSG00000141485,ENSG00000143119,ENSG00000143761,ENSG00000143878,ENSG00000144935,ENSG00000147155,ENSG00000147804,ENSG00000150991,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000157782,ENSG00000159167,ENSG00000160191,ENSG00000160408,ENSG00000160972,ENSG00000161638,ENSG00000163975,ENSG00000164543,ENSG00000165006,ENSG00000166140,ENSG00000167114,ENSG00000167535,ENSG00000167644,ENSG00000167723,ENSG00000168140,ENSG00000168899,ENSG00000168917,ENSG00000169398,ENSG00000169908,ENSG00000170425,ENSG00000170961,ENSG00000171017,ENSG00000171488,ENSG00000172531,ENSG00000172757,ENSG00000174292,ENSG00000176170,ENSG00000179632,ENSG00000179820,ENSG00000180773,ENSG00000180900,ENSG00000182040,ENSG00000182866,ENSG00000183020,ENSG00000185187,ENSG00000185624,ENSG00000186111,ENSG00000187266,ENSG00000188760,ENSG00000196187,ENSG00000197321,ENSG00000197586,ENSG00000197622,ENSG00000198753,ENSG00000198910,ENSG00000204520,ENSG00000241685,ENSG00000261150,ENSG00000275954,ENSG00000278599	ARF5,SKAP2,MMP25,SYT7,VEZT,OPN3,LAMC2,CDK14,GNA15,VMP1,EPN1,RASGRP2,AP1M1,PVR,PICALM,RASAL2,GNB1,SDF4,ADD1,DYNLL1,FXYD5,DPYSL2,TMED1,MYO9B,MISP,NFKBIA,PORCN,TRADD,IGDCC4,EHD4,ARHGEF18,PTOV1,PRX,HSPB1,YKT6,DVL1,CUBN,DKK1,PFN1,PMP22,BIRC2,AIP,TNS2,TRPV4,RAB35,PCDHB15,RASGRF2,DBN1,,GNAI2,NRBP1,IL1RL1,RND3,ERRFI1,NCF2,MREG,PCDHB14,ARL4A,PLAU,SLC12A4,SDC4,EPS15L1,TNFRSF19,RAC2,ABHD17A,PLXNA3,AKAP12,SYNE1,RAF1,ANXA1,ARHGEF4,FAM129B,STXBP1,CTSV,PIM1,FLOT1,RDX,SEMA7A,ANXA3,LMBR1L,FRMD6,MFGE8,FURIN,SLC13A5,CD53,ARF1,RHOB,TRPC1,EBP,SLC39A4,UBC,PI4K2A,RHOC,RAB39B,CABP1,STC1,PDE9A,ST6GALNAC6,PPP1R16A,ITGA5,MFI2,STK17A,UBAP1,ZFYVE19,SLC27A4,CACNB3,C19orf33,TRPV3,VASN,VAMP5,SLC35G2,PTK2,TM4SF1,ADORA2B,HAS2,LRRC8E,LRRC8C,PPP1CA,CFL1,TNK1,SPHK1,MAF1,MYADM,SLC36A4,SCRIB,USH1G,LCK,AP2A2,SIGIRR,P4HB,PIP5K1C,EPOR,TMEM198,TMEM63A,SVIL,ENTPD6,CDC42SE1,PLXNB3,L1CAM,MICA,ARPC1A,EPPK1,TBC1D3F,TBC1D3E
GO:0005886	2.11567994104478e-05	1.56687552595026	102.911111111111	140	2948	plasma membrane	0.00135826652215075	ENSG00000004059,ENSG00000005020,ENSG00000008516,ENSG00000011347,ENSG00000028203,ENSG00000054277,ENSG00000058091,ENSG00000060558,ENSG00000062716,ENSG00000063245,ENSG00000068831,ENSG00000072958,ENSG00000073008,ENSG00000073921,ENSG00000075391,ENSG00000078369,ENSG00000078808,ENSG00000087274,ENSG00000088986,ENSG00000089327,ENSG00000092964,ENSG00000099203,ENSG00000099812,ENSG00000100906,ENSG00000102312,ENSG00000102871,ENSG00000103742,ENSG00000103966,ENSG00000104880,ENSG00000104960,ENSG00000105227,ENSG00000106211,ENSG00000106636,ENSG00000107404,ENSG00000107611,ENSG00000107984,ENSG00000109099,ENSG00000110330,ENSG00000110711,ENSG00000111077,ENSG00000111199,ENSG00000111737,ENSG00000113248,ENSG00000113319,ENSG00000113758,ENSG00000113811,ENSG00000114353,ENSG00000115602,ENSG00000115963,ENSG00000116285,ENSG00000116701,ENSG00000118242,ENSG00000120327,ENSG00000122644,ENSG00000122861,ENSG00000124067,ENSG00000124145,ENSG00000127527,ENSG00000127863,ENSG00000128340,ENSG00000129968,ENSG00000130827,ENSG00000131016,ENSG00000131018,ENSG00000132155,ENSG00000135046,ENSG00000136002,ENSG00000136830,ENSG00000136854,ENSG00000136943,ENSG00000137193,ENSG00000137312,ENSG00000137710,ENSG00000138623,ENSG00000138772,ENSG00000139636,ENSG00000139926,ENSG00000140545,ENSG00000140564,ENSG00000141485,ENSG00000143119,ENSG00000143761,ENSG00000143878,ENSG00000144935,ENSG00000147155,ENSG00000147804,ENSG00000150991,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000157782,ENSG00000159167,ENSG00000160191,ENSG00000160408,ENSG00000160972,ENSG00000161638,ENSG00000163975,ENSG00000164543,ENSG00000165006,ENSG00000166140,ENSG00000167114,ENSG00000167535,ENSG00000167644,ENSG00000167723,ENSG00000168140,ENSG00000168899,ENSG00000168917,ENSG00000169398,ENSG00000169908,ENSG00000170425,ENSG00000170961,ENSG00000171017,ENSG00000171488,ENSG00000172531,ENSG00000172757,ENSG00000174292,ENSG00000176170,ENSG00000179632,ENSG00000179820,ENSG00000180773,ENSG00000180900,ENSG00000182040,ENSG00000182866,ENSG00000183020,ENSG00000185187,ENSG00000185624,ENSG00000186111,ENSG00000187266,ENSG00000188760,ENSG00000196187,ENSG00000197321,ENSG00000197586,ENSG00000197622,ENSG00000198753,ENSG00000198910,ENSG00000204520,ENSG00000241685,ENSG00000261150,ENSG00000275954,ENSG00000278599	ARF5,SKAP2,MMP25,SYT7,VEZT,OPN3,CDK14,GNA15,VMP1,EPN1,RASGRP2,AP1M1,PVR,PICALM,RASAL2,GNB1,SDF4,ADD1,DYNLL1,FXYD5,DPYSL2,TMED1,MISP,NFKBIA,PORCN,TRADD,IGDCC4,EHD4,ARHGEF18,PTOV1,PRX,HSPB1,YKT6,DVL1,CUBN,DKK1,PMP22,BIRC2,AIP,TNS2,TRPV4,RAB35,PCDHB15,RASGRF2,DBN1,,GNAI2,IL1RL1,RND3,ERRFI1,NCF2,MREG,PCDHB14,ARL4A,PLAU,SLC12A4,SDC4,EPS15L1,TNFRSF19,RAC2,ABHD17A,PLXNA3,AKAP12,SYNE1,RAF1,ANXA1,ARHGEF4,FAM129B,STXBP1,CTSV,PIM1,FLOT1,RDX,SEMA7A,ANXA3,LMBR1L,FRMD6,MFGE8,FURIN,SLC13A5,CD53,ARF1,RHOB,TRPC1,EBP,SLC39A4,UBC,PI4K2A,RHOC,RAB39B,CABP1,STC1,PDE9A,ST6GALNAC6,PPP1R16A,ITGA5,MFI2,STK17A,UBAP1,ZFYVE19,SLC27A4,CACNB3,C19orf33,TRPV3,VASN,VAMP5,SLC35G2,PTK2,TM4SF1,ADORA2B,HAS2,LRRC8E,LRRC8C,PPP1CA,CFL1,TNK1,SPHK1,MAF1,MYADM,SLC36A4,SCRIB,USH1G,LCK,AP2A2,SIGIRR,P4HB,PIP5K1C,EPOR,TMEM198,TMEM63A,SVIL,ENTPD6,CDC42SE1,PLXNB3,L1CAM,MICA,ARPC1A,EPPK1,TBC1D3F,TBC1D3E
