GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0051240	3.02564671149231e-07	2.52936991654102	21.0807958477509	46	1007	positive regulation of multicellular organismal process	0.00130375116798204	ENSG00000002330,ENSG00000004468,ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000100813,ENSG00000101670,ENSG00000102760,ENSG00000103260,ENSG00000103855,ENSG00000104897,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000115009,ENSG00000115694,ENSG00000118503,ENSG00000124006,ENSG00000125798,ENSG00000134013,ENSG00000139182,ENSG00000140995,ENSG00000142871,ENSG00000148516,ENSG00000153162,ENSG00000158555,ENSG00000162889,ENSG00000164850,ENSG00000165802,ENSG00000168071,ENSG00000169129,ENSG00000169429,ENSG00000170214,ENSG00000173511,ENSG00000173805,ENSG00000176697,ENSG00000196924,ENSG00000197461,ENSG00000213923,ENSG00000214078,ENSG00000227507,ENSG00000240583,ENSG00000244405	BAD,CD38,HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,ACIN1,LIPG,RGCC,METRN,CD276,SF3A2,COL1A1,IL23A,SPARC,CCL20,STK25,TNFAIP3,OBSL1,FOXA2,LOXL2,CLSTN3,DEF8,CYR61,ZEB1,BMP6,GDPD5,MAPKAPK2,GPER1,NSMF,CCDC88B,AFAP1L2,CXCL8,ADRA1B,VEGFB,HAP1,BDNF,FLNA,PDGFA,CSNK1E,CPNE1,LTB,AQP1,ETV5
GO:0001568	1.03699541524844e-05	2.9817652013568	8.93892733564014	24	427	blood vessel development	0.0150913565496326	ENSG00000006125,ENSG00000078401,ENSG00000085741,ENSG00000100311,ENSG00000102760,ENSG00000105851,ENSG00000108821,ENSG00000113140,ENSG00000114019,ENSG00000118503,ENSG00000134013,ENSG00000140464,ENSG00000142871,ENSG00000143537,ENSG00000160199,ENSG00000160691,ENSG00000164850,ENSG00000166224,ENSG00000169429,ENSG00000172889,ENSG00000173511,ENSG00000175592,ENSG00000197461,ENSG00000240583	AP2B1,EDN1,WNT11,PDGFB,RGCC,PIK3CG,COL1A1,SPARC,AMOTL2,TNFAIP3,LOXL2,PML,CYR61,ADAM15,PKNOX1,SHC1,GPER1,SGPL1,CXCL8,EGFL7,VEGFB,FOSL1,PDGFA,AQP1
GO:0006928	1.32166019004465e-05	2.11111964007761	26.4608996539792	49	1264	movement of cell or subcellular component	0.0150913565496326	ENSG00000006125,ENSG00000026025,ENSG00000044574,ENSG00000070182,ENSG00000075073,ENSG00000078401,ENSG00000084731,ENSG00000085741,ENSG00000090339,ENSG00000100246,ENSG00000100311,ENSG00000102760,ENSG00000104368,ENSG00000104892,ENSG00000105851,ENSG00000105877,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000114019,ENSG00000115009,ENSG00000126214,ENSG00000129474,ENSG00000134013,ENSG00000135362,ENSG00000138069,ENSG00000140464,ENSG00000140859,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000149564,ENSG00000152763,ENSG00000160691,ENSG00000160789,ENSG00000164850,ENSG00000165802,ENSG00000166224,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000173805,ENSG00000174903,ENSG00000176697,ENSG00000176973,ENSG00000177469,ENSG00000196754,ENSG00000196924,ENSG00000197461,ENSG00000258947	AP2B1,VIM,HSPA5,SPTB,TACR2,EDN1,KIF3C,WNT11,ICAM1,DNAL4,PDGFB,RGCC,PLAT,KLC3,PIK3CG,DNAH11,COL1A1,IL23A,SPARC,AMOTL2,CCL20,KLC1,AJUBA,LOXL2,PRR5L,RAB1A,PML,KIFC3,CYR61,ADAM15,GNA12,ESAM,WDR78,SHC1,LMNA,GPER1,NSMF,SGPL1,CXCL8,PIK3CD,VEGFB,HAP1,RAB1B,BDNF,FAM89B,PTRF,S100A2,FLNA,PDGFA,TUBB3
GO:2000147	1.40091497327757e-05	3.28620010739216	6.74083044982699	20	322	positive regulation of cell motility	0.0150913565496326	ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000115009,ENSG00000142871,ENSG00000164850,ENSG00000165802,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000176973,ENSG00000177469,ENSG00000196924,ENSG00000197461	HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,COL1A1,IL23A,SPARC,CCL20,CYR61,GPER1,NSMF,CXCL8,PIK3CD,VEGFB,FAM89B,PTRF,FLNA,PDGFA
GO:0051272	2.09060658296738e-05	3.18849396019814	6.92923875432526	20	331	positive regulation of cellular component movement	0.0152933591636749	ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000115009,ENSG00000142871,ENSG00000164850,ENSG00000165802,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000176973,ENSG00000177469,ENSG00000196924,ENSG00000197461	HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,COL1A1,IL23A,SPARC,CCL20,CYR61,GPER1,NSMF,CXCL8,PIK3CD,VEGFB,FAM89B,PTRF,FLNA,PDGFA
GO:0001944	2.12949999958342e-05	2.84255837210313	9.33667820069204	24	446	vasculature development	0.0152933591636749	ENSG00000006125,ENSG00000078401,ENSG00000085741,ENSG00000100311,ENSG00000102760,ENSG00000105851,ENSG00000108821,ENSG00000113140,ENSG00000114019,ENSG00000118503,ENSG00000134013,ENSG00000140464,ENSG00000142871,ENSG00000143537,ENSG00000160199,ENSG00000160691,ENSG00000164850,ENSG00000166224,ENSG00000169429,ENSG00000172889,ENSG00000173511,ENSG00000175592,ENSG00000197461,ENSG00000240583	AP2B1,EDN1,WNT11,PDGFB,RGCC,PIK3CG,COL1A1,SPARC,AMOTL2,TNFAIP3,LOXL2,PML,CYR61,ADAM15,PKNOX1,SHC1,GPER1,SGPL1,CXCL8,EGFL7,VEGFB,FOSL1,PDGFA,AQP1
GO:0072358	2.64678389587692e-05	2.80116608076824	9.46228373702422	24	452	cardiovascular system development	0.0162928454390481	ENSG00000006125,ENSG00000078401,ENSG00000085741,ENSG00000100311,ENSG00000102760,ENSG00000105851,ENSG00000108821,ENSG00000113140,ENSG00000114019,ENSG00000118503,ENSG00000134013,ENSG00000140464,ENSG00000142871,ENSG00000143537,ENSG00000160199,ENSG00000160691,ENSG00000164850,ENSG00000166224,ENSG00000169429,ENSG00000172889,ENSG00000173511,ENSG00000175592,ENSG00000197461,ENSG00000240583	AP2B1,EDN1,WNT11,PDGFB,RGCC,PIK3CG,COL1A1,SPARC,AMOTL2,TNFAIP3,LOXL2,PML,CYR61,ADAM15,PKNOX1,SHC1,GPER1,SGPL1,CXCL8,EGFL7,VEGFB,FOSL1,PDGFA,AQP1
GO:0040017	3.47971418296027e-05	3.06668898000167	7.18044982698962	20	343	positive regulation of locomotion	0.0187426105179697	ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000115009,ENSG00000142871,ENSG00000164850,ENSG00000165802,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000176973,ENSG00000177469,ENSG00000196924,ENSG00000197461	HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,COL1A1,IL23A,SPARC,CCL20,CYR61,GPER1,NSMF,CXCL8,PIK3CD,VEGFB,FAM89B,PTRF,FLNA,PDGFA
GO:0051270	3.98911163909752e-05	2.47120739099005	12.9792387543253	29	620	regulation of cellular component movement	0.0190989800587458	ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000102760,ENSG00000105877,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000114019,ENSG00000115009,ENSG00000129474,ENSG00000135362,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000160789,ENSG00000164850,ENSG00000165802,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000173805,ENSG00000176973,ENSG00000177469,ENSG00000196924,ENSG00000197461	HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,RGCC,DNAH11,COL1A1,IL23A,SPARC,AMOTL2,CCL20,AJUBA,PRR5L,CYR61,ADAM15,GNA12,LMNA,GPER1,NSMF,CXCL8,PIK3CD,VEGFB,HAP1,FAM89B,PTRF,FLNA,PDGFA
GO:2000145	5.3656718102958e-05	2.51139491737498	11.8487889273356	27	566	regulation of cell motility	0.0231206798305646	ENSG00000044574,ENSG00000075073,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000102760,ENSG00000108821,ENSG00000110944,ENSG00000113140,ENSG00000114019,ENSG00000115009,ENSG00000129474,ENSG00000135362,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000160789,ENSG00000164850,ENSG00000165802,ENSG00000169429,ENSG00000171608,ENSG00000173511,ENSG00000176973,ENSG00000177469,ENSG00000196924,ENSG00000197461	HSPA5,TACR2,EDN1,WNT11,ICAM1,PDGFB,RGCC,COL1A1,IL23A,SPARC,AMOTL2,CCL20,AJUBA,PRR5L,CYR61,ADAM15,GNA12,LMNA,GPER1,NSMF,CXCL8,PIK3CD,VEGFB,FAM89B,PTRF,FLNA,PDGFA
