ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-913531	Interferon Signaling	7/70	153/7349	0.000590502493576724	0.2054948677647	0.205121918821388	55746/2633/51191/10410/103/10581/8519	7	ENSG00000069248,ENSG00000117228,ENSG00000138646,ENSG00000142089,ENSG00000160710,ENSG00000185201,ENSG00000185885	NUP133,GBP1,HERC5,IFITM3,ADAR,IFITM2,IFITM1
R-HSA-909733	Interferon alpha/beta signaling	4/70	51/7349	0.00134632376180816	0.23426033455462	0.23383517968247	10410/103/10581/8519	4	ENSG00000142089,ENSG00000160710,ENSG00000185201,ENSG00000185885	IFITM3,ADAR,IFITM2,IFITM1
R-HSA-1592389	Activation of Matrix Metalloproteinases	2/70	17/7349	0.0110907419162711	0.656335401168591	0.655144229841606	4320/4316	2	ENSG00000099953,ENSG00000137673	MMP11,MMP7
R-HSA-977606	Regulation of Complement cascade	2/70	20/7349	0.0152124695687564	0.656335401168591	0.655144229841606	5627/3426	2	ENSG00000184500,ENSG00000205403	PROS1,CFI
R-HSA-166658	Complement cascade	2/70	21/7349	0.0167113157078353	0.656335401168591	0.655144229841606	5627/3426	2	ENSG00000184500,ENSG00000205403	PROS1,CFI
R-HSA-73980	RNA Polymerase III Transcription Termination	2/70	23/7349	0.0198887721612371	0.656335401168591	0.655144229841606	4784/4782	2	ENSG00000008441,ENSG00000141905	NFIX,NFIC
R-HSA-4085001	Sialic acid metabolism	2/70	24/7349	0.0215648983366339	0.656335401168591	0.655144229841606	5476/80896	2	ENSG00000064601,ENSG00000135838	CTSA,NPL
R-HSA-194315	Signaling by Rho GTPases	8/70	365/7349	0.0219717834868598	0.656335401168591	0.655144229841606	55746/94239/10376/10810/4628/55143/57569/83478	8	ENSG00000069248,ENSG00000105968,ENSG00000123416,ENSG00000132970,ENSG00000133026,ENSG00000134690,ENSG00000137727,ENSG00000138639	NUP133,H2AFV,TUBA1B,WASF3,MYH10,CDCA8,ARHGAP20,ARHGAP24
R-HSA-2129379	Molecules associated with elastic fibres	2/70	26/7349	0.0250858681366174	0.656335401168591	0.655144229841606	4052/652	2	ENSG00000049323,ENSG00000125378	LTBP1,BMP4
R-HSA-1474244	Extracellular matrix organization	5/70	176/7349	0.0257588073520422	0.656335401168591	0.655144229841606	4052/4320/652/4316/5654	5	ENSG00000049323,ENSG00000099953,ENSG00000125378,ENSG00000137673,ENSG00000166033	LTBP1,MMP11,BMP4,MMP7,HTRA1
R-HSA-5334118	DNA methylation	2/70	28/7349	0.0288238911171721	0.656335401168591	0.655144229841606	1789/94239	2	ENSG00000088305,ENSG00000105968	DNMT3B,H2AFV
R-HSA-195258	RHO GTPase Effectors	6/70	256/7349	0.0344688412227623	0.656335401168591	0.655144229841606	55746/94239/10376/10810/4628/55143	6	ENSG00000069248,ENSG00000105968,ENSG00000123416,ENSG00000132970,ENSG00000133026,ENSG00000134690	NUP133,H2AFV,TUBA1B,WASF3,MYH10,CDCA8
R-HSA-1566948	Elastic fibre formation	2/70	32/7349	0.0369143686118017	0.656335401168591	0.655144229841606	4052/652	2	ENSG00000049323,ENSG00000125378	LTBP1,BMP4
R-HSA-1474228	Degradation of the extracellular matrix	3/70	78/7349	0.0379072031472756	0.656335401168591	0.655144229841606	4320/4316/5654	3	ENSG00000099953,ENSG00000137673,ENSG00000166033	MMP11,MMP7,HTRA1
R-HSA-1442490	Collagen degradation	2/70	33/7349	0.0390585142531885	0.656335401168591	0.655144229841606	4320/4316	2	ENSG00000099953,ENSG00000137673	MMP11,MMP7
R-HSA-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	2/70	34/7349	0.041249112475789	0.656335401168591	0.655144229841606	25870/5627	2	ENSG00000129103,ENSG00000184500	SUMF2,PROS1
R-HSA-212300	PRC2 methylates histones and DNA	2/70	37/7349	0.0480891827094989	0.656335401168591	0.655144229841606	1789/94239	2	ENSG00000088305,ENSG00000105968	DNMT3B,H2AFV
R-HSA-2299718	Condensation of Prophase Chromosomes	2/70	37/7349	0.0480891827094989	0.656335401168591	0.655144229841606	94239/23310	2	ENSG00000105968,ENSG00000151503	H2AFV,NCAPD3
R-HSA-1660662	Glycosphingolipid metabolism	2/70	41/7349	0.0577975410126834	0.656335401168591	0.655144229841606	5476/25870	2	ENSG00000064601,ENSG00000129103	CTSA,SUMF2
R-HSA-74158	RNA Polymerase III Transcription	2/70	41/7349	0.0577975410126834	0.656335401168591	0.655144229841606	4784/4782	2	ENSG00000008441,ENSG00000141905	NFIX,NFIC
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	2/70	41/7349	0.0577975410126834	0.656335401168591	0.655144229841606	4784/4782	2	ENSG00000008441,ENSG00000141905	NFIX,NFIC
R-HSA-4615885	SUMOylation of DNA replication proteins	2/70	42/7349	0.0603231637899999	0.656335401168591	0.655144229841606	55746/55143	2	ENSG00000069248,ENSG00000134690	NUP133,CDCA8
R-HSA-68875	Mitotic Prophase	3/70	101/7349	0.0712901591139472	0.656335401168591	0.655144229841606	55746/94239/23310	3	ENSG00000069248,ENSG00000105968,ENSG00000151503	NUP133,H2AFV,NCAPD3
R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	2/70	52/7349	0.0874957421931735	0.656335401168591	0.655144229841606	5476/80896	2	ENSG00000064601,ENSG00000135838	CTSA,NPL
R-HSA-1663150	The activation of arylsulfatases	1/70	10/7349	0.091323860937797	0.656335401168591	0.655144229841606	25870	1	ENSG00000129103	SUMF2
R-HSA-5625740	RHO GTPases activate PKNs	2/70	54/7349	0.0933037796325452	0.656335401168591	0.655144229841606	94239/4628	2	ENSG00000105968,ENSG00000133026	H2AFV,MYH10
R-HSA-1280215	Cytokine Signaling in Immune system	8/70	495/7349	0.0969302546053645	0.656335401168591	0.655144229841606	55746/2633/51191/10410/103/1230/10581/8519	8	ENSG00000069248,ENSG00000117228,ENSG00000138646,ENSG00000142089,ENSG00000160710,ENSG00000163823,ENSG00000185201,ENSG00000185885	NUP133,GBP1,HERC5,IFITM3,ADAR,CCR1,IFITM2,IFITM1
R-HSA-157579	Telomere Maintenance	2/70	56/7349	0.0992212055719894	0.656335401168591	0.655144229841606	5982/94239	2	ENSG00000049541,ENSG00000105968	RFC2,H2AFV
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	1/70	11/7349	0.0999908904696613	0.656335401168591	0.655144229841606	10376	1	ENSG00000123416	TUBA1B
R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	1/70	11/7349	0.0999908904696613	0.656335401168591	0.655144229841606	51302	1	ENSG00000146233	CYP39A1
R-HSA-375280	Amine ligand-binding receptors	1/70	11/7349	0.0999908904696613	0.656335401168591	0.655144229841606	4935	1	ENSG00000101850	GPR143
R-HSA-888590	GABA synthesis, release, reuptake and degradation	1/70	11/7349	0.0999908904696613	0.656335401168591	0.655144229841606	2571	1	ENSG00000128683	GAD1
R-HSA-2500257	Resolution of Sister Chromatid Cohesion	3/70	118/7349	0.102112799032709	0.656335401168591	0.655144229841606	55746/10376/55143	3	ENSG00000069248,ENSG00000123416,ENSG00000134690	NUP133,TUBA1B,CDCA8
R-HSA-68877	Mitotic Prometaphase	4/70	189/7349	0.105275241008323	0.656335401168591	0.655144229841606	55746/10376/55143/203068	4	ENSG00000069248,ENSG00000123416,ENSG00000134690,ENSG00000196230	NUP133,TUBA1B,CDCA8,TUBB
R-HSA-68886	M Phase	6/70	342/7349	0.106149825893309	0.656335401168591	0.655144229841606	55746/94239/10376/55143/23310/203068	6	ENSG00000069248,ENSG00000105968,ENSG00000123416,ENSG00000134690,ENSG00000151503,ENSG00000196230	NUP133,H2AFV,TUBA1B,CDCA8,NCAPD3,TUBB
R-HSA-140875	Common Pathway of Fibrin Clot Formation	1/70	12/7349	0.10857642299448	0.656335401168591	0.655144229841606	5627	1	ENSG00000184500	PROS1
R-HSA-190872	Transport of connexons to the plasma membrane	1/70	12/7349	0.10857642299448	0.656335401168591	0.655144229841606	10376	1	ENSG00000123416	TUBA1B
R-HSA-1502540	Signaling by Activin	1/70	13/7349	0.117081213834114	0.656335401168591	0.655144229841606	3625	1	ENSG00000163083	INHBB
R-HSA-418885	DCC mediated attractive signaling	1/70	13/7349	0.117081213834114	0.656335401168591	0.655144229841606	9423	1	ENSG00000065320	NTN1
R-HSA-1268020	Mitochondrial protein import	2/70	64/7349	0.123865740553165	0.656335401168591	0.655144229841606	26521/51287	2	ENSG00000150779,ENSG00000181924	TIMM8B,COA4
R-HSA-174411	Polymerase switching on the C-strand of the telomere	1/70	14/7349	0.125506011412032	0.656335401168591	0.655144229841606	5982	1	ENSG00000049541	RFC2
R-HSA-211976	Endogenous sterols	1/70	14/7349	0.125506011412032	0.656335401168591	0.655144229841606	51302	1	ENSG00000146233	CYP39A1
R-HSA-69091	Polymerase switching	1/70	14/7349	0.125506011412032	0.656335401168591	0.655144229841606	5982	1	ENSG00000049541	RFC2
R-HSA-69109	Leading Strand Synthesis	1/70	14/7349	0.125506011412032	0.656335401168591	0.655144229841606	5982	1	ENSG00000049541	RFC2
R-HSA-5663220	RHO GTPases Activate Formins	3/70	130/7349	0.126557283013343	0.656335401168591	0.655144229841606	55746/10376/55143	3	ENSG00000069248,ENSG00000123416,ENSG00000134690	NUP133,TUBA1B,CDCA8
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	2/70	65/7349	0.12704430375952	0.656335401168591	0.655144229841606	5982/27339	2	ENSG00000049541,ENSG00000110107	RFC2,PRPF19
R-HSA-6782135	Dual incision in TC-NER	2/70	66/7349	0.13024239479447	0.656335401168591	0.655144229841606	5982/27339	2	ENSG00000049541,ENSG00000110107	RFC2,PRPF19
R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	2/70	67/7349	0.133459367871778	0.656335401168591	0.655144229841606	5476/80896	2	ENSG00000064601,ENSG00000135838	CTSA,NPL
R-HSA-110312	Translesion synthesis by REV1	1/70	15/7349	0.133851557315394	0.656335401168591	0.655144229841606	5982	1	ENSG00000049541	RFC2
