ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-389661	Glyoxylate metabolism and glycine degradation	8/343	24/7349	7.91095612532701e-06	0.00567215554185946	0.00556265125444046	594/1738/8050/11019/2806/1629/55526/8528	8	ENSG00000083123,ENSG00000091140,ENSG00000110435,ENSG00000121897,ENSG00000125166,ENSG00000137992,ENSG00000181192,ENSG00000203797	BCKDHB,DLD,PDHX,LIAS,GOT2,DBT,DHTKD1,DDO
R-HSA-70895	Branched-chain amino acid catabolism	7/343	22/7349	4.21333721206925e-05	0.0151048139052683	0.0148132066192751	56922/594/1738/11112/64087/1629/26275	7	ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000106049,ENSG00000131844,ENSG00000137992,ENSG00000198130	MCCC1,BCKDHB,DLD,HIBADH,MCCC2,DBT,HIBCH
R-HSA-156588	Glucuronidation	5/343	14/7349	0.000303710294339232	0.0725867603470765	0.0711854303924938	7365/23169/79799/55347/7366	5	ENSG00000109181,ENSG00000116704,ENSG00000135220,ENSG00000144827,ENSG00000196620	UGT2B10,SLC35D1,UGT2A3,ABHD10,UGT2B15
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	17/343	154/7349	0.000796033927626305	0.142689081527015	0.139934385172203	4719/4199/55066/1738/8050/29078/27109/10131/4705/6341/4711/7385/80224/91942/1353/55863/57546	17	ENSG00000023228,ENSG00000065833,ENSG00000090857,ENSG00000091140,ENSG00000110435,ENSG00000123545,ENSG00000125375,ENSG00000126602,ENSG00000130414,ENSG00000133028,ENSG00000136521,ENSG00000140740,ENSG00000151413,ENSG00000164182,ENSG00000166260,ENSG00000171204,ENSG00000172840	NDUFS1,ME1,PDPR,DLD,PDHX,NDUFAF4,ATP5S,TRAP1,NDUFA10,SCO1,NDUFB5,UQCRC2,NUBPL,NDUFAF2,COX11,TMEM126B,PDP2
R-HSA-71291	Metabolism of amino acids and derivatives	26/343	292/7349	0.00109276685678016	0.156702767262275	0.153677528490346	5832/56922/594/1738/4507/11112/8050/79814/11019/262/2806/445/64087/1644/10247/51520/56267/1629/138199/9255/256987/2628/55526/123688/26275/8528	26	ENSG00000059573,ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000099810,ENSG00000106049,ENSG00000110435,ENSG00000116771,ENSG00000121897,ENSG00000123505,ENSG00000125166,ENSG00000130707,ENSG00000131844,ENSG00000132437,ENSG00000132541,ENSG00000133706,ENSG00000137944,ENSG00000137992,ENSG00000156017,ENSG00000164022,ENSG00000164300,ENSG00000171766,ENSG00000181192,ENSG00000188266,ENSG00000198130,ENSG00000203797	ALDH18A1,MCCC1,BCKDHB,DLD,MTAP,HIBADH,PDHX,AGMAT,LIAS,AMD1,GOT2,ASS1,MCCC2,DDC,HRSP12,LARS,CCBL2,DBT,C9orf41,AIMP1,SERINC5,GATM,DHTKD1,HYKK,HIBCH,DDO
R-HSA-6790901	rRNA modification in the nucleus and cytosol	9/343	60/7349	0.00169782711727106	0.202890340513892	0.198973423567907	27292/8602/84128/10171/10199/25926/57050/23160/11056	9	ENSG00000086189,ENSG00000087269,ENSG00000115368,ENSG00000120158,ENSG00000124383,ENSG00000130935,ENSG00000132467,ENSG00000163811,ENSG00000278053,ENSG00000281007	DIMT1,NOP14,WDR75,RCL1,MPHOSPH10,NOL11,UTP3,WDR43,DDX52,
R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	5/343	21/7349	0.00235623225006684	0.241345503328274	0.236686186924007	2729/23169/1593/7172/2230	5	ENSG00000001084,ENSG00000116704,ENSG00000135929,ENSG00000137364,ENSG00000137714	GCLC,SLC35D1,CYP27A1,TPMT,FDX1
R-HSA-611105	Respiratory electron transport	11/343	90/7349	0.0029646397500571	0.254290170771488	0.249380949974828	4719/29078/10131/4705/6341/4711/7385/80224/91942/1353/55863	11	ENSG00000023228,ENSG00000123545,ENSG00000126602,ENSG00000130414,ENSG00000133028,ENSG00000136521,ENSG00000140740,ENSG00000151413,ENSG00000164182,ENSG00000166260,ENSG00000171204	NDUFS1,NDUFAF4,TRAP1,NDUFA10,SCO1,NDUFB5,UQCRC2,NUBPL,NDUFAF2,COX11,TMEM126B
R-HSA-5668914	Diseases of metabolism	10/343	78/7349	0.00319192682976763	0.254290170771488	0.249380949974828	2729/56922/23169/64087/29080/2799/1593/7172/2230/3417	10	ENSG00000001084,ENSG00000078070,ENSG00000116704,ENSG00000131844,ENSG00000133773,ENSG00000135677,ENSG00000135929,ENSG00000137364,ENSG00000137714,ENSG00000138413	GCLC,MCCC1,SLC35D1,MCCC2,CCDC59,GNS,CYP27A1,TPMT,FDX1,IDH1
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	4/343	15/7349	0.00422470789448623	0.291067836170657	0.285448600986565	55066/1738/8050/57546	4	ENSG00000090857,ENSG00000091140,ENSG00000110435,ENSG00000172840	PDPR,DLD,PDHX,PDP2
