ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-156588	Glucuronidation	4/75	14/7349	9.27131575488245e-06	0.00243835604353409	0.00235198641781755	54578/7364/10720/54658	4	ENSG00000167165,ENSG00000171234,ENSG00000213759,ENSG00000241635	UGT1A6,UGT2B7,UGT2B11,UGT1A1
R-HSA-211859	Biological oxidations	8/75	141/7349	8.59050245983404e-05	0.0112965107346818	0.0108963741727369	26/196/1557/54578/7364/57834/10720/54658	8	ENSG00000002726,ENSG00000106546,ENSG00000165841,ENSG00000167165,ENSG00000171234,ENSG00000171903,ENSG00000213759,ENSG00000241635	AOC1,AHR,CYP2C19,UGT1A6,UGT2B7,CYP4F11,UGT2B11,UGT1A1
R-HSA-8978868	Fatty acid metabolism	6/75	142/7349	0.00315669979046641	0.17825642476144	0.171942358885359	22949/6342/283927/1376/1557/57834	6	ENSG00000106853,ENSG00000116171,ENSG00000140876,ENSG00000157184,ENSG00000165841,ENSG00000171903	PTGR1,SCP2,NUDT7,CPT2,CYP2C19,CYP4F11
R-HSA-156580	Phase II - Conjugation of compounds	4/75	66/7349	0.00447268476867862	0.17825642476144	0.171942358885359	54578/7364/10720/54658	4	ENSG00000167165,ENSG00000171234,ENSG00000213759,ENSG00000241635	UGT1A6,UGT2B7,UGT2B11,UGT1A1
R-HSA-211945	Phase I - Functionalization of compounds	4/75	70/7349	0.0055186978640695	0.17825642476144	0.171942358885359	26/196/1557/57834	4	ENSG00000002726,ENSG00000106546,ENSG00000165841,ENSG00000171903	AOC1,AHR,CYP2C19,CYP4F11
R-HSA-211897	Cytochrome P450 - arranged by substrate type	3/75	37/7349	0.00618442830156947	0.17825642476144	0.171942358885359	196/1557/57834	3	ENSG00000106546,ENSG00000165841,ENSG00000171903	AHR,CYP2C19,CYP4F11
R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	2/75	12/7349	0.0063485120880002	0.17825642476144	0.171942358885359	22949/57834	2	ENSG00000106853,ENSG00000171903	PTGR1,CYP4F11
R-HSA-418885	DCC mediated attractive signaling	2/75	13/7349	0.00745345540824378	0.17825642476144	0.171942358885359	3983/4690	2	ENSG00000099204,ENSG00000158092	ABLIM1,NCK1
R-HSA-211981	Xenobiotics	2/75	14/7349	0.0086385658607392	0.17825642476144	0.171942358885359	196/1557	2	ENSG00000106546,ENSG00000165841	AHR,CYP2C19
R-HSA-937039	IRAK1 recruits IKK complex	2/75	14/7349	0.0086385658607392	0.17825642476144	0.171942358885359	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	2/75	14/7349	0.0086385658607392	0.17825642476144	0.171942358885359	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-1483249	Inositol phosphate metabolism	3/75	42/7349	0.00881115407566053	0.17825642476144	0.171942358885359	51196/9677/55190	3	ENSG00000138193,ENSG00000168781,ENSG00000196368	PLCE1,PPIP5K1,NUDT11
R-HSA-2142753	Arachidonic acid metabolism	3/75	42/7349	0.00881115407566053	0.17825642476144	0.171942358885359	22949/1557/57834	3	ENSG00000106853,ENSG00000165841,ENSG00000171903	PTGR1,CYP2C19,CYP4F11
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment 	2/75	19/7349	0.0157077851138922	0.295081963210974	0.284629790409625	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-937041	IKK complex recruitment mediated by RIP1	2/75	23/7349	0.0226388090057114	0.396933784566807	0.382873892657996	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-390918	Peroxisomal lipid metabolism	2/75	26/7349	0.0285167614774778	0.468744266786041	0.452140757636326	6342/283927	2	ENSG00000116171,ENSG00000140876	SCP2,NUDT7
R-HSA-499943	Interconversion of nucleotide di- and triphosphates	2/75	28/7349	0.0327372536092539	0.490175104273514	0.472812488012475	50484/122481	2	ENSG00000048392,ENSG00000140057	RRM2B,AK7
R-HSA-112310	Neurotransmitter release cycle	2/75	29/7349	0.0349338629518032	0.490175104273514	0.472812488012475	2744/18	2	ENSG00000115419,ENSG00000183044	GLS,ABAT
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	2/75	31/7349	0.039493033499971	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-373752	Netrin-1 signaling	2/75	32/7349	0.0418529478240986	0.490175104273514	0.472812488012475	3983/4690	2	ENSG00000099204,ENSG00000158092	ABLIM1,NCK1
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	2/75	32/7349	0.0418529478240986	0.490175104273514	0.472812488012475	118788/4690	2	ENSG00000155629,ENSG00000158092	PIK3AP1,NCK1
R-HSA-168638	NOD1/2 Signaling Pathway	2/75	35/7349	0.0492385562006782	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-202733	Cell surface interactions at the vascular wall	3/75	83/7349	0.0525035313871252	0.490175104273514	0.472812488012475	11136/4680/2734	3	ENSG00000021488,ENSG00000086548,ENSG00000090863	SLC7A9,CEACAM6,GLG1
R-HSA-5619102	SLC transporter disorders	2/75	38/7349	0.0570568668575264	0.490175104273514	0.472812488012475	11136/23443	2	ENSG00000021488,ENSG00000117620	SLC7A9,SLC35A3
R-HSA-202403	TCR signaling	3/75	87/7349	0.0588681139856268	0.490175104273514	0.472812488012475	387522/4690/1147	3	ENSG00000124208,ENSG00000158092,ENSG00000213341	TMEM189-UBE2V1,NCK1,CHUK
R-HSA-15869	Metabolism of nucleotides	3/75	88/7349	0.060513972311105	0.490175104273514	0.472812488012475	50484/122481/131870	3	ENSG00000048392,ENSG00000140057,ENSG00000198585	RRM2B,AK7,NUDT16
R-HSA-425407	SLC-mediated transmembrane transport	4/75	153/7349	0.0705798367620525	0.490175104273514	0.472812488012475	11136/23443/23382/133418	4	ENSG00000021488,ENSG00000117620,ENSG00000158467,ENSG00000170571	SLC7A9,SLC35A3,AHCYL2,EMB
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	2/75	44/7349	0.0738641180361802	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-5619115	Disorders of transmembrane transporters	3/75	105/7349	0.091654262179999	0.490175104273514	0.472812488012475	11136/23443/11160	3	ENSG00000021488,ENSG00000117620,ENSG00000147475	SLC7A9,SLC35A3,ERLIN2
R-HSA-1483115	Hydrolysis of LPC	1/75	10/7349	0.0975502056580965	0.490175104273514	0.472812488012475	79887	1	ENSG00000121316	PLBD1
R-HSA-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	1/75	10/7349	0.0975502056580965	0.490175104273514	0.472812488012475	6342	1	ENSG00000116171	SCP2
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	1/75	10/7349	0.0975502056580965	0.490175104273514	0.472812488012475	6342	1	ENSG00000116171	SCP2
R-HSA-210745	Regulation of gene expression in beta cells	1/75	10/7349	0.0975502056580965	0.490175104273514	0.472812488012475	3174	1	ENSG00000164749	HNF4G
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	1/75	10/7349	0.0975502056580965	0.490175104273514	0.472812488012475	1803	1	ENSG00000197635	DPP4
R-HSA-983705	Signaling by the B Cell Receptor (BCR)	3/75	108/7349	0.0977306133953141	0.490175104273514	0.472812488012475	118788/4690/1147	3	ENSG00000155629,ENSG00000158092,ENSG00000213341	PIK3AP1,NCK1,CHUK
R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	2/75	52/7349	0.0983559563767674	0.490175104273514	0.472812488012475	116150/10020	2	ENSG00000153989,ENSG00000159921	NUS1,GNE
R-HSA-112315	Transmission across Chemical Synapses	3/75	110/7349	0.101871127249011	0.490175104273514	0.472812488012475	2744/818/18	3	ENSG00000115419,ENSG00000148660,ENSG00000183044	GLS,CAMK2G,ABAT
R-HSA-400508	Incretin synthesis, secretion, and inactivation	1/75	11/7349	0.106772679370543	0.490175104273514	0.472812488012475	1803	1	ENSG00000197635	DPP4
R-HSA-442729	CREB phosphorylation through the activation of CaMKII	1/75	11/7349	0.106772679370543	0.490175104273514	0.472812488012475	818	1	ENSG00000148660	CAMK2G
R-HSA-888590	GABA synthesis, release, reuptake and degradation	1/75	11/7349	0.106772679370543	0.490175104273514	0.472812488012475	18	1	ENSG00000183044	ABAT
R-HSA-432722	Golgi Associated Vesicle Biogenesis	2/75	55/7349	0.108059966296063	0.490175104273514	0.472812488012475	6845/6643	2	ENSG00000124333,ENSG00000205302	VAMP7,SNX2
R-HSA-9033241	Peroxisomal protein import	2/75	57/7349	0.114666637069392	0.490175104273514	0.472812488012475	6342/283927	2	ENSG00000116171,ENSG00000140876	SCP2,NUDT7
R-HSA-1482922	Acyl chain remodelling of PI	1/75	12/7349	0.115902149123501	0.490175104273514	0.472812488012475	79887	1	ENSG00000121316	PLBD1
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	1/75	12/7349	0.115902149123501	0.490175104273514	0.472812488012475	1147	1	ENSG00000213341	CHUK
R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	1/75	12/7349	0.115902149123501	0.490175104273514	0.472812488012475	387522	1	ENSG00000124208	TMEM189-UBE2V1
R-HSA-382551	Transport of small molecules	8/75	484/7349	0.118785451382397	0.490175104273514	0.472812488012475	11136/3988/23443/9429/11160/818/23382/133418	8	ENSG00000021488,ENSG00000107798,ENSG00000117620,ENSG00000118777,ENSG00000147475,ENSG00000148660,ENSG00000158467,ENSG00000170571	SLC7A9,LIPA,SLC35A3,ABCG2,ERLIN2,CAMK2G,AHCYL2,EMB
R-HSA-2219528	PI3K/AKT Signaling in Cancer	2/75	60/7349	0.124765279537367	0.490175104273514	0.472812488012475	118788/1147	2	ENSG00000155629,ENSG00000213341	PIK3AP1,CHUK
R-HSA-198323	AKT phosphorylates targets in the cytosol	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	1147	1	ENSG00000213341	CHUK
R-HSA-200425	Import of palmitoyl-CoA into the mitochondrial matrix	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	1376	1	ENSG00000157184	CPT2
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	818	1	ENSG00000148660	CAMK2G
R-HSA-877312	Regulation of IFNG signaling	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	3459	1	ENSG00000027697	IFNGR1
R-HSA-8963743	Digestion and absorption	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	8972	1	ENSG00000257335	MGAM
R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	1/75	13/7349	0.124939540266439	0.490175104273514	0.472812488012475	22949	1	ENSG00000106853	PTGR1
R-HSA-211976	Endogenous sterols	1/75	14/7349	0.133885769066878	0.490175104273514	0.472812488012475	196	1	ENSG00000106546	AHR
R-HSA-450294	MAP kinase activation	2/75	63/7349	0.135070398839913	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-877300	Interferon gamma signaling	2/75	64/7349	0.138547600932922	0.490175104273514	0.472812488012475	3459/818	2	ENSG00000027697,ENSG00000148660	IFNGR1,CAMK2G
R-HSA-189445	Metabolism of porphyrins	1/75	15/7349	0.142741742798301	0.490175104273514	0.472812488012475	54658	1	ENSG00000241635	UGT1A1
R-HSA-5609975	Diseases associated with glycosylation precursor biosynthesis	1/75	15/7349	0.142741742798301	0.490175104273514	0.472812488012475	10020	1	ENSG00000159921	GNE
R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	2/75	67/7349	0.149094998876332	0.490175104273514	0.472812488012475	116150/10020	2	ENSG00000153989,ENSG00000159921	NUS1,GNE
R-HSA-448424	Interleukin-17 signaling	2/75	67/7349	0.149094998876332	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-6802957	Oncogenic MAPK signaling	2/75	67/7349	0.149094998876332	0.490175104273514	0.472812488012475	57670/153090	2	ENSG00000122778,ENSG00000136848	KIAA1549,DAB2IP
R-HSA-186712	Regulation of beta-cell development	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	3174	1	ENSG00000164749	HNF4G
R-HSA-210500	Glutamate Neurotransmitter Release Cycle	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	2744	1	ENSG00000115419	GLS
R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	22894	1	ENSG00000083520	DIS3
R-HSA-4641263	Regulation of FZD by ubiquitination	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	55366	1	ENSG00000205213	LGR4
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	1147	1	ENSG00000213341	CHUK
R-HSA-74259	Purine catabolism	1/75	16/7349	0.151508359827225	0.490175104273514	0.472812488012475	131870	1	ENSG00000198585	NUDT16
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	2/75	68/7349	0.152646935528786	0.490175104273514	0.472812488012475	11136/23382	2	ENSG00000021488,ENSG00000158467	SLC7A9,AHCYL2
R-HSA-199992	trans-Golgi Network Vesicle Budding	2/75	69/7349	0.156215742582475	0.490175104273514	0.472812488012475	6845/6643	2	ENSG00000124333,ENSG00000205302	VAMP7,SNX2
R-HSA-421837	Clathrin derived vesicle budding	2/75	69/7349	0.156215742582475	0.490175104273514	0.472812488012475	6845/6643	2	ENSG00000124333,ENSG00000205302	VAMP7,SNX2
R-HSA-2022928	HS-GAG biosynthesis	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	9957	1	ENSG00000002587	HS3ST1
R-HSA-373753	Nephrin family interactions	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	4690	1	ENSG00000158092	NCK1
R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	22894	1	ENSG00000083520	DIS3
R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	22894	1	ENSG00000083520	DIS3
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	22894	1	ENSG00000083520	DIS3
R-HSA-5576892	Phase 0 - rapid depolarisation	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	818	1	ENSG00000148660	CAMK2G
R-HSA-8964038	LDL clearance	1/75	17/7349	0.16018650969944	0.490175104273514	0.472812488012475	3988	1	ENSG00000107798	LIPA
R-HSA-418990	Adherens junctions interactions	1/75	18/7349	0.168777073225428	0.490175104273514	0.472812488012475	1015	1	ENSG00000079112	CDH17
R-HSA-2871837	FCERI mediated NF-kB activation	2/75	73/7349	0.170645849996086	0.490175104273514	0.472812488012475	387522/1147	2	ENSG00000124208,ENSG00000213341	TMEM189-UBE2V1,CHUK
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	1/75	19/7349	0.177280922564958	0.490175104273514	0.472812488012475	6342	1	ENSG00000116171	SCP2
R-HSA-399719	Trafficking of AMPA receptors	1/75	19/7349	0.177280922564958	0.490175104273514	0.472812488012475	818	1	ENSG00000148660	CAMK2G
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	1/75	19/7349	0.177280922564958	0.490175104273514	0.472812488012475	818	1	ENSG00000148660	CAMK2G
R-HSA-5260271	Diseases of Immune System	1/75	19/7349	0.177280922564958	0.490175104273514	0.472812488012475	1147	1	ENSG00000213341	CHUK
R-HSA-5602358	Diseases associated with the TLR signaling cascade	1/75	19/7349	0.177280922564958	0.490175104273514	0.472812488012475	1147	1	ENSG00000213341	CHUK
