GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0008798	7.42571130925392e-05	Inf	0.0173197290577039	2	2	beta-aspartyl-peptidase activity	0.0333414437785501	ENSG00000162174,ENSG00000186318	ASRGL1,BACE1
GO:0008236	0.000340796697195547	7.09597523219814	0.935265369116008	6	108	serine-type peptidase activity	0.0650462281836282	ENSG00000064601,ENSG00000099953,ENSG00000121064,ENSG00000137673,ENSG00000166033,ENSG00000205403	CTSA,MMP11,SCPEP1,MMP7,HTRA1,CFI
GO:0017171	0.000434607315258095	6.76143630103296	0.978564691760268	6	113	serine hydrolase activity	0.0650462281836282	ENSG00000064601,ENSG00000099953,ENSG00000121064,ENSG00000137673,ENSG00000166033,ENSG00000205403	CTSA,MMP11,SCPEP1,MMP7,HTRA1,CFI
GO:0004185	0.00151582188272919	46.6949494949495	0.0606190517019635	2	7	serine-type carboxypeptidase activity	0.125428360434017	ENSG00000064601,ENSG00000121064	CTSA,SCPEP1
GO:0008242	0.00151582188272919	46.6949494949495	0.0606190517019635	2	7	omega peptidase activity	0.125428360434017	ENSG00000162174,ENSG00000186318	ASRGL1,BACE1
GO:0070008	0.00256932451008377	33.3477633477633	0.0779387807596673	2	9	serine-type exopeptidase activity	0.125428360434017	ENSG00000064601,ENSG00000121064	CTSA,SCPEP1
GO:0016597	0.00310425467974456	11.3867676102699	0.294435393980965	3	34	amino acid binding	0.125428360434017	ENSG00000101850,ENSG00000128683,ENSG00000149212	GPR143,GAD1,SESN3
GO:0008238	0.00313640917336792	7.18275538894096	0.606190517019635	4	70	exopeptidase activity	0.125428360434017	ENSG00000064601,ENSG00000121064,ENSG00000162174,ENSG00000186318	CTSA,SCPEP1,ASRGL1,BACE1
GO:0003779	0.00463677765752322	3.29690585911784	2.61527908771328	8	302	actin binding	0.125428360434017	ENSG00000112186,ENSG00000117228,ENSG00000126878,ENSG00000129116,ENSG00000132970,ENSG00000133026,ENSG00000134775,ENSG00000154380	CAP2,GBP1,AIF1L,PALLD,WASF3,MYH10,FHOD3,ENAH
GO:0004252	0.00708762743795324	5.63475699558174	0.762068078538969	4	88	serine-type endopeptidase activity	0.125428360434017	ENSG00000099953,ENSG00000137673,ENSG00000166033,ENSG00000205403	MMP11,MMP7,HTRA1,CFI
