GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0019752	3.58578786281258e-08	2.18347039740231	37.2556228373702	72	805	carboxylic acid metabolic process	0.000131390248375735	ENSG00000001084,ENSG00000005187,ENSG00000023839,ENSG00000026508,ENSG00000049860,ENSG00000059573,ENSG00000059691,ENSG00000065833,ENSG00000068366,ENSG00000078070,ENSG00000083123,ENSG00000085415,ENSG00000090857,ENSG00000091140,ENSG00000092068,ENSG00000099810,ENSG00000103356,ENSG00000106049,ENSG00000110435,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000116704,ENSG00000116771,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000120915,ENSG00000121897,ENSG00000124789,ENSG00000125166,ENSG00000130348,ENSG00000130707,ENSG00000131844,ENSG00000131979,ENSG00000132199,ENSG00000132437,ENSG00000132855,ENSG00000133706,ENSG00000133835,ENSG00000134440,ENSG00000135220,ENSG00000135929,ENSG00000137944,ENSG00000137992,ENSG00000138029,ENSG00000138079,ENSG00000138413,ENSG00000138777,ENSG00000140043,ENSG00000144827,ENSG00000145882,ENSG00000153904,ENSG00000154930,ENSG00000155846,ENSG00000156017,ENSG00000163738,ENSG00000164022,ENSG00000164300,ENSG00000165140,ENSG00000166347,ENSG00000170482,ENSG00000171766,ENSG00000172840,ENSG00000181192,ENSG00000188266,ENSG00000188603,ENSG00000196620,ENSG00000198130,ENSG00000203797,ENSG00000204147,ENSG00000247626,ENSG00000261832	GCLC,ACSM3,ABCC2,CD44,HEXB,ALDH18A1,GATB,ME1,ACSL4,MCCC1,BCKDHB,SEH1L,PDPR,DLD,SLC7A8,MTAP,EARS2,HIBADH,PDHX,ALDH5A1,GNPDA1,EHHADH,SLC35D1,AGMAT,ACADM,FAAH,ABCD3,EPHX2,LIAS,NUP153,GOT2,QRSL1,ASS1,MCCC2,GCH1,ENOSF1,DDC,ANGPTL3,LARS,HSD17B4,NARS,UGT2A3,CYP27A1,CCBL2,DBT,HADHB,SLC3A1,IDH1,PPA2,PTGR2,ABHD10,PCYOX1L,DDAH1,ACSS1,PPARGC1B,C9orf41,MTHFD2L,AIMP1,SERINC5,FBP1,CYB5A,SLC23A1,GATM,PDP2,DHTKD1,HYKK,CLN3,UGT2B15,HIBCH,DDO,ASAH2B,MARS2,
GO:0043436	7.59468459112392e-08	2.10373375733319	40.1712802768166	75	868	oxoacid metabolic process	0.000131390248375735	ENSG00000001084,ENSG00000005187,ENSG00000023839,ENSG00000026508,ENSG00000049860,ENSG00000059573,ENSG00000059691,ENSG00000065833,ENSG00000068366,ENSG00000078070,ENSG00000083123,ENSG00000085415,ENSG00000090857,ENSG00000091140,ENSG00000092068,ENSG00000099810,ENSG00000103356,ENSG00000106049,ENSG00000110435,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000116704,ENSG00000116771,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000120915,ENSG00000121897,ENSG00000124789,ENSG00000125166,ENSG00000130348,ENSG00000130707,ENSG00000131844,ENSG00000131873,ENSG00000131979,ENSG00000132199,ENSG00000132437,ENSG00000132855,ENSG00000133706,ENSG00000133835,ENSG00000134440,ENSG00000135220,ENSG00000135677,ENSG00000135929,ENSG00000137944,ENSG00000137992,ENSG00000138029,ENSG00000138079,ENSG00000138413,ENSG00000138777,ENSG00000140043,ENSG00000144827,ENSG00000145882,ENSG00000153904,ENSG00000154930,ENSG00000155846,ENSG00000156017,ENSG00000163738,ENSG00000164022,ENSG00000164300,ENSG00000165140,ENSG00000166347,ENSG00000170482,ENSG00000171766,ENSG00000172840,ENSG00000181192,ENSG00000183196,ENSG00000188266,ENSG00000188603,ENSG00000196620,ENSG00000198130,ENSG00000203797,ENSG00000204147,ENSG00000247626,ENSG00000261832	GCLC,ACSM3,ABCC2,CD44,HEXB,ALDH18A1,GATB,ME1,ACSL4,MCCC1,BCKDHB,SEH1L,PDPR,DLD,SLC7A8,MTAP,EARS2,HIBADH,PDHX,ALDH5A1,GNPDA1,EHHADH,SLC35D1,AGMAT,ACADM,FAAH,ABCD3,EPHX2,LIAS,NUP153,GOT2,QRSL1,ASS1,MCCC2,CHSY1,GCH1,ENOSF1,DDC,ANGPTL3,LARS,HSD17B4,NARS,UGT2A3,GNS,CYP27A1,CCBL2,DBT,HADHB,SLC3A1,IDH1,PPA2,PTGR2,ABHD10,PCYOX1L,DDAH1,ACSS1,PPARGC1B,C9orf41,MTHFD2L,AIMP1,SERINC5,FBP1,CYB5A,SLC23A1,GATM,PDP2,DHTKD1,CHST6,HYKK,CLN3,UGT2B15,HIBCH,DDO,ASAH2B,MARS2,
GO:0006520	7.68364025589094e-08	3.02276147625991	13.5601211072664	36	293	cellular amino acid metabolic process	0.000131390248375735	ENSG00000001084,ENSG00000059573,ENSG00000059691,ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000092068,ENSG00000099810,ENSG00000103356,ENSG00000106049,ENSG00000112294,ENSG00000116771,ENSG00000125166,ENSG00000130348,ENSG00000130707,ENSG00000131844,ENSG00000132199,ENSG00000132437,ENSG00000133706,ENSG00000134440,ENSG00000137944,ENSG00000137992,ENSG00000138079,ENSG00000138777,ENSG00000145882,ENSG00000153904,ENSG00000156017,ENSG00000163738,ENSG00000164022,ENSG00000164300,ENSG00000171766,ENSG00000188266,ENSG00000188603,ENSG00000198130,ENSG00000203797,ENSG00000247626,ENSG00000261832	GCLC,ALDH18A1,GATB,MCCC1,BCKDHB,DLD,SLC7A8,MTAP,EARS2,HIBADH,ALDH5A1,AGMAT,GOT2,QRSL1,ASS1,MCCC2,ENOSF1,DDC,LARS,NARS,CCBL2,DBT,SLC3A1,PPA2,PCYOX1L,DDAH1,C9orf41,MTHFD2L,AIMP1,SERINC5,GATM,HYKK,CLN3,HIBCH,DDO,MARS2,
GO:0006082	1.05604403484449e-07	2.08389945652174	40.4952422145329	75	875	organic acid metabolic process	0.000135437647468806	ENSG00000001084,ENSG00000005187,ENSG00000023839,ENSG00000026508,ENSG00000049860,ENSG00000059573,ENSG00000059691,ENSG00000065833,ENSG00000068366,ENSG00000078070,ENSG00000083123,ENSG00000085415,ENSG00000090857,ENSG00000091140,ENSG00000092068,ENSG00000099810,ENSG00000103356,ENSG00000106049,ENSG00000110435,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000116704,ENSG00000116771,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000120915,ENSG00000121897,ENSG00000124789,ENSG00000125166,ENSG00000130348,ENSG00000130707,ENSG00000131844,ENSG00000131873,ENSG00000131979,ENSG00000132199,ENSG00000132437,ENSG00000132855,ENSG00000133706,ENSG00000133835,ENSG00000134440,ENSG00000135220,ENSG00000135677,ENSG00000135929,ENSG00000137944,ENSG00000137992,ENSG00000138029,ENSG00000138079,ENSG00000138413,ENSG00000138777,ENSG00000140043,ENSG00000144827,ENSG00000145882,ENSG00000153904,ENSG00000154930,ENSG00000155846,ENSG00000156017,ENSG00000163738,ENSG00000164022,ENSG00000164300,ENSG00000165140,ENSG00000166347,ENSG00000170482,ENSG00000171766,ENSG00000172840,ENSG00000181192,ENSG00000183196,ENSG00000188266,ENSG00000188603,ENSG00000196620,ENSG00000198130,ENSG00000203797,ENSG00000204147,ENSG00000247626,ENSG00000261832	GCLC,ACSM3,ABCC2,CD44,HEXB,ALDH18A1,GATB,ME1,ACSL4,MCCC1,BCKDHB,SEH1L,PDPR,DLD,SLC7A8,MTAP,EARS2,HIBADH,PDHX,ALDH5A1,GNPDA1,EHHADH,SLC35D1,AGMAT,ACADM,FAAH,ABCD3,EPHX2,LIAS,NUP153,GOT2,QRSL1,ASS1,MCCC2,CHSY1,GCH1,ENOSF1,DDC,ANGPTL3,LARS,HSD17B4,NARS,UGT2A3,GNS,CYP27A1,CCBL2,DBT,HADHB,SLC3A1,IDH1,PPA2,PTGR2,ABHD10,PCYOX1L,DDAH1,ACSS1,PPARGC1B,C9orf41,MTHFD2L,AIMP1,SERINC5,FBP1,CYB5A,SLC23A1,GATM,PDP2,DHTKD1,CHST6,HYKK,CLN3,UGT2B15,HIBCH,DDO,ASAH2B,MARS2,
GO:0044281	3.9817779006723e-06	1.68002734189815	74.6500865051903	112	1613	small molecule metabolic process	0.00379127680611658	ENSG00000001084,ENSG00000004864,ENSG00000005187,ENSG00000006695,ENSG00000012174,ENSG00000014919,ENSG00000023228,ENSG00000023839,ENSG00000026508,ENSG00000049860,ENSG00000059573,ENSG00000059691,ENSG00000065833,ENSG00000068366,ENSG00000072042,ENSG00000075643,ENSG00000078070,ENSG00000083123,ENSG00000085415,ENSG00000090857,ENSG00000091140,ENSG00000092068,ENSG00000099810,ENSG00000100522,ENSG00000103356,ENSG00000106049,ENSG00000110435,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000115840,ENSG00000116704,ENSG00000116771,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000118762,ENSG00000120915,ENSG00000121897,ENSG00000123213,ENSG00000123505,ENSG00000124789,ENSG00000125166,ENSG00000125375,ENSG00000130348,ENSG00000130414,ENSG00000130707,ENSG00000131844,ENSG00000131873,ENSG00000131979,ENSG00000132199,ENSG00000132437,ENSG00000132855,ENSG00000133706,ENSG00000133835,ENSG00000134326,ENSG00000134440,ENSG00000135220,ENSG00000135324,ENSG00000135677,ENSG00000135697,ENSG00000135929,ENSG00000136521,ENSG00000137714,ENSG00000137944,ENSG00000137992,ENSG00000138029,ENSG00000138079,ENSG00000138413,ENSG00000138777,ENSG00000139684,ENSG00000140043,ENSG00000140740,ENSG00000144827,ENSG00000145882,ENSG00000147044,ENSG00000151576,ENSG00000153904,ENSG00000153982,ENSG00000154930,ENSG00000155846,ENSG00000156017,ENSG00000156136,ENSG00000162600,ENSG00000163738,ENSG00000164022,ENSG00000164116,ENSG00000164300,ENSG00000164494,ENSG00000165140,ENSG00000166260,ENSG00000166347,ENSG00000166391,ENSG00000168350,ENSG00000170482,ENSG00000171612,ENSG00000171723,ENSG00000171766,ENSG00000172840,ENSG00000174840,ENSG00000181192,ENSG00000183196,ENSG00000187091,ENSG00000188266,ENSG00000188603,ENSG00000196620,ENSG00000198130,ENSG00000198836,ENSG00000203797,ENSG00000204147,ENSG00000227345,ENSG00000247626,ENSG00000261832	GCLC,SLC25A13,ACSM3,COX10,MBTPS2,COX15,NDUFS1,ABCC2,CD44,HEXB,ALDH18A1,GATB,ME1,ACSL4,RDH11,MOCOS,MCCC1,BCKDHB,SEH1L,PDPR,DLD,SLC7A8,MTAP,GNPNAT1,EARS2,HIBADH,PDHX,ALDH5A1,GNPDA1,EHHADH,SLC25A12,SLC35D1,AGMAT,ACADM,FAAH,ABCD3,PKD2,EPHX2,LIAS,NLN,AMD1,NUP153,GOT2,ATP5S,QRSL1,NDUFA10,ASS1,MCCC2,CHSY1,GCH1,ENOSF1,DDC,ANGPTL3,LARS,HSD17B4,CMPK2,NARS,UGT2A3,MRAP2,GNS,BCO1,CYP27A1,NDUFB5,FDX1,CCBL2,DBT,HADHB,SLC3A1,IDH1,PPA2,ESD,PTGR2,UQCRC2,ABHD10,PCYOX1L,CASK,QTRTD1,DDAH1,GDPD1,ACSS1,PPARGC1B,C9orf41,DCK,OMA1,MTHFD2L,AIMP1,GUCY1A3,SERINC5,PDSS2,FBP1,COX11,CYB5A,MOGAT2,DEGS2,SLC23A1,SLC25A33,GPHN,GATM,PDP2,PDE12,DHTKD1,CHST6,PLCD1,HYKK,CLN3,UGT2B15,HIBCH,OPA1,DDO,ASAH2B,PARG,MARS2,
GO:0009063	4.43424187849893e-06	4.71785304247991	3.79498269896194	15	82	cellular amino acid catabolic process	0.00379127680611658	ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000106049,ENSG00000112294,ENSG00000125166,ENSG00000131844,ENSG00000132199,ENSG00000137992,ENSG00000145882,ENSG00000153904,ENSG00000156017,ENSG00000188266,ENSG00000198130,ENSG00000203797	MCCC1,BCKDHB,DLD,HIBADH,ALDH5A1,GOT2,MCCC2,ENOSF1,DBT,PCYOX1L,DDAH1,C9orf41,HYKK,HIBCH,DDO
GO:0140053	8.1786806637078e-06	3.34589391767356	7.12716262975779	21	154	mitochondrial gene expression	0.0059347085950429	ENSG00000059691,ENSG00000061794,ENSG00000072756,ENSG00000084092,ENSG00000103356,ENSG00000108064,ENSG00000113048,ENSG00000115364,ENSG00000120662,ENSG00000130348,ENSG00000132313,ENSG00000136897,ENSG00000138035,ENSG00000148187,ENSG00000155846,ENSG00000168827,ENSG00000171612,ENSG00000174173,ENSG00000178952,ENSG00000185414,ENSG00000198015	GATB,MRPS35,TRNT1,NOA1,EARS2,TFAM,MRPS27,MRPL19,MTRF1,QRSL1,MRPL35,MRPL50,PNPT1,MRRF,PPARGC1B,GFM1,SLC25A33,TRMT10C,TUFM,MRPL30,MRPL42
GO:0016054	1.04117694649875e-05	2.92043740573152	9.58001730103806	25	207	organic acid catabolic process	0.0059347085950429	ENSG00000026508,ENSG00000049860,ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000106049,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000125166,ENSG00000131844,ENSG00000132199,ENSG00000133835,ENSG00000137992,ENSG00000138029,ENSG00000144827,ENSG00000145882,ENSG00000153904,ENSG00000156017,ENSG00000188266,ENSG00000198130,ENSG00000203797	CD44,HEXB,MCCC1,BCKDHB,DLD,HIBADH,ALDH5A1,GNPDA1,EHHADH,ACADM,FAAH,ABCD3,GOT2,MCCC2,ENOSF1,HSD17B4,DBT,HADHB,ABHD10,PCYOX1L,DDAH1,C9orf41,HYKK,HIBCH,DDO
GO:0046395	1.04117694649875e-05	2.92043740573152	9.58001730103806	25	207	carboxylic acid catabolic process	0.0059347085950429	ENSG00000026508,ENSG00000049860,ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000106049,ENSG00000112294,ENSG00000113552,ENSG00000113790,ENSG00000117054,ENSG00000117480,ENSG00000117528,ENSG00000125166,ENSG00000131844,ENSG00000132199,ENSG00000133835,ENSG00000137992,ENSG00000138029,ENSG00000144827,ENSG00000145882,ENSG00000153904,ENSG00000156017,ENSG00000188266,ENSG00000198130,ENSG00000203797	CD44,HEXB,MCCC1,BCKDHB,DLD,HIBADH,ALDH5A1,GNPDA1,EHHADH,ACADM,FAAH,ABCD3,GOT2,MCCC2,ENOSF1,HSD17B4,DBT,HADHB,ABHD10,PCYOX1L,DDAH1,C9orf41,HYKK,HIBCH,DDO
GO:0009083	2.00122624757786e-05	11.2301864801865	0.92560553633218	7	20	branched-chain amino acid catabolic process	0.0102662906500744	ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000106049,ENSG00000131844,ENSG00000137992,ENSG00000198130	MCCC1,BCKDHB,DLD,HIBADH,MCCC2,DBT,HIBCH
