GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0005515	7.69335072455536e-08	1.93828857760108	314.531338420646	360	8551	protein binding	7.00864251006993e-05	ENSG00000002330,ENSG00000002822,ENSG00000004059,ENSG00000004468,ENSG00000005020,ENSG00000006125,ENSG00000006652,ENSG00000019549,ENSG00000023041,ENSG00000025770,ENSG00000026025,ENSG00000028203,ENSG00000028528,ENSG00000029153,ENSG00000031823,ENSG00000034510,ENSG00000038358,ENSG00000038382,ENSG00000039560,ENSG00000042493,ENSG00000044574,ENSG00000047644,ENSG00000051128,ENSG00000056558,ENSG00000058091,ENSG00000064666,ENSG00000066248,ENSG00000066697,ENSG00000068400,ENSG00000070182,ENSG00000070404,ENSG00000071242,ENSG00000073712,ENSG00000075073,ENSG00000075391,ENSG00000077150,ENSG00000078369,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000083444,ENSG00000084731,ENSG00000085741,ENSG00000087365,ENSG00000087494,ENSG00000087884,ENSG00000089327,ENSG00000090339,ENSG00000090372,ENSG00000092607,ENSG00000095015,ENSG00000097021,ENSG00000097033,ENSG00000099203,ENSG00000099331,ENSG00000099860,ENSG00000099917,ENSG00000099994,ENSG00000100097,ENSG00000100099,ENSG00000100246,ENSG00000100311,ENSG00000100813,ENSG00000100906,ENSG00000101216,ENSG00000101441,ENSG00000101457,ENSG00000102178,ENSG00000102225,ENSG00000102271,ENSG00000102312,ENSG00000102760,ENSG00000103495,ENSG00000103855,ENSG00000104154,ENSG00000104368,ENSG00000104856,ENSG00000104881,ENSG00000104892,ENSG00000104897,ENSG00000105227,ENSG00000105321,ENSG00000105669,ENSG00000105701,ENSG00000105851,ENSG00000105877,ENSG00000107223,ENSG00000107984,ENSG00000108107,ENSG00000108518,ENSG00000108821,ENSG00000109436,ENSG00000109911,ENSG00000110011,ENSG00000110025,ENSG00000110711,ENSG00000110944,ENSG00000111077,ENSG00000111348,ENSG00000111653,ENSG00000113140,ENSG00000113758,ENSG00000114019,ENSG00000115009,ENSG00000115216,ENSG00000115694,ENSG00000115963,ENSG00000116701,ENSG00000116809,ENSG00000117595,ENSG00000117984,ENSG00000118503,ENSG00000118922,ENSG00000119403,ENSG00000119559,ENSG00000119681,ENSG00000119725,ENSG00000120896,ENSG00000122515,ENSG00000122644,ENSG00000123689,ENSG00000124006,ENSG00000124067,ENSG00000124160,ENSG00000124225,ENSG00000124357,ENSG00000124466,ENSG00000124766,ENSG00000125798,ENSG00000126214,ENSG00000126432,ENSG00000126461,ENSG00000127054,ENSG00000127527,ENSG00000127824,ENSG00000128191,ENSG00000129355,ENSG00000129455,ENSG00000129474,ENSG00000129968,ENSG00000130518,ENSG00000130520,ENSG00000130702,ENSG00000130720,ENSG00000131061,ENSG00000132017,ENSG00000133247,ENSG00000133318,ENSG00000133398,ENSG00000133805,ENSG00000134013,ENSG00000135046,ENSG00000135362,ENSG00000135480,ENSG00000135924,ENSG00000136002,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137076,ENSG00000137221,ENSG00000137312,ENSG00000137709,ENSG00000137936,ENSG00000138069,ENSG00000138073,ENSG00000138621,ENSG00000138772,ENSG00000139926,ENSG00000140319,ENSG00000140332,ENSG00000140464,ENSG00000140521,ENSG00000140553,ENSG00000140859,ENSG00000140931,ENSG00000140939,ENSG00000141644,ENSG00000142178,ENSG00000142546,ENSG00000142871,ENSG00000143119,ENSG00000143367,ENSG00000143442,ENSG00000143507,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000144935,ENSG00000146112,ENSG00000146535,ENSG00000146674,ENSG00000146707,ENSG00000147403,ENSG00000148516,ENSG00000149115,ENSG00000149428,ENSG00000149541,ENSG00000151474,ENSG00000152082,ENSG00000152763,ENSG00000153162,ENSG00000153558,ENSG00000154217,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000155962,ENSG00000157954,ENSG00000158555,ENSG00000159069,ENSG00000159167,ENSG00000159588,ENSG00000159692,ENSG00000160014,ENSG00000160191,ENSG00000160199,ENSG00000160226,ENSG00000160299,ENSG00000160360,ENSG00000160691,ENSG00000160741,ENSG00000160753,ENSG00000160789,ENSG00000160813,ENSG00000160972,ENSG00000161638,ENSG00000161958,ENSG00000162231,ENSG00000162236,ENSG00000162734,ENSG00000162777,ENSG00000162783,ENSG00000162889,ENSG00000163191,ENSG00000163362,ENSG00000163870,ENSG00000163975,ENSG00000164400,ENSG00000164850,ENSG00000165030,ENSG00000165802,ENSG00000165915,ENSG00000165949,ENSG00000166016,ENSG00000166140,ENSG00000166224,ENSG00000166483,ENSG00000166529,ENSG00000166833,ENSG00000167107,ENSG00000167302,ENSG00000167535,ENSG00000167552,ENSG00000167553,ENSG00000167797,ENSG00000167895,ENSG00000167996,ENSG00000168056,ENSG00000168067,ENSG00000168071,ENSG00000168243,ENSG00000168785,ENSG00000168899,ENSG00000169047,ENSG00000169129,ENSG00000169398,ENSG00000169429,ENSG00000169826,ENSG00000170214,ENSG00000170373,ENSG00000170955,ENSG00000171148,ENSG00000171608,ENSG00000171621,ENSG00000172650,ENSG00000172732,ENSG00000172889,ENSG00000173039,ENSG00000173207,ENSG00000173486,ENSG00000173511,ENSG00000173805,ENSG00000174292,ENSG00000174903,ENSG00000175115,ENSG00000175197,ENSG00000175287,ENSG00000175505,ENSG00000175550,ENSG00000175573,ENSG00000175592,ENSG00000176697,ENSG00000176973,ENSG00000177051,ENSG00000177427,ENSG00000177465,ENSG00000177469,ENSG00000177606,ENSG00000178057,ENSG00000178752,ENSG00000178922,ENSG00000179526,ENSG00000179715,ENSG00000180304,ENSG00000180900,ENSG00000182196,ENSG00000182872,ENSG00000183020,ENSG00000184678,ENSG00000184897,ENSG00000185347,ENSG00000185386,ENSG00000185467,ENSG00000186063,ENSG00000186567,ENSG00000187017,ENSG00000187961,ENSG00000188229,ENSG00000188352,ENSG00000189060,ENSG00000196754,ENSG00000196924,ENSG00000197043,ENSG00000197256,ENSG00000197279,ENSG00000197461,ENSG00000198026,ENSG00000198089,ENSG00000198203,ENSG00000198732,ENSG00000198910,ENSG00000203805,ENSG00000203879,ENSG00000204356,ENSG00000204438,ENSG00000204469,ENSG00000204498,ENSG00000204520,ENSG00000205531,ENSG00000205542,ENSG00000213190,ENSG00000213398,ENSG00000213445,ENSG00000213923,ENSG00000213928,ENSG00000214026,ENSG00000214078,ENSG00000214357,ENSG00000227507,ENSG00000240583,ENSG00000241685,ENSG00000244405,ENSG00000258947,ENSG00000262655,ENSG00000267796,ENSG00000269335,ENSG00000269858,ENSG00000272333,ENSG00000275074,ENSG00000275954	BAD,MAD1L1,ARF5,CD38,SKAP2,AP2B1,IFRD1,SNAI2,ZDHHC6,NCAPH2,VIM,VEZT,SNX1,ARNTL2,RANBP3,TMSB10,EDC4,TRIO,RAI14,CAPG,HSPA5,WWC3,HOMER3,TRAF1,CDK14,CNN2,NGEF,MSANTD3,GRIPAP1,SPTB,FSTL3,RPS6KA2,FERMT2,TACR2,RASAL2,NFKB2,GNB1,EDN1,SDF4,PKP1,PLOD1,KIF3C,WNT11,SF3B2,PTHLH,AAMDC,FXYD5,ICAM1,STRN4,TBX15,MAP3K1,ACOT7,SH3GLB1,TMED1,MYO9B,GADD45B,MED15,SUSD2,LGALS1,HPS4,DNAL4,PDGFB,ACIN1,NFKBIA,GMEB2,CST4,DNTTIP1,UBL4A,CDK16,KLHL4,PORCN,RGCC,MAZ,CD276,SLC30A4,PLAT,RELB,PPP1R13L,KLC3,SF3A2,PRX,CCDC9,COPE,FKBP8,PIK3CG,DNAH11,EDF1,DKK1,RPL28,PFN1,COL1A1,TBC1D9,ELP4,DNAJC4,SNX15,AIP,IL23A,TNS2,ARHGDIB,ING4,SPARC,DBN1,AMOTL2,CCL20,NRBP1,STK25,RND3,NCF2,ZBTB17,IRF6,CTSD,TNFAIP3,KLF12,PHF19,C19orf25,LTBP2,ZNF410,SORBS3,ZMIZ2,ARL4A,G0S2,OBSL1,SLC12A4,NCOA5,PMEPA1,NAGK,LYPD3,SOX4,FOXA2,KLC1,PRDX5,SCAF1,CPSF3L,EPS15L1,TUBA4A,DGCR8,CDKN2D,KLK8,AJUBA,ABHD17A,KIAA1683,LSM4,LAMA5,FIBCD1,ZNF341,DCAF15,SUV420H2,RTN3,MED10,AMPD3,LOXL2,ANXA1,PRR5L,KRT7,DNAJB2,ARHGEF4,TOR1A,STXBP1,CTSV,TLN1,TJAP1,FLOT1,POU2F3,BCAR3,RAB1A,PREB,PPCDC,ANXA3,FRMD6,SRP14,TLE3,PML,POLG,UNC45A,KIFC3,CMTM3,NOL3,MBD1,SIK1,NOSIP,CYR61,CD53,TUFT1,POGZ,DUSP10,ADAM15,ARF1,RHOB,TRPC1,PPP1R18,GNA12,IGFBP3,POMZP3,RPL10,ZEB1,TNKS1BP1,HYOU1,B3GAT3,FRMD4A,MZT2B,WDR78,BMP6,FBXL2,PITPNC1,PI4K2A,RHOC,RAB39B,CLIC2,WIPI2,GDPD5,FBXW5,STC1,CCDC17,CTBP1,CALM3,PDE9A,PKNOX1,C21orf2,PCNT,GPSM1,SHC1,CRTC2,RUSC1,LMNA,PPP1R35,PPP1R16A,ITGA5,FGF11,NXF1,STX5,PEA15,DENND2D,IER5,MAPKAPK2,S100A11,C1orf106,TPRA1,MFI2,CSF2,GPER1,NFIL3,NSMF,SLC39A13,IFI27,ABTB2,ZFYVE19,SGPL1,WEE1,ZSCAN21,NAV2,ACSF2,ENTHD2,CACNB3,TUBA1A,TUBA1C,CDK2AP2,TMC8,FTH1,LTBP3,MAP4K2,CCDC88B,GNG4,TSPAN5,VAMP5,IRS1,AFAP1L2,PTK2,CXCL8,CSGALNACT2,ADRA1B,CST1,PRKCDBP,TADA3,PIK3CD,SPSB1,AGAP5,MUS81,EGFL7,RELA,CKS1B,FKBP2,VEGFB,HAP1,TNK1,RAB1B,PACS1,DDIT3,PHYHD1,CLCF1,DRAP1,C11orf68,FOSL1,BDNF,FAM89B,FBXO46,MIEF2,ACOT4,PTRF,JUN,NDUFAF3,FAM132B,HYI,SHARPIN,PCED1B,OAZ2,SCRIB,ARL6IP4,RBM10,AP2A2,HIST2H2BE,H1FX,C14orf80,MAPK11,KPNA7,AIDA,CEACAM19,ESPN,KLHL17,TUBB4B,FOCAD,H1F0,S100A2,FLNA,ANXA6,KANK2,ZNF165,PDGFA,ZNF335,SFI1,SULT1C2,SMOC1,L1CAM,PPAPDC1A,GDI1,NELFE,GPANK1,PRRC2A,NFKBIL1,MICA,NAP1L4,TMSB4X,MLLT11,LCAT,SIPA1,CSNK1E,IRF9,MRPL23,CPNE1,NEURL1B,LTB,AQP1,ARPC1A,ETV5,TUBB3,SPON1,LIN37,IKBKG,EGLN2,KMT2B,NUDT18,TBC1D3F
GO:0005200	1.67812638447667e-05	5.10266072856001	2.75872417045357	12	75	structural constituent of cytoskeleton	0.00764386568129122	ENSG00000026025,ENSG00000037042,ENSG00000070182,ENSG00000120896,ENSG00000127824,ENSG00000137076,ENSG00000139926,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	VIM,TUBG2,SPTB,SORBS3,TUBA4A,TLN1,FRMD6,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
GO:0048018	0.000104818779909471	3.01210500068006	6.58415502014919	18	179	receptor ligand activity	0.0318299694991761	ENSG00000078401,ENSG00000087494,ENSG00000100311,ENSG00000107984,ENSG00000110944,ENSG00000115009,ENSG00000140931,ENSG00000153162,ENSG00000159167,ENSG00000161958,ENSG00000164400,ENSG00000169429,ENSG00000173511,ENSG00000175505,ENSG00000176697,ENSG00000178752,ENSG00000197461,ENSG00000227507	EDN1,PTHLH,PDGFB,DKK1,IL23A,CCL20,CMTM3,BMP6,STC1,FGF11,CSF2,CXCL8,VEGFB,CLCF1,BDNF,FAM132B,PDGFA,LTB
GO:0098772	0.000164662501144566	1.69316554123184	43.1832290148332	67	1174	molecular function regulator	0.0350390114206374	ENSG00000002330,ENSG00000031823,ENSG00000038382,ENSG00000066248,ENSG00000070182,ENSG00000075391,ENSG00000078401,ENSG00000085741,ENSG00000087494,ENSG00000089327,ENSG00000099331,ENSG00000100099,ENSG00000100311,ENSG00000101441,ENSG00000101443,ENSG00000102760,ENSG00000107984,ENSG00000108518,ENSG00000109436,ENSG00000109911,ENSG00000110944,ENSG00000111348,ENSG00000115009,ENSG00000116701,ENSG00000124116,ENSG00000126432,ENSG00000129355,ENSG00000135046,ENSG00000135924,ENSG00000136002,ENSG00000137936,ENSG00000138073,ENSG00000138772,ENSG00000140931,ENSG00000140939,ENSG00000143761,ENSG00000146674,ENSG00000149541,ENSG00000153162,ENSG00000159167,ENSG00000160014,ENSG00000160360,ENSG00000160691,ENSG00000160813,ENSG00000160972,ENSG00000161958,ENSG00000162777,ENSG00000164400,ENSG00000169047,ENSG00000169129,ENSG00000169398,ENSG00000169429,ENSG00000170373,ENSG00000172650,ENSG00000173207,ENSG00000173511,ENSG00000175505,ENSG00000176697,ENSG00000177606,ENSG00000178752,ENSG00000180304,ENSG00000196924,ENSG00000197461,ENSG00000203879,ENSG00000213445,ENSG00000227507,ENSG00000275954	BAD,RANBP3,TRIO,NGEF,SPTB,RASAL2,EDN1,WNT11,PTHLH,FXYD5,MYO9B,HPS4,PDGFB,CST4,WFDC2,RGCC,DKK1,PFN1,TBC1D9,ELP4,IL23A,ARHGDIB,CCL20,NCF2,WFDC3,PRDX5,CDKN2D,ANXA1,DNAJB2,ARHGEF4,BCAR3,PREB,ANXA3,CMTM3,NOL3,ARF1,IGFBP3,B3GAT3,BMP6,STC1,CALM3,GPSM1,SHC1,PPP1R35,PPP1R16A,FGF11,DENND2D,CSF2,IRS1,AFAP1L2,PTK2,CXCL8,CST1,AGAP5,CKS1B,VEGFB,CLCF1,BDNF,JUN,FAM132B,OAZ2,FLNA,PDGFA,GDI1,SIPA1,LTB,TBC1D3F
GO:0048407	0.00019231071032183	79.1056338028169	0.147131955757524	3	4	platelet-derived growth factor binding	0.0350390114206374	ENSG00000100311,ENSG00000108821,ENSG00000197461	PDGFB,COL1A1,PDGFA
GO:0030545	0.000288766430796353	2.75165892501659	7.1358998542399	18	194	receptor regulator activity	0.0438443697425796	ENSG00000078401,ENSG00000087494,ENSG00000100311,ENSG00000107984,ENSG00000110944,ENSG00000115009,ENSG00000140931,ENSG00000153162,ENSG00000159167,ENSG00000161958,ENSG00000164400,ENSG00000169429,ENSG00000173511,ENSG00000175505,ENSG00000176697,ENSG00000178752,ENSG00000197461,ENSG00000227507	EDN1,PTHLH,PDGFB,DKK1,IL23A,CCL20,CMTM3,BMP6,STC1,FGF11,CSF2,CXCL8,VEGFB,CLCF1,BDNF,FAM132B,PDGFA,LTB
GO:0005102	0.000407489390825292	1.71970506912442	33.9139158021092	54	922	signaling receptor binding	0.0530318335774058	ENSG00000028528,ENSG00000051128,ENSG00000056558,ENSG00000078369,ENSG00000078401,ENSG00000085741,ENSG00000087494,ENSG00000090339,ENSG00000099203,ENSG00000099331,ENSG00000100311,ENSG00000103855,ENSG00000104368,ENSG00000105851,ENSG00000107984,ENSG00000110711,ENSG00000110944,ENSG00000115009,ENSG00000126432,ENSG00000130702,ENSG00000135046,ENSG00000137076,ENSG00000137312,ENSG00000140931,ENSG00000140939,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000153162,ENSG00000159167,ENSG00000160691,ENSG00000161638,ENSG00000161958,ENSG00000164400,ENSG00000167895,ENSG00000169047,ENSG00000169398,ENSG00000169429,ENSG00000171148,ENSG00000172889,ENSG00000173511,ENSG00000173805,ENSG00000174292,ENSG00000175505,ENSG00000176697,ENSG00000177465,ENSG00000178752,ENSG00000180900,ENSG00000188229,ENSG00000196924,ENSG00000197461,ENSG00000204520,ENSG00000227507,ENSG00000269335	SNX1,HOMER3,TRAF1,GNB1,EDN1,WNT11,PTHLH,ICAM1,TMED1,MYO9B,PDGFB,CD276,PLAT,PIK3CG,DKK1,AIP,IL23A,CCL20,PRDX5,LAMA5,ANXA1,TLN1,FLOT1,CMTM3,NOL3,CYR61,ADAM15,GNA12,BMP6,STC1,SHC1,ITGA5,FGF11,CSF2,TMC8,IRS1,PTK2,CXCL8,TADA3,EGFL7,VEGFB,HAP1,TNK1,CLCF1,BDNF,ACOT4,FAM132B,SCRIB,TUBB4B,FLNA,PDGFA,MICA,LTB,IKBKG
GO:0047389	0.00134995020288587	Inf	0.0735659778787619	2	2	glycerophosphocholine phosphodiesterase activity	0.153725579353629	ENSG00000125772,ENSG00000158555	GPCPD1,GDPD5
GO:0003924	0.00231016953132523	2.25526980012279	8.53365343393638	18	232	GTPase activity	0.172682682943105	ENSG00000004059,ENSG00000037042,ENSG00000078369,ENSG00000111348,ENSG00000115963,ENSG00000127824,ENSG00000138069,ENSG00000143761,ENSG00000143878,ENSG00000146535,ENSG00000155366,ENSG00000155961,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000182934,ENSG00000188229,ENSG00000258947	ARF5,TUBG2,GNB1,ARHGDIB,RND3,TUBA4A,RAB1A,ARF1,RHOB,GNA12,RHOC,RAB39B,TUBA1A,TUBA1C,RAB1B,TUBB6,SRPR,TUBB4B,TUBB3
GO:0008140	0.00241039983064451	15.8154929577465	0.294263911515048	3	8	cAMP response element binding protein binding	0.172682682943105	ENSG00000142178,ENSG00000160741,ENSG00000175197	SIK1,CRTC2,DDIT3
