GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0044421	6.81827795777899e-06	1.62165500205846	93.4361525704809	132	2561	extracellular region part	0.0029018266118947	ENSG00000004059,ENSG00000004468,ENSG00000025770,ENSG00000026025,ENSG00000042493,ENSG00000044574,ENSG00000064666,ENSG00000068400,ENSG00000070404,ENSG00000078369,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000082196,ENSG00000083444,ENSG00000085741,ENSG00000087494,ENSG00000090339,ENSG00000097021,ENSG00000097033,ENSG00000099994,ENSG00000100097,ENSG00000100311,ENSG00000101441,ENSG00000101443,ENSG00000101670,ENSG00000103005,ENSG00000103260,ENSG00000103855,ENSG00000104368,ENSG00000104881,ENSG00000107223,ENSG00000107984,ENSG00000108107,ENSG00000108518,ENSG00000108821,ENSG00000110944,ENSG00000111348,ENSG00000113140,ENSG00000115009,ENSG00000115694,ENSG00000115963,ENSG00000117595,ENSG00000117984,ENSG00000118503,ENSG00000119681,ENSG00000124160,ENSG00000124357,ENSG00000124466,ENSG00000126432,ENSG00000127054,ENSG00000127824,ENSG00000129455,ENSG00000130702,ENSG00000133318,ENSG00000134013,ENSG00000134955,ENSG00000135046,ENSG00000135480,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137076,ENSG00000137312,ENSG00000138069,ENSG00000138772,ENSG00000139182,ENSG00000140319,ENSG00000140511,ENSG00000140521,ENSG00000140859,ENSG00000140931,ENSG00000142871,ENSG00000143119,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146674,ENSG00000146707,ENSG00000149428,ENSG00000149541,ENSG00000149564,ENSG00000150687,ENSG00000153162,ENSG00000155366,ENSG00000158793,ENSG00000159167,ENSG00000160014,ENSG00000160741,ENSG00000162889,ENSG00000163191,ENSG00000163975,ENSG00000164400,ENSG00000166833,ENSG00000167552,ENSG00000167895,ENSG00000167996,ENSG00000168056,ENSG00000168243,ENSG00000168899,ENSG00000169429,ENSG00000170373,ENSG00000172889,ENSG00000173486,ENSG00000173511,ENSG00000174903,ENSG00000175505,ENSG00000176014,ENSG00000176697,ENSG00000178752,ENSG00000180900,ENSG00000182934,ENSG00000184678,ENSG00000187961,ENSG00000188229,ENSG00000196924,ENSG00000197043,ENSG00000197461,ENSG00000197586,ENSG00000198203,ENSG00000198732,ENSG00000198910,ENSG00000204469,ENSG00000204520,ENSG00000205542,ENSG00000205544,ENSG00000213398,ENSG00000214078,ENSG00000227507,ENSG00000240583,ENSG00000241685,ENSG00000258947,ENSG00000262655	ARF5,CD38,NCAPH2,VIM,CAPG,HSPA5,CNN2,GRIPAP1,FSTL3,GNB1,EDN1,SDF4,PKP1,C1QTNF3,PLOD1,WNT11,PTHLH,ICAM1,ACOT7,SH3GLB1,SUSD2,LGALS1,PDGFB,CST4,WFDC2,LIPG,USB1,METRN,CD276,PLAT,PPP1R13L,EDF1,DKK1,RPL28,PFN1,COL1A1,IL23A,ARHGDIB,SPARC,CCL20,STK25,RND3,IRF6,CTSD,TNFAIP3,LTBP2,NCOA5,NAGK,LYPD3,PRDX5,CPSF3L,TUBA4A,KLK8,LAMA5,RTN3,LOXL2,SLC37A2,ANXA1,KRT7,TOR1A,STXBP1,CTSV,TLN1,FLOT1,RAB1A,ANXA3,CLSTN3,SRP14,HAPLN3,POLG,KIFC3,CMTM3,CYR61,CD53,ADAM15,ARF1,RHOB,IGFBP3,POMZP3,HYOU1,B3GAT3,ESAM,PRSS23,BMP6,RHOC,NIT1,STC1,CALM3,CRTC2,MAPKAPK2,S100A11,MFI2,CSF2,NAV2,TUBA1A,TMC8,FTH1,LTBP3,GNG4,VAMP5,CXCL8,CST1,EGFL7,FKBP2,VEGFB,RAB1B,CLCF1,TUBB6,BDNF,FAM132B,SCRIB,SRPR,HIST2H2BE,KLHL17,TUBB4B,FLNA,ANXA6,PDGFA,ENTPD6,SULT1C2,SMOC1,L1CAM,PRRC2A,MICA,TMSB4X,TMEM256,LCAT,CPNE1,LTB,AQP1,ARPC1A,TUBB3,SPON1
GO:0030054	8.95625497498363e-06	1.97638610828665	32.3615257048093	58	887	cell junction	0.0029018266118947	ENSG00000025770,ENSG00000026025,ENSG00000028203,ENSG00000039560,ENSG00000044574,ENSG00000051128,ENSG00000064666,ENSG00000068400,ENSG00000073712,ENSG00000081277,ENSG00000090339,ENSG00000102225,ENSG00000104881,ENSG00000105227,ENSG00000108518,ENSG00000111077,ENSG00000113758,ENSG00000114019,ENSG00000115963,ENSG00000117595,ENSG00000120896,ENSG00000124006,ENSG00000125798,ENSG00000129474,ENSG00000129968,ENSG00000135046,ENSG00000136827,ENSG00000137076,ENSG00000137221,ENSG00000137312,ENSG00000139926,ENSG00000140859,ENSG00000143119,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146535,ENSG00000149115,ENSG00000149428,ENSG00000149564,ENSG00000151474,ENSG00000155252,ENSG00000160753,ENSG00000161638,ENSG00000163191,ENSG00000164850,ENSG00000165802,ENSG00000168899,ENSG00000169398,ENSG00000173805,ENSG00000175471,ENSG00000179526,ENSG00000180900,ENSG00000187961,ENSG00000188352,ENSG00000196924,ENSG00000197043,ENSG00000198910	NCAPH2,VIM,VEZT,RAI14,HSPA5,HOMER3,CNN2,GRIPAP1,FERMT2,PKP1,ICAM1,CDK16,PPP1R13L,PRX,PFN1,TNS2,DBN1,AMOTL2,RND3,IRF6,SORBS3,OBSL1,FOXA2,AJUBA,ABHD17A,ANXA1,TOR1A,TLN1,TJAP1,FLOT1,FRMD6,KIFC3,CD53,ADAM15,ARF1,RHOB,GNA12,TNKS1BP1,HYOU1,ESAM,FRMD4A,PI4K2A,RUSC1,ITGA5,S100A11,GPER1,NSMF,VAMP5,PTK2,HAP1,MCTP1,SHARPIN,SCRIB,KLHL17,FOCAD,FLNA,ANXA6,L1CAM
GO:0005615	2.15454236110273e-05	1.58815570998094	89.3134328358209	125	2448	extracellular space	0.0046538114999819	ENSG00000004059,ENSG00000004468,ENSG00000026025,ENSG00000042493,ENSG00000044574,ENSG00000064666,ENSG00000068400,ENSG00000070404,ENSG00000078369,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000082196,ENSG00000083444,ENSG00000085741,ENSG00000087494,ENSG00000090339,ENSG00000097021,ENSG00000097033,ENSG00000099994,ENSG00000100097,ENSG00000100311,ENSG00000101441,ENSG00000101443,ENSG00000101670,ENSG00000103260,ENSG00000103855,ENSG00000104368,ENSG00000107223,ENSG00000107984,ENSG00000108107,ENSG00000108518,ENSG00000108821,ENSG00000110944,ENSG00000111348,ENSG00000113140,ENSG00000115009,ENSG00000115694,ENSG00000115963,ENSG00000117595,ENSG00000117984,ENSG00000118503,ENSG00000119681,ENSG00000124160,ENSG00000124357,ENSG00000124466,ENSG00000126432,ENSG00000127054,ENSG00000127824,ENSG00000129455,ENSG00000130702,ENSG00000133318,ENSG00000134013,ENSG00000134955,ENSG00000135046,ENSG00000135480,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137076,ENSG00000137312,ENSG00000138069,ENSG00000138772,ENSG00000139182,ENSG00000140319,ENSG00000140511,ENSG00000140521,ENSG00000140859,ENSG00000140931,ENSG00000142871,ENSG00000143119,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146674,ENSG00000149428,ENSG00000149541,ENSG00000149564,ENSG00000150687,ENSG00000153162,ENSG00000155366,ENSG00000158793,ENSG00000159167,ENSG00000160014,ENSG00000160741,ENSG00000162889,ENSG00000163191,ENSG00000163975,ENSG00000164400,ENSG00000167552,ENSG00000167895,ENSG00000167996,ENSG00000168056,ENSG00000168243,ENSG00000168899,ENSG00000169429,ENSG00000170373,ENSG00000172889,ENSG00000173486,ENSG00000173511,ENSG00000174903,ENSG00000175505,ENSG00000176014,ENSG00000176697,ENSG00000178752,ENSG00000180900,ENSG00000182934,ENSG00000184678,ENSG00000187961,ENSG00000188229,ENSG00000196924,ENSG00000197043,ENSG00000197461,ENSG00000197586,ENSG00000198203,ENSG00000204469,ENSG00000204520,ENSG00000205542,ENSG00000205544,ENSG00000213398,ENSG00000214078,ENSG00000227507,ENSG00000240583,ENSG00000241685,ENSG00000258947,ENSG00000262655	ARF5,CD38,VIM,CAPG,HSPA5,CNN2,GRIPAP1,FSTL3,GNB1,EDN1,SDF4,PKP1,C1QTNF3,PLOD1,WNT11,PTHLH,ICAM1,ACOT7,SH3GLB1,SUSD2,LGALS1,PDGFB,CST4,WFDC2,LIPG,METRN,CD276,PLAT,EDF1,DKK1,RPL28,PFN1,COL1A1,IL23A,ARHGDIB,SPARC,CCL20,STK25,RND3,IRF6,CTSD,TNFAIP3,LTBP2,NCOA5,NAGK,LYPD3,PRDX5,CPSF3L,TUBA4A,KLK8,LAMA5,RTN3,LOXL2,SLC37A2,ANXA1,KRT7,TOR1A,STXBP1,CTSV,TLN1,FLOT1,RAB1A,ANXA3,CLSTN3,SRP14,HAPLN3,POLG,KIFC3,CMTM3,CYR61,CD53,ADAM15,ARF1,RHOB,IGFBP3,HYOU1,B3GAT3,ESAM,PRSS23,BMP6,RHOC,NIT1,STC1,CALM3,CRTC2,MAPKAPK2,S100A11,MFI2,CSF2,TUBA1A,TMC8,FTH1,LTBP3,GNG4,VAMP5,CXCL8,CST1,EGFL7,FKBP2,VEGFB,RAB1B,CLCF1,TUBB6,BDNF,FAM132B,SCRIB,SRPR,HIST2H2BE,KLHL17,TUBB4B,FLNA,ANXA6,PDGFA,ENTPD6,SULT1C2,PRRC2A,MICA,TMSB4X,TMEM256,LCAT,CPNE1,LTB,AQP1,ARPC1A,TUBB3,SPON1
GO:0005576	3.88272673499898e-05	1.5365349094939	103.870646766169	140	2847	extracellular region	0.00629001731069836	ENSG00000004059,ENSG00000004468,ENSG00000025770,ENSG00000026025,ENSG00000042493,ENSG00000044574,ENSG00000064666,ENSG00000068400,ENSG00000070404,ENSG00000078369,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000082196,ENSG00000083444,ENSG00000085741,ENSG00000087494,ENSG00000090339,ENSG00000097021,ENSG00000097033,ENSG00000099994,ENSG00000100097,ENSG00000100311,ENSG00000101441,ENSG00000101443,ENSG00000101670,ENSG00000103005,ENSG00000103260,ENSG00000103855,ENSG00000104368,ENSG00000104881,ENSG00000107223,ENSG00000107984,ENSG00000108107,ENSG00000108518,ENSG00000108821,ENSG00000110944,ENSG00000111348,ENSG00000113140,ENSG00000115009,ENSG00000115694,ENSG00000115963,ENSG00000117595,ENSG00000117984,ENSG00000118503,ENSG00000119681,ENSG00000124116,ENSG00000124160,ENSG00000124357,ENSG00000124466,ENSG00000126432,ENSG00000127054,ENSG00000127824,ENSG00000129455,ENSG00000130702,ENSG00000133318,ENSG00000133805,ENSG00000134013,ENSG00000134955,ENSG00000135046,ENSG00000135480,ENSG00000136827,ENSG00000136854,ENSG00000136943,ENSG00000137076,ENSG00000137312,ENSG00000138069,ENSG00000138772,ENSG00000139182,ENSG00000140319,ENSG00000140511,ENSG00000140521,ENSG00000140859,ENSG00000140931,ENSG00000142871,ENSG00000143119,ENSG00000143367,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146674,ENSG00000146707,ENSG00000149428,ENSG00000149541,ENSG00000149564,ENSG00000150687,ENSG00000153162,ENSG00000155366,ENSG00000158793,ENSG00000159167,ENSG00000160014,ENSG00000160741,ENSG00000161958,ENSG00000162889,ENSG00000163191,ENSG00000163975,ENSG00000164400,ENSG00000166833,ENSG00000167552,ENSG00000167895,ENSG00000167996,ENSG00000168056,ENSG00000168243,ENSG00000168899,ENSG00000169429,ENSG00000170373,ENSG00000172889,ENSG00000173486,ENSG00000173511,ENSG00000174903,ENSG00000175505,ENSG00000176014,ENSG00000176697,ENSG00000177675,ENSG00000178752,ENSG00000180900,ENSG00000182768,ENSG00000182934,ENSG00000184678,ENSG00000187961,ENSG00000188229,ENSG00000196924,ENSG00000197043,ENSG00000197461,ENSG00000197586,ENSG00000198203,ENSG00000198732,ENSG00000198910,ENSG00000204469,ENSG00000204520,ENSG00000205542,ENSG00000205544,ENSG00000213185,ENSG00000213398,ENSG00000214078,ENSG00000227507,ENSG00000240583,ENSG00000241685,ENSG00000258947,ENSG00000262655,ENSG00000269028	ARF5,CD38,NCAPH2,VIM,CAPG,HSPA5,CNN2,GRIPAP1,FSTL3,GNB1,EDN1,SDF4,PKP1,C1QTNF3,PLOD1,WNT11,PTHLH,ICAM1,ACOT7,SH3GLB1,SUSD2,LGALS1,PDGFB,CST4,WFDC2,LIPG,USB1,METRN,CD276,PLAT,PPP1R13L,EDF1,DKK1,RPL28,PFN1,COL1A1,IL23A,ARHGDIB,SPARC,CCL20,STK25,RND3,IRF6,CTSD,TNFAIP3,LTBP2,WFDC3,NCOA5,NAGK,LYPD3,PRDX5,CPSF3L,TUBA4A,KLK8,LAMA5,RTN3,AMPD3,LOXL2,SLC37A2,ANXA1,KRT7,TOR1A,STXBP1,CTSV,TLN1,FLOT1,RAB1A,ANXA3,CLSTN3,SRP14,HAPLN3,POLG,KIFC3,CMTM3,CYR61,CD53,TUFT1,ADAM15,ARF1,RHOB,IGFBP3,POMZP3,HYOU1,B3GAT3,ESAM,PRSS23,BMP6,RHOC,NIT1,STC1,CALM3,CRTC2,FGF11,MAPKAPK2,S100A11,MFI2,CSF2,NAV2,TUBA1A,TMC8,FTH1,LTBP3,GNG4,VAMP5,CXCL8,CST1,EGFL7,FKBP2,VEGFB,RAB1B,CLCF1,TUBB6,BDNF,CD163L1,FAM132B,SCRIB,NGRN,SRPR,HIST2H2BE,KLHL17,TUBB4B,FLNA,ANXA6,PDGFA,ENTPD6,SULT1C2,SMOC1,L1CAM,PRRC2A,MICA,TMSB4X,TMEM256,FAM24B,LCAT,CPNE1,LTB,AQP1,ARPC1A,TUBB3,SPON1,MTRNR2L12
GO:0033256	5.60483292074629e-05	35.525993883792	0.255389718076285	4	7	I-kappaB/NF-kappaB complex	0.00726386346528719	ENSG00000077150,ENSG00000100906,ENSG00000104856,ENSG00000173039	NFKB2,NFKBIA,RELB,RELA
GO:0070161	0.000268452111942209	2.08634902892273	16.5273631840796	32	453	anchoring junction	0.0289928280897585	ENSG00000026025,ENSG00000028203,ENSG00000044574,ENSG00000064666,ENSG00000073712,ENSG00000081277,ENSG00000090339,ENSG00000108518,ENSG00000111077,ENSG00000115963,ENSG00000120896,ENSG00000129474,ENSG00000135046,ENSG00000137076,ENSG00000137312,ENSG00000140859,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146535,ENSG00000149115,ENSG00000149428,ENSG00000149564,ENSG00000151474,ENSG00000161638,ENSG00000163191,ENSG00000169398,ENSG00000180900,ENSG00000188352,ENSG00000196924,ENSG00000197043,ENSG00000198910	VIM,VEZT,HSPA5,CNN2,FERMT2,PKP1,ICAM1,PFN1,TNS2,RND3,SORBS3,AJUBA,ANXA1,TLN1,FLOT1,KIFC3,ADAM15,ARF1,RHOB,GNA12,TNKS1BP1,HYOU1,ESAM,FRMD4A,ITGA5,S100A11,PTK2,SCRIB,FOCAD,FLNA,ANXA6,L1CAM
GO:0005912	0.000323198057390988	2.08816974342647	15.9800995024876	31	438	adherens junction	0.0299189058841943	ENSG00000026025,ENSG00000028203,ENSG00000044574,ENSG00000064666,ENSG00000073712,ENSG00000090339,ENSG00000108518,ENSG00000111077,ENSG00000115963,ENSG00000120896,ENSG00000129474,ENSG00000135046,ENSG00000137076,ENSG00000137312,ENSG00000140859,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146535,ENSG00000149115,ENSG00000149428,ENSG00000149564,ENSG00000151474,ENSG00000161638,ENSG00000163191,ENSG00000169398,ENSG00000180900,ENSG00000188352,ENSG00000196924,ENSG00000197043,ENSG00000198910	VIM,VEZT,HSPA5,CNN2,FERMT2,ICAM1,PFN1,TNS2,RND3,SORBS3,AJUBA,ANXA1,TLN1,FLOT1,KIFC3,ADAM15,ARF1,RHOB,GNA12,TNKS1BP1,HYOU1,ESAM,FRMD4A,ITGA5,S100A11,PTK2,SCRIB,FOCAD,FLNA,ANXA6,L1CAM
GO:0031012	0.000769224620297942	2.44026297126003	8.39137645107794	19	230	extracellular matrix	0.0623071942441333	ENSG00000085741,ENSG00000090339,ENSG00000100097,ENSG00000100311,ENSG00000108821,ENSG00000113140,ENSG00000117984,ENSG00000119681,ENSG00000130702,ENSG00000134013,ENSG00000140511,ENSG00000142871,ENSG00000146707,ENSG00000166833,ENSG00000168056,ENSG00000172889,ENSG00000198732,ENSG00000198910,ENSG00000262655	WNT11,ICAM1,LGALS1,PDGFB,COL1A1,SPARC,CTSD,LTBP2,LAMA5,LOXL2,HAPLN3,CYR61,POMZP3,NAV2,LTBP3,EGFL7,SMOC1,L1CAM,SPON1
GO:0012505	0.00173893029926469	1.36563155236536	119.266998341625	147	3269	endomembrane system	0.105933440276571	ENSG00000002822,ENSG00000004059,ENSG00000006125,ENSG00000023041,ENSG00000028203,ENSG00000028528,ENSG00000044574,ENSG00000064666,ENSG00000068400,ENSG00000070182,ENSG00000070404,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000083444,ENSG00000087494,ENSG00000097033,ENSG00000099203,ENSG00000099949,ENSG00000100097,ENSG00000100099,ENSG00000100311,ENSG00000101670,ENSG00000101955,ENSG00000102225,ENSG00000102312,ENSG00000103335,ENSG00000104154,ENSG00000104368,ENSG00000105669,ENSG00000105701,ENSG00000107984,ENSG00000108821,ENSG00000109436,ENSG00000110944,ENSG00000113140,ENSG00000114019,ENSG00000115216,ENSG00000115694,ENSG00000115963,ENSG00000116701,ENSG00000117984,ENSG00000118960,ENSG00000123989,ENSG00000124006,ENSG00000124225,ENSG00000127527,ENSG00000129455,ENSG00000129474,ENSG00000129968,ENSG00000130714,ENSG00000133318,ENSG00000133805,ENSG00000134013,ENSG00000134955,ENSG00000135046,ENSG00000135454,ENSG00000135924,ENSG00000136827,ENSG00000136854,ENSG00000136856,ENSG00000136943,ENSG00000137221,ENSG00000137312,ENSG00000138069,ENSG00000138073,ENSG00000138772,ENSG00000139182,ENSG00000139629,ENSG00000140319,ENSG00000140464,ENSG00000140553,ENSG00000140859,ENSG00000140931,ENSG00000140939,ENSG00000142546,ENSG00000142871,ENSG00000143119,ENSG00000143507,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000146674,ENSG00000146707,ENSG00000147403,ENSG00000149428,ENSG00000149541,ENSG00000150687,ENSG00000155252,ENSG00000155961,ENSG00000158555,ENSG00000160191,ENSG00000160360,ENSG00000160446,ENSG00000160753,ENSG00000160789,ENSG00000161638,ENSG00000162231,ENSG00000162236,ENSG00000162300,ENSG00000163191,ENSG00000163975,ENSG00000164850,ENSG00000165802,ENSG00000165915,ENSG00000165949,ENSG00000166224,ENSG00000167302,ENSG00000167552,ENSG00000167895,ENSG00000167996,ENSG00000168067,ENSG00000168071,ENSG00000168899,ENSG00000169255,ENSG00000169826,ENSG00000170214,ENSG00000171067,ENSG00000173486,ENSG00000173511,ENSG00000173805,ENSG00000174903,ENSG00000175115,ENSG00000175197,ENSG00000175471,ENSG00000176697,ENSG00000177469,ENSG00000182934,ENSG00000183020,ENSG00000183250,ENSG00000184154,ENSG00000184206,ENSG00000185467,ENSG00000188229,ENSG00000189060,ENSG00000197043,ENSG00000197461,ENSG00000197586,ENSG00000198680,ENSG00000203879,ENSG00000205542,ENSG00000213445,ENSG00000214078,ENSG00000214357,ENSG00000240583,ENSG00000241106,ENSG00000262655,ENSG00000275954	MAD1L1,ARF5,AP2B1,ZDHHC6,VEZT,SNX1,HSPA5,CNN2,GRIPAP1,SPTB,FSTL3,EDN1,SDF4,PKP1,PLOD1,PTHLH,SH3GLB1,TMED1,LZTR1,LGALS1,HPS4,PDGFB,LIPG,SRPX,CDK16,PORCN,PIEZO1,SLC30A4,PLAT,COPE,FKBP8,DKK1,COL1A1,TBC1D9,IL23A,SPARC,AMOTL2,NRBP1,STK25,RND3,NCF2,CTSD,HS1BP3,CHPF,OBSL1,PMEPA1,EPS15L1,KLK8,AJUBA,ABHD17A,POMT1,RTN3,AMPD3,LOXL2,SLC37A2,ANXA1,B4GALNT1,DNAJB2,TOR1A,STXBP1,SLC2A8,CTSV,TJAP1,FLOT1,RAB1A,PREB,ANXA3,CLSTN3,GALNT6,SRP14,PML,UNC45A,KIFC3,CMTM3,NOL3,NOSIP,CYR61,CD53,DUSP10,ADAM15,ARF1,RHOB,IGFBP3,POMZP3,RPL10,HYOU1,B3GAT3,PRSS23,PI4K2A,RAB39B,GDPD5,PDE9A,GPSM1,ZDHHC12,RUSC1,LMNA,ITGA5,NXF1,STX5,ZFPL1,S100A11,MFI2,GPER1,NSMF,SLC39A13,IFI27,SGPL1,ENTHD2,TUBA1A,TMC8,FTH1,MAP4K2,CCDC88B,VAMP5,B3GALNT1,CSGALNACT2,ADRA1B,C11orf24,FKBP2,VEGFB,HAP1,RAB1B,PACS1,DDIT3,MCTP1,BDNF,PTRF,SRPR,AP2A2,LINC01547,LRTOMT,GOLGA6L4,KPNA7,TUBB4B,H1F0,ANXA6,PDGFA,ENTPD6,TUSC1,GDI1,TMSB4X,SIPA1,CPNE1,NEURL1B,AQP1,HLA-DOB,SPON1,TBC1D3F
GO:0031410	0.00189536034602907	1.46729404559713	60.2354892205638	82	1651	cytoplasmic vesicle	0.105933440276571	ENSG00000006125,ENSG00000026025,ENSG00000028203,ENSG00000028528,ENSG00000042493,ENSG00000044574,ENSG00000064666,ENSG00000068400,ENSG00000070404,ENSG00000078401,ENSG00000078808,ENSG00000081277,ENSG00000097033,ENSG00000099203,ENSG00000100099,ENSG00000100311,ENSG00000101670,ENSG00000102225,ENSG00000104154,ENSG00000104368,ENSG00000105669,ENSG00000107984,ENSG00000108821,ENSG00000110025,ENSG00000111348,ENSG00000113140,ENSG00000114019,ENSG00000115963,ENSG00000116701,ENSG00000117984,ENSG00000124225,ENSG00000126214,ENSG00000126432,ENSG00000129455,ENSG00000129968,ENSG00000130714,ENSG00000133805,ENSG00000135046,ENSG00000136827,ENSG00000136854,ENSG00000136856,ENSG00000136943,ENSG00000137221,ENSG00000137312,ENSG00000138069,ENSG00000138772,ENSG00000140319,ENSG00000140464,ENSG00000140859,ENSG00000143119,ENSG00000143537,ENSG00000143761,ENSG00000143878,ENSG00000149428,ENSG00000155252,ENSG00000155366,ENSG00000155961,ENSG00000160753,ENSG00000161638,ENSG00000162236,ENSG00000163191,ENSG00000164850,ENSG00000167302,ENSG00000167552,ENSG00000167996,ENSG00000168899,ENSG00000173511,ENSG00000173805,ENSG00000174903,ENSG00000175115,ENSG00000175197,ENSG00000175471,ENSG00000176697,ENSG00000183020,ENSG00000188229,ENSG00000188760,ENSG00000197043,ENSG00000197461,ENSG00000205542,ENSG00000213445,ENSG00000214078,ENSG00000214357,ENSG00000241106	AP2B1,VIM,VEZT,SNX1,CAPG,HSPA5,CNN2,GRIPAP1,FSTL3,EDN1,SDF4,PKP1,SH3GLB1,TMED1,HPS4,PDGFB,LIPG,CDK16,SLC30A4,PLAT,COPE,DKK1,COL1A1,SNX15,ARHGDIB,SPARC,AMOTL2,RND3,NCF2,CTSD,PMEPA1,KLC1,PRDX5,KLK8,ABHD17A,POMT1,AMPD3,ANXA1,TOR1A,STXBP1,SLC2A8,CTSV,TJAP1,FLOT1,RAB1A,ANXA3,SRP14,PML,KIFC3,CD53,ADAM15,ARF1,RHOB,HYOU1,PI4K2A,RHOC,RAB39B,RUSC1,ITGA5,STX5,S100A11,GPER1,ENTHD2,TUBA1A,FTH1,VAMP5,VEGFB,HAP1,RAB1B,PACS1,DDIT3,MCTP1,BDNF,AP2A2,TUBB4B,TMEM198,ANXA6,PDGFA,TMSB4X,SIPA1,CPNE1,NEURL1B,HLA-DOB
