ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-437239	Recycling pathway of L1	13/399	39/7349	6.54097368895339e-08	6.343200228639e-05	5.46243320403295e-05	163/6196/1808/10376/7277/5962/7846/84790/84617/161/10383/3897/10381	13	ENSG00000006125,ENSG00000071242,ENSG00000092964,ENSG00000123416,ENSG00000127824,ENSG00000137710,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000183020,ENSG00000188229,ENSG00000198910,ENSG00000258947	AP2B1,RPS6KA2,DPYSL2,TUBA1B,TUBA4A,RDX,TUBA1A,TUBA1C,TUBB6,AP2A2,TUBB4B,L1CAM,TUBB3
R-HSA-76002	Platelet activation, signaling and aggregation	29/399	182/7349	1.27501512133447e-07	6.343200228639e-05	5.46243320403295e-05	3309/2769/10235/2782/5155/5294/5216/1277/6678/2771/5768/7277/5880/5894/7094/388/2768/7424/808/6464/221955/2786/5747/1072/7423/3932/2316/5154/7114	29	ENSG00000044574,ENSG00000060558,ENSG00000068831,ENSG00000078369,ENSG00000100311,ENSG00000105851,ENSG00000108518,ENSG00000108821,ENSG00000113140,ENSG00000114353,ENSG00000116260,ENSG00000127824,ENSG00000128340,ENSG00000132155,ENSG00000137076,ENSG00000143878,ENSG00000146535,ENSG00000150630,ENSG00000160014,ENSG00000160691,ENSG00000164535,ENSG00000168243,ENSG00000169398,ENSG00000172757,ENSG00000173511,ENSG00000182866,ENSG00000196924,ENSG00000197461,ENSG00000205542	HSPA5,GNA15,RASGRP2,GNB1,PDGFB,PIK3CG,PFN1,COL1A1,SPARC,GNAI2,QSOX1,TUBA4A,RAC2,RAF1,TLN1,RHOB,GNA12,VEGFC,CALM3,SHC1,DAGLB,GNG4,PTK2,CFL1,VEGFB,LCK,FLNA,PDGFA,TMSB4X
R-HSA-2132295	MHC class II antigen presentation	20/399	99/7349	2.48683471666861e-07	7.66187989965321e-05	6.5980113602938e-05	163/8907/3797/8655/147700/1509/10376/3831/7277/1515/375/6396/1780/7846/84790/84617/161/10383/3112/10381	20	ENSG00000006125,ENSG00000072958,ENSG00000084731,ENSG00000088986,ENSG00000104892,ENSG00000117984,ENSG00000123416,ENSG00000126214,ENSG00000127824,ENSG00000136943,ENSG00000143761,ENSG00000157020,ENSG00000158560,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000183020,ENSG00000188229,ENSG00000241106,ENSG00000258947	AP2B1,AP1M1,KIF3C,DYNLL1,KLC3,CTSD,TUBA1B,KLC1,TUBA4A,CTSV,ARF1,SEC13,DYNC1I1,TUBA1A,TUBA1C,TUBB6,AP2A2,TUBB4B,HLA-DOB,TUBB3
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	7/399	11/7349	3.6054222975275e-07	7.66187989965321e-05	6.5980113602938e-05	10376/7277/7846/84790/84617/10383/10381	7	ENSG00000123416,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-109582	Hemostasis	48/399	416/7349	3.85019090434835e-07	7.66187989965321e-05	6.5980113602938e-05	3309/2769/10235/5526/2782/3797/5155/5327/147700/5294/5216/1277/6678/2771/5768/5328/10376/6385/3831/7277/5880/5894/3021/7094/388/2768/90952/7424/808/5152/6464/3678/221955/7465/7846/84790/2786/5747/1072/7423/84617/3932/10383/2316/5154/3897/7114/10381	48	ENSG00000044574,ENSG00000060558,ENSG00000068831,ENSG00000068971,ENSG00000078369,ENSG00000084731,ENSG00000100311,ENSG00000104368,ENSG00000104892,ENSG00000105851,ENSG00000108518,ENSG00000108821,ENSG00000113140,ENSG00000114353,ENSG00000116260,ENSG00000122861,ENSG00000123416,ENSG00000124145,ENSG00000126214,ENSG00000127824,ENSG00000128340,ENSG00000132155,ENSG00000132475,ENSG00000137076,ENSG00000143878,ENSG00000146535,ENSG00000149564,ENSG00000150630,ENSG00000160014,ENSG00000160191,ENSG00000160691,ENSG00000161638,ENSG00000164535,ENSG00000166483,ENSG00000167552,ENSG00000167553,ENSG00000168243,ENSG00000169398,ENSG00000172757,ENSG00000173511,ENSG00000176014,ENSG00000182866,ENSG00000188229,ENSG00000196924,ENSG00000197461,ENSG00000198910,ENSG00000205542,ENSG00000258947	HSPA5,GNA15,RASGRP2,PPP2R5B,GNB1,KIF3C,PDGFB,PLAT,KLC3,PIK3CG,PFN1,COL1A1,SPARC,GNAI2,QSOX1,PLAU,TUBA1B,SDC4,KLC1,TUBA4A,RAC2,RAF1,H3F3B,TLN1,RHOB,GNA12,ESAM,VEGFC,CALM3,PDE9A,SHC1,ITGA5,DAGLB,WEE1,TUBA1A,TUBA1C,GNG4,PTK2,CFL1,VEGFB,TUBB6,LCK,TUBB4B,FLNA,PDGFA,L1CAM,TMSB4X,TUBB3
R-HSA-190872	Transport of connexons to the plasma membrane	7/399	12/7349	8.24984664457923e-07	0.000136809956855939	0.000117813599450658	10376/7277/7846/84790/84617/10383/10381	7	ENSG00000123416,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-195258	RHO GTPase Effectors	33/399	256/7349	2.64032829699537e-06	0.000375303807930057	0.000323192065226201	8379/5526/8655/4637/10398/80152/147700/94239/1855/5216/1027/4688/10376/3831/7277/5880/3021/55143/388/389/6396/1780/808/7846/84790/5747/1072/84617/8349/10383/2316/10552/10381	33	ENSG00000002822,ENSG00000068971,ENSG00000088986,ENSG00000092841,ENSG00000101335,ENSG00000102901,ENSG00000104892,ENSG00000105968,ENSG00000107404,ENSG00000108518,ENSG00000111276,ENSG00000116701,ENSG00000123416,ENSG00000126214,ENSG00000127824,ENSG00000128340,ENSG00000132475,ENSG00000134690,ENSG00000143878,ENSG00000155366,ENSG00000157020,ENSG00000158560,ENSG00000160014,ENSG00000167552,ENSG00000167553,ENSG00000169398,ENSG00000172757,ENSG00000176014,ENSG00000184678,ENSG00000188229,ENSG00000196924,ENSG00000241685,ENSG00000258947	MAD1L1,PPP2R5B,DYNLL1,MYL6,MYL9,CENPT,KLC3,H2AFV,DVL1,PFN1,CDKN1B,NCF2,TUBA1B,KLC1,TUBA4A,RAC2,H3F3B,CDCA8,RHOB,RHOC,SEC13,DYNC1I1,CALM3,TUBA1A,TUBA1C,PTK2,CFL1,TUBB6,HIST2H2BE,TUBB4B,FLNA,ARPC1A,TUBB3
R-HSA-194315	Signaling by Rho GTPases	41/399	365/7349	5.75191968530026e-06	0.00071539501085922	0.00061606087155716	8379/7204/25791/5526/8655/4637/4650/10398/80152/23370/147700/94239/1855/5216/1027/397/5924/4688/10376/3831/7277/5880/3021/55143/50649/388/389/6396/1780/808/7846/84790/5747/1072/84617/8349/10383/2316/2664/10552/10381	41	ENSG00000002822,ENSG00000038382,ENSG00000066248,ENSG00000068971,ENSG00000088986,ENSG00000092841,ENSG00000099331,ENSG00000101335,ENSG00000102901,ENSG00000104880,ENSG00000104892,ENSG00000105968,ENSG00000107404,ENSG00000108518,ENSG00000111276,ENSG00000111348,ENSG00000113319,ENSG00000116701,ENSG00000123416,ENSG00000126214,ENSG00000127824,ENSG00000128340,ENSG00000132475,ENSG00000134690,ENSG00000136002,ENSG00000143878,ENSG00000155366,ENSG00000157020,ENSG00000158560,ENSG00000160014,ENSG00000167552,ENSG00000167553,ENSG00000169398,ENSG00000172757,ENSG00000176014,ENSG00000184678,ENSG00000188229,ENSG00000196924,ENSG00000203879,ENSG00000241685,ENSG00000258947	MAD1L1,TRIO,NGEF,PPP2R5B,DYNLL1,MYL6,MYO9B,MYL9,CENPT,ARHGEF18,KLC3,H2AFV,DVL1,PFN1,CDKN1B,ARHGDIB,RASGRF2,NCF2,TUBA1B,KLC1,TUBA4A,RAC2,H3F3B,CDCA8,ARHGEF4,RHOB,RHOC,SEC13,DYNC1I1,CALM3,TUBA1A,TUBA1C,PTK2,CFL1,TUBB6,HIST2H2BE,TUBB4B,FLNA,GDI1,ARPC1A,TUBB3
R-HSA-389977	Post-chaperonin tubulin folding pathway	7/399	17/7349	1.59665154254611e-05	0.00176518698314819	0.00152008696565208	10376/7277/7846/84790/84617/10383/10381	7	ENSG00000123416,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-6807878	COPI-mediated anterograde transport	16/399	90/7349	2.22470701787681e-05	0.00221358348278742	0.00190622264479129	381/6710/8655/11316/10652/10376/7277/375/1780/6811/7846/84790/5861/84617/10383/10381	16	ENSG00000004059,ENSG00000070182,ENSG00000088986,ENSG00000105669,ENSG00000106636,ENSG00000123416,ENSG00000127824,ENSG00000138069,ENSG00000143761,ENSG00000158560,ENSG00000162236,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000258947	ARF5,SPTB,DYNLL1,COPE,YKT6,TUBA1B,TUBA4A,RAB1A,ARF1,DYNC1I1,STX5,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB3
