ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-1500931	Cell-Cell communication	25/556	85/7349	1.60949041101557e-09	1.49682608224448e-06	1.34858354438779e-06	999/1495/1308/8440/60/5829/2185/7408/81/667/9069/50848/54751/9076/3611/1499/3728/977/5339/71/1364/6714/6709/1500/283	25	ENSG00000039068,ENSG00000044115,ENSG00000065618,ENSG00000071051,ENSG00000075624,ENSG00000089159,ENSG00000120899,ENSG00000125753,ENSG00000130402,ENSG00000151914,ENSG00000157224,ENSG00000158769,ENSG00000162458,ENSG00000163347,ENSG00000166333,ENSG00000168036,ENSG00000173801,ENSG00000177697,ENSG00000178209,ENSG00000184009,ENSG00000189143,ENSG00000197122,ENSG00000197694,ENSG00000198561,ENSG00000214274	CDH1,CTNNA1,COL17A1,NCK2,ACTB,PXN,PTK2B,VASP,ACTN4,DST,CLDN12,F11R,FBLIM1,CLDN1,ILK,CTNNB1,JUP,CD151,PLEC,ACTG1,CLDN4,SRC,SPTAN1,CTNND1,ANG
R-HSA-446728	Cell junction organization	20/556	60/7349	6.42169334996793e-09	2.98608740773509e-06	2.69035152977604e-06	999/1495/1308/60/5829/7408/667/9069/50848/54751/9076/3611/1499/3728/977/5339/71/1364/1500/283	20	ENSG00000039068,ENSG00000044115,ENSG00000065618,ENSG00000075624,ENSG00000089159,ENSG00000125753,ENSG00000151914,ENSG00000157224,ENSG00000158769,ENSG00000162458,ENSG00000163347,ENSG00000166333,ENSG00000168036,ENSG00000173801,ENSG00000177697,ENSG00000178209,ENSG00000184009,ENSG00000189143,ENSG00000198561,ENSG00000214274	CDH1,CTNNA1,COL17A1,ACTB,PXN,VASP,DST,CLDN12,F11R,FBLIM1,CLDN1,ILK,CTNNB1,JUP,CD151,PLEC,ACTG1,CLDN4,CTNND1,ANG
R-HSA-194138	Signaling by VEGF	25/556	93/7349	1.24404949224659e-08	3.85655342596442e-06	3.47460840641503e-06	1495/387/8440/60/5829/3710/8829/57761/7422/5228/2185/3709/5879/7409/805/5058/5603/10163/5580/1499/3728/10458/71/6714/1500	25	ENSG00000044115,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000089159,ENSG00000096433,ENSG00000099250,ENSG00000101255,ENSG00000112715,ENSG00000119630,ENSG00000120899,ENSG00000123104,ENSG00000136238,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000156711,ENSG00000158195,ENSG00000163932,ENSG00000168036,ENSG00000173801,ENSG00000175866,ENSG00000184009,ENSG00000197122,ENSG00000198561	CTNNA1,RHOA,NCK2,ACTB,PXN,ITPR3,NRP1,TRIB3,VEGFA,PGF,PTK2B,ITPR2,RAC1,VAV1,CALM2,PAK1,MAPK13,WASF2,PRKCD,CTNNB1,JUP,BAIAP2,ACTG1,SRC,CTNND1
R-HSA-4420097	VEGFA-VEGFR2 Pathway	23/556	88/7349	8.4845743077061e-08	1.97266352654167e-05	1.77729503919317e-05	1495/387/8440/60/5829/3710/57761/7422/2185/3709/5879/7409/805/5058/5603/10163/5580/1499/3728/10458/71/6714/1500	23	ENSG00000044115,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000089159,ENSG00000096433,ENSG00000101255,ENSG00000112715,ENSG00000120899,ENSG00000123104,ENSG00000136238,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000156711,ENSG00000158195,ENSG00000163932,ENSG00000168036,ENSG00000173801,ENSG00000175866,ENSG00000184009,ENSG00000197122,ENSG00000198561	CTNNA1,RHOA,NCK2,ACTB,PXN,ITPR3,TRIB3,VEGFA,PTK2B,ITPR2,RAC1,VAV1,CALM2,PAK1,MAPK13,WASF2,PRKCD,CTNNB1,JUP,BAIAP2,ACTG1,SRC,CTNND1
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	53/556	348/7349	4.93284596029406e-07	9.17509348614694e-05	8.26641133556646e-05	5898/1495/23118/387/8440/60/83737/8569/5829/3710/8829/51382/5753/57761/5595/5516/51231/2889/10312/7422/3910/1839/6195/5228/2185/3709/1729/5879/9550/2886/7409/6455/1291/805/5899/30011/5058/5603/10163/5900/5580/6692/3481/53916/10653/1499/3728/10458/71/160/6714/1500/55851	53	ENSG00000006451,ENSG00000044115,ENSG00000055208,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000078747,ENSG00000079277,ENSG00000089159,ENSG00000096433,ENSG00000099250,ENSG00000100554,ENSG00000101213,ENSG00000101255,ENSG00000102882,ENSG00000104695,ENSG00000105053,ENSG00000107263,ENSG00000110719,ENSG00000112715,ENSG00000112769,ENSG00000113070,ENSG00000117676,ENSG00000119630,ENSG00000120899,ENSG00000123104,ENSG00000131504,ENSG00000136238,ENSG00000136888,ENSG00000141738,ENSG00000141968,ENSG00000141985,ENSG00000142156,ENSG00000143933,ENSG00000144118,ENSG00000147010,ENSG00000149269,ENSG00000156711,ENSG00000158195,ENSG00000160271,ENSG00000163932,ENSG00000166145,ENSG00000167244,ENSG00000167578,ENSG00000167642,ENSG00000168036,ENSG00000173801,ENSG00000175866,ENSG00000184009,ENSG00000196961,ENSG00000197122,ENSG00000198561,ENSG00000205155	RALA,CTNNA1,TAB2,RHOA,NCK2,ACTB,ITCH,MKNK1,PXN,ITPR3,NRP1,ATP6V1D,PTK6,TRIB3,MAPK3,PPP2CB,VRK3,RAPGEF1,TCIRG1,VEGFA,LAMA4,HBEGF,RPS6KA1,PGF,PTK2B,ITPR2,DIAPH1,RAC1,ATP6V1G1,GRB7,VAV1,SH3GL1,COL6A1,CALM2,RALB,SH3KBP1,PAK1,MAPK13,WASF2,RALGDS,PRKCD,SPINT1,IGF2,RAB4B,SPINT2,CTNNB1,JUP,BAIAP2,ACTG1,AP2A1,SRC,CTNND1,PSENEN
R-HSA-2682334	EPH-Ephrin signaling	20/556	79/7349	1.03563538145609e-06	0.000160523484125693	0.000144625572568254	387/8440/60/1947/4627/10627/2051/10094/10096/2043/103910/5879/5058/10109/1212/71/1946/160/6714/55851	20	ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000090776,ENSG00000100345,ENSG00000101608,ENSG00000106123,ENSG00000111229,ENSG00000115091,ENSG00000116106,ENSG00000118680,ENSG00000136238,ENSG00000149269,ENSG00000163466,ENSG00000175416,ENSG00000184009,ENSG00000184349,ENSG00000196961,ENSG00000197122,ENSG00000205155	RHOA,NCK2,ACTB,EFNB1,MYH9,MYL12A,EPHB6,ARPC3,ACTR3,EPHA4,MYL12B,RAC1,PAK1,ARPC2,CLTB,ACTG1,EFNA5,AP2A1,SRC,PSENEN
R-HSA-6798695	Neutrophil degranulation	53/556	361/7349	1.58097492063203e-06	0.000210043810883969	0.000189241509296706	221/5329/9961/1774/823/387/7879/634/2683/9342/1727/10043/51382/5834/80331/10493/10312/5869/8673/51646/968/10487/1729/26578/948/967/64114/5879/28988/54509/11322/2040/2934/6836/5799/978/5580/138050/53916/1938/11031/5724/10555/326624/3728/5870/56888/391/23526/302/1778/6709/3304	53	ENSG00000006534,ENSG00000011422,ENSG00000013364,ENSG00000013563,ENSG00000014216,ENSG00000067560,ENSG00000075785,ENSG00000079385,ENSG00000086062,ENSG00000099940,ENSG00000100243,ENSG00000100284,ENSG00000100554,ENSG00000100994,ENSG00000101152,ENSG00000108828,ENSG00000110719,ENSG00000111540,ENSG00000118640,ENSG00000119801,ENSG00000129226,ENSG00000131236,ENSG00000131504,ENSG00000134996,ENSG00000135218,ENSG00000135404,ENSG00000135926,ENSG00000136238,ENSG00000136279,ENSG00000139725,ENSG00000141524,ENSG00000148175,ENSG00000148180,ENSG00000148248,ENSG00000155093,ENSG00000158825,ENSG00000163932,ENSG00000165102,ENSG00000167578,ENSG00000167658,ENSG00000168461,ENSG00000169403,ENSG00000169692,ENSG00000172794,ENSG00000173801,ENSG00000175582,ENSG00000176407,ENSG00000177105,ENSG00000180448,ENSG00000182718,ENSG00000197102,ENSG00000197694,ENSG00000204388	ALDH3B1,PLAUR,MVP,DNASE1L1,CAPN1,RHOA,RAB7A,CEACAM1,B4GALT1,SNAP29,CYB5R3,TOM1,ATP6V1D,PYGB,DNAJC5,VAT1,TCIRG1,RAB5B,VAMP8,YPEL5,CD68,CAP1,DIAPH1,OSTF1,CD36,CD63,TMBIM1,RAC1,DBNL,RHOF,TMC6,STOM,GSN,SURF4,PTPRN2,CDA,PRKCD,HGSNAT,RAB4B,EEF2,RAB31,PTAFR,AGPAT2,RAB37,JUP,RAB6A,KCMF1,RHOG,HMHA1,ANXA2,DYNC1H1,SPTAN1,HSPA1B
R-HSA-194315	Signaling by Rho GTPases	52/556	365/7349	4.93572928593371e-06	0.000573778529489794	0.000516952698895162	55789/999/1495/7984/387/9886/60/9138/1781/5527/2017/64857/4627/23002/10627/5595/5516/1124/10094/10096/103910/5585/9322/9754/1729/5879/7280/54509/55114/396/7409/805/5058/3798/10163/201176/29/10109/7534/81565/1499/57449/29984/2810/10458/391/23526/8347/71/1778/6714/30851	52	ENSG00000035499,ENSG00000039068,ENSG00000044115,ENSG00000050327,ENSG00000067560,ENSG00000072422,ENSG00000075624,ENSG00000076928,ENSG00000077380,ENSG00000078304,ENSG00000085733,ENSG00000090924,ENSG00000100345,ENSG00000100592,ENSG00000101608,ENSG00000102882,ENSG00000104695,ENSG00000106069,ENSG00000111229,ENSG00000115091,ENSG00000118680,ENSG00000123143,ENSG00000125733,ENSG00000130052,ENSG00000131504,ENSG00000136238,ENSG00000137267,ENSG00000139725,ENSG00000140750,ENSG00000141522,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000155980,ENSG00000158195,ENSG00000159314,ENSG00000159842,ENSG00000163466,ENSG00000164924,ENSG00000166579,ENSG00000168036,ENSG00000171680,ENSG00000173156,ENSG00000175793,ENSG00000175866,ENSG00000177105,ENSG00000180448,ENSG00000180596,ENSG00000184009,ENSG00000197102,ENSG00000197122,ENSG00000213977	DEPDC1B,CDH1,CTNNA1,ARHGEF5,RHOA,RHOBTB1,ACTB,ARHGEF1,DYNC1I2,PPP2R5C,CTTN,PLEKHG2,MYH9,DAAM1,MYL12A,MAPK3,PPP2CB,CHN2,ARPC3,ACTR3,MYL12B,PKN1,TRIP10,STARD8,DIAPH1,RAC1,TUBB2A,RHOF,ARHGAP17,ARHGDIA,VAV1,CALM2,PAK1,KIF5A,WASF2,ARHGAP27,ABR,ARPC2,YWHAZ,NDEL1,CTNNB1,PLEKHG5,RHOD,SFN,BAIAP2,RHOG,HMHA1,HIST1H2BC,ACTG1,DYNC1H1,SRC,TAX1BP3
R-HSA-421270	Cell-cell junction organization	12/556	37/7349	9.98776140635097e-06	0.00103206867865627	0.000929854746135132	999/1495/60/9069/50848/9076/1499/3728/71/1364/1500/283	12	ENSG00000039068,ENSG00000044115,ENSG00000075624,ENSG00000157224,ENSG00000158769,ENSG00000163347,ENSG00000168036,ENSG00000173801,ENSG00000184009,ENSG00000189143,ENSG00000198561,ENSG00000214274	CDH1,CTNNA1,ACTB,CLDN12,F11R,CLDN1,CTNNB1,JUP,ACTG1,CLDN4,CTNND1,ANG
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	17/556	70/7349	1.22279722048652e-05	0.00113720141505246	0.00102457535527081	60/3710/4627/5595/10094/10096/3709/5879/7409/5058/10163/10109/5580/10458/71/6714/4641	17	ENSG00000075624,ENSG00000096433,ENSG00000100345,ENSG00000102882,ENSG00000111229,ENSG00000115091,ENSG00000123104,ENSG00000136238,ENSG00000141968,ENSG00000149269,ENSG00000158195,ENSG00000163466,ENSG00000163932,ENSG00000175866,ENSG00000184009,ENSG00000197122,ENSG00000197879	ACTB,ITPR3,MYH9,MAPK3,ARPC3,ACTR3,ITPR2,RAC1,VAV1,PAK1,WASF2,ARPC2,PRKCD,BAIAP2,ACTG1,SRC,MYO1C
