ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-437239	Recycling pathway of L1	10/260	39/7349	6.63701550864334e-07	0.000278592920224112	0.000238949093369609	163/6196/7277/7846/84790/84617/161/10383/3897/10381	10	ENSG00000006125,ENSG00000071242,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000183020,ENSG00000188229,ENSG00000198910,ENSG00000258947	AP2B1,RPS6KA2,TUBA4A,TUBA1A,TUBA1C,TUBB6,AP2A2,TUBB4B,L1CAM,TUBB3
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	6/260	11/7349	7.37018307471196e-07	0.000278592920224112	0.000238949093369609	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-190872	Transport of connexons to the plasma membrane	6/260	12/7349	1.43044750014951e-06	0.000322182662071317	0.000276336006454931	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-2132295	MHC class II antigen presentation	15/260	99/7349	1.70467016968951e-06	0.000322182662071317	0.000276336006454931	163/3797/147700/1509/3831/7277/1515/375/7846/84790/84617/161/10383/3112/10381	15	ENSG00000006125,ENSG00000084731,ENSG00000104892,ENSG00000117984,ENSG00000126214,ENSG00000127824,ENSG00000136943,ENSG00000143761,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000183020,ENSG00000188229,ENSG00000241106,ENSG00000258947	AP2B1,KIF3C,KLC3,CTSD,KLC1,TUBA4A,CTSV,ARF1,TUBA1A,TUBA1C,TUBB6,AP2A2,TUBB4B,HLA-DOB,TUBB3
R-HSA-109582	Hemostasis	34/260	416/7349	3.40845571151806e-06	0.000515358503581531	0.000442022888062132	3309/2782/3797/5155/5327/147700/5294/5216/1277/6678/3831/7277/7094/388/2768/90952/808/5152/6464/3678/221955/7465/7846/84790/2786/5747/7423/84617/10383/2316/5154/3897/7114/10381	34	ENSG00000044574,ENSG00000078369,ENSG00000084731,ENSG00000100311,ENSG00000104368,ENSG00000104892,ENSG00000105851,ENSG00000108518,ENSG00000108821,ENSG00000113140,ENSG00000126214,ENSG00000127824,ENSG00000137076,ENSG00000143878,ENSG00000146535,ENSG00000149564,ENSG00000160014,ENSG00000160191,ENSG00000160691,ENSG00000161638,ENSG00000164535,ENSG00000166483,ENSG00000167552,ENSG00000167553,ENSG00000168243,ENSG00000169398,ENSG00000173511,ENSG00000176014,ENSG00000188229,ENSG00000196924,ENSG00000197461,ENSG00000198910,ENSG00000205542,ENSG00000258947	HSPA5,GNB1,KIF3C,PDGFB,PLAT,KLC3,PIK3CG,PFN1,COL1A1,SPARC,KLC1,TUBA4A,TLN1,RHOB,GNA12,ESAM,CALM3,PDE9A,SHC1,ITGA5,DAGLB,WEE1,TUBA1A,TUBA1C,GNG4,PTK2,VEGFB,TUBB6,TUBB4B,FLNA,PDGFA,L1CAM,TMSB4X,TUBB3
R-HSA-76002	Platelet activation, signaling and aggregation	20/260	182/7349	5.86636814820616e-06	0.000721546763171435	0.000618870518119749	3309/2782/5155/5294/5216/1277/6678/7277/7094/388/2768/808/6464/221955/2786/5747/7423/2316/5154/7114	20	ENSG00000044574,ENSG00000078369,ENSG00000100311,ENSG00000105851,ENSG00000108518,ENSG00000108821,ENSG00000113140,ENSG00000127824,ENSG00000137076,ENSG00000143878,ENSG00000146535,ENSG00000160014,ENSG00000160691,ENSG00000164535,ENSG00000168243,ENSG00000169398,ENSG00000173511,ENSG00000196924,ENSG00000197461,ENSG00000205542	HSPA5,GNB1,PDGFB,PIK3CG,PFN1,COL1A1,SPARC,TUBA4A,TLN1,RHOB,GNA12,CALM3,SHC1,DAGLB,GNG4,PTK2,VEGFB,FLNA,PDGFA,TMSB4X
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	13/260	84/7349	6.68098854788366e-06	0.000721546763171435	0.000618870518119749	381/3797/147700/11316/3831/7277/375/7846/84790/5861/84617/10383/10381	13	ENSG00000004059,ENSG00000084731,ENSG00000104892,ENSG00000105669,ENSG00000126214,ENSG00000127824,ENSG00000138069,ENSG00000143761,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000258947	ARF5,KIF3C,KLC3,COPE,KLC1,TUBA4A,RAB1A,ARF1,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB3
R-HSA-389977	Post-chaperonin tubulin folding pathway	6/260	17/7349	1.64932666998705e-05	0.00155861370313777	0.00133682266935793	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-983189	Kinesins	9/260	45/7349	2.19128431513066e-05	0.00178636464514747	0.00153216460792376	3797/147700/3831/7277/7846/84790/84617/10383/10381	9	ENSG00000084731,ENSG00000104892,ENSG00000126214,ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	KIF3C,KLC3,KLC1,TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-5626467	RHO GTPases activate IQGAPs	7/260	26/7349	2.36291619728502e-05	0.00178636464514747	0.00153216460792376	7277/808/7846/84790/84617/10383/10381	7	ENSG00000127824,ENSG00000160014,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,CALM3,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-190861	Gap junction assembly	6/260	19/7349	3.40588721604333e-05	0.00234077339575342	0.0020076808852466	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	6/260	20/7349	4.72231025516504e-05	0.00289299779686513	0.00248132364643403	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-373760	L1CAM interactions	12/260	87/7349	4.97473166127602e-05	0.00289299779686513	0.00248132364643403	163/6710/6196/7277/3678/7846/84790/84617/161/10383/3897/10381	12	ENSG00000006125,ENSG00000070182,ENSG00000071242,ENSG00000127824,ENSG00000161638,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000183020,ENSG00000188229,ENSG00000198910,ENSG00000258947	AP2B1,SPTB,RPS6KA2,TUBA4A,ITGA5,TUBA1A,TUBA1C,TUBB6,AP2A2,TUBB4B,L1CAM,TUBB3
R-HSA-6807878	COPI-mediated anterograde transport	12/260	90/7349	6.99059137042332e-05	0.00377491934002859	0.0032377475820908	381/6710/11316/7277/375/6811/7846/84790/5861/84617/10383/10381	12	ENSG00000004059,ENSG00000070182,ENSG00000105669,ENSG00000127824,ENSG00000138069,ENSG00000143761,ENSG00000162236,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000258947	ARF5,SPTB,COPE,TUBA4A,RAB1A,ARF1,STX5,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB3
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	6/260	24/7349	0.000145535334021121	0.00733498083466448	0.0062912116320709	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	11/260	85/7349	0.000183940764747091	0.00869120113430006	0.00745444151869791	27175/7277/80097/5116/7846/84790/84617/10383/9814/1454/10381	11	ENSG00000037042,ENSG00000127824,ENSG00000152082,ENSG00000160299,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000198089,ENSG00000213923,ENSG00000258947	TUBG2,TUBA4A,MZT2B,PCNT,TUBA1A,TUBA1C,TUBB6,TUBB4B,SFI1,CSNK1E,TUBB3
R-HSA-390466	Chaperonin-mediated protein folding	10/260	72/7349	0.000199894988163533	0.00888944770891947	0.00762447756710442	2782/7277/3801/54461/7846/84790/2786/84617/10383/10381	10	ENSG00000078369,ENSG00000127824,ENSG00000140859,ENSG00000159069,ENSG00000167552,ENSG00000167553,ENSG00000168243,ENSG00000176014,ENSG00000188229,ENSG00000258947	GNB1,TUBA4A,KIFC3,FBXW5,TUBA1A,TUBA1C,GNG4,TUBB6,TUBB4B,TUBB3
R-HSA-8856688	Golgi-to-ER retrograde transport	13/260	116/7349	0.000213996243120612	0.00898784221106572	0.00770887051241504	381/3797/147700/11316/3831/7277/375/7846/84790/5861/84617/10383/10381	13	ENSG00000004059,ENSG00000084731,ENSG00000104892,ENSG00000105669,ENSG00000126214,ENSG00000127824,ENSG00000138069,ENSG00000143761,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000258947	ARF5,KIF3C,KLC3,COPE,KLC1,TUBA4A,RAB1A,ARF1,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB3
R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	6/260	27/7349	0.000292717456572695	0.010537828436617	0.00903829339592882	7277/7846/84790/84617/10383/10381	6	ENSG00000127824,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA4A,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
