ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-1500931	Cell-Cell communication	28/684	85/7349	1.05655740528472e-09	5.70694186886806e-07	4.97935060243785e-07	999/1495/3918/1308/8440/5817/60/5829/2185/7408/81/667/9069/50848/54751/9076/3611/1499/3728/977/5339/71/1364/3914/6714/6709/1500/283	28	ENSG00000039068,ENSG00000044115,ENSG00000058085,ENSG00000065618,ENSG00000071051,ENSG00000073008,ENSG00000075624,ENSG00000089159,ENSG00000120899,ENSG00000125753,ENSG00000130402,ENSG00000151914,ENSG00000157224,ENSG00000158769,ENSG00000162458,ENSG00000163347,ENSG00000166333,ENSG00000168036,ENSG00000173801,ENSG00000177697,ENSG00000178209,ENSG00000184009,ENSG00000189143,ENSG00000196878,ENSG00000197122,ENSG00000197694,ENSG00000198561,ENSG00000214274	CDH1,CTNNA1,LAMC2,COL17A1,NCK2,PVR,ACTB,PXN,PTK2B,VASP,ACTN4,DST,CLDN12,F11R,FBLIM1,CLDN1,ILK,CTNNB1,JUP,CD151,PLEC,ACTG1,CLDN4,LAMB3,SRC,SPTAN1,CTNND1,ANG
R-HSA-446728	Cell junction organization	23/684	60/7349	1.12896970699665e-09	5.70694186886806e-07	4.97935060243785e-07	999/1495/3918/1308/5817/60/5829/7408/667/9069/50848/54751/9076/3611/1499/3728/977/5339/71/1364/3914/1500/283	23	ENSG00000039068,ENSG00000044115,ENSG00000058085,ENSG00000065618,ENSG00000073008,ENSG00000075624,ENSG00000089159,ENSG00000125753,ENSG00000151914,ENSG00000157224,ENSG00000158769,ENSG00000162458,ENSG00000163347,ENSG00000166333,ENSG00000168036,ENSG00000173801,ENSG00000177697,ENSG00000178209,ENSG00000184009,ENSG00000189143,ENSG00000196878,ENSG00000198561,ENSG00000214274	CDH1,CTNNA1,LAMC2,COL17A1,PVR,ACTB,PXN,VASP,DST,CLDN12,F11R,FBLIM1,CLDN1,ILK,CTNNB1,JUP,CD151,PLEC,ACTG1,CLDN4,LAMB3,CTNND1,ANG
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	66/684	348/7349	8.83545211221218e-09	2.61331856060784e-06	2.28014051099939e-06	5898/1495/23118/3918/29924/387/8440/60/83737/8569/5829/3710/8829/51382/5753/57761/5595/5516/51231/3315/2889/10312/7422/3910/1839/7072/6195/5228/2185/3709/1729/5879/9550/5045/2886/7409/6455/1291/805/5899/30011/5058/7424/7316/5603/10163/5900/5580/6692/5598/3481/53916/10653/1499/6777/3728/10458/8877/3932/71/9146/3914/160/6714/1500/55851	66	ENSG00000006451,ENSG00000044115,ENSG00000055208,ENSG00000058085,ENSG00000063245,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000078747,ENSG00000079277,ENSG00000089159,ENSG00000096433,ENSG00000099250,ENSG00000100554,ENSG00000101213,ENSG00000101255,ENSG00000102882,ENSG00000104695,ENSG00000105053,ENSG00000106211,ENSG00000107263,ENSG00000110719,ENSG00000112715,ENSG00000112769,ENSG00000113070,ENSG00000116001,ENSG00000117676,ENSG00000119630,ENSG00000120899,ENSG00000123104,ENSG00000131504,ENSG00000136238,ENSG00000136888,ENSG00000140564,ENSG00000141738,ENSG00000141968,ENSG00000141985,ENSG00000142156,ENSG00000143933,ENSG00000144118,ENSG00000147010,ENSG00000149269,ENSG00000150630,ENSG00000150991,ENSG00000156711,ENSG00000158195,ENSG00000160271,ENSG00000163932,ENSG00000166145,ENSG00000166484,ENSG00000167244,ENSG00000167578,ENSG00000167642,ENSG00000168036,ENSG00000173757,ENSG00000173801,ENSG00000175866,ENSG00000176170,ENSG00000182866,ENSG00000184009,ENSG00000185359,ENSG00000196878,ENSG00000196961,ENSG00000197122,ENSG00000198561,ENSG00000205155	RALA,CTNNA1,TAB2,LAMC2,EPN1,RHOA,NCK2,ACTB,ITCH,MKNK1,PXN,ITPR3,NRP1,ATP6V1D,PTK6,TRIB3,MAPK3,PPP2CB,VRK3,HSPB1,RAPGEF1,TCIRG1,VEGFA,LAMA4,HBEGF,TIA1,RPS6KA1,PGF,PTK2B,ITPR2,DIAPH1,RAC1,ATP6V1G1,FURIN,GRB7,VAV1,SH3GL1,COL6A1,CALM2,RALB,SH3KBP1,PAK1,VEGFC,UBC,MAPK13,WASF2,RALGDS,PRKCD,SPINT1,MAPK7,IGF2,RAB4B,SPINT2,CTNNB1,STAT5B,JUP,BAIAP2,SPHK1,LCK,ACTG1,HGS,LAMB3,AP2A1,SRC,CTNND1,PSENEN
R-HSA-194138	Signaling by VEGF	28/684	93/7349	1.03395393100211e-08	2.61331856060784e-06	2.28014051099939e-06	1495/387/8440/60/5829/3710/8829/57761/3315/7422/5228/2185/3709/5879/7409/805/5058/7424/5603/10163/5580/1499/3728/10458/8877/71/6714/1500	28	ENSG00000044115,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000089159,ENSG00000096433,ENSG00000099250,ENSG00000101255,ENSG00000106211,ENSG00000112715,ENSG00000119630,ENSG00000120899,ENSG00000123104,ENSG00000136238,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000150630,ENSG00000156711,ENSG00000158195,ENSG00000163932,ENSG00000168036,ENSG00000173801,ENSG00000175866,ENSG00000176170,ENSG00000184009,ENSG00000197122,ENSG00000198561	CTNNA1,RHOA,NCK2,ACTB,PXN,ITPR3,NRP1,TRIB3,HSPB1,VEGFA,PGF,PTK2B,ITPR2,RAC1,VAV1,CALM2,PAK1,VEGFC,MAPK13,WASF2,PRKCD,CTNNB1,JUP,BAIAP2,SPHK1,ACTG1,SRC,CTNND1
R-HSA-194315	Signaling by Rho GTPases	65/684	365/7349	1.41947048049586e-07	2.87016931156262e-05	2.50424476348532e-05	55789/999/1495/7984/387/5526/9886/60/9138/1781/5527/2017/8655/64857/4637/4627/23002/10627/5595/80152/5516/23370/1124/1855/10094/1027/5924/10096/103910/5585/9322/5880/9754/1729/3021/5879/7280/54509/55114/396/7409/805/5058/3798/6396/10163/1780/201176/29/10109/7534/81565/1499/57449/1072/29984/2810/10458/391/23526/8347/71/1778/6714/30851	65	ENSG00000035499,ENSG00000039068,ENSG00000044115,ENSG00000050327,ENSG00000067560,ENSG00000068971,ENSG00000072422,ENSG00000075624,ENSG00000076928,ENSG00000077380,ENSG00000078304,ENSG00000085733,ENSG00000088986,ENSG00000090924,ENSG00000092841,ENSG00000100345,ENSG00000100592,ENSG00000101608,ENSG00000102882,ENSG00000102901,ENSG00000104695,ENSG00000104880,ENSG00000106069,ENSG00000107404,ENSG00000111229,ENSG00000111276,ENSG00000113319,ENSG00000115091,ENSG00000118680,ENSG00000123143,ENSG00000125733,ENSG00000128340,ENSG00000130052,ENSG00000131504,ENSG00000132475,ENSG00000136238,ENSG00000137267,ENSG00000139725,ENSG00000140750,ENSG00000141522,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000155980,ENSG00000157020,ENSG00000158195,ENSG00000158560,ENSG00000159314,ENSG00000159842,ENSG00000163466,ENSG00000164924,ENSG00000166579,ENSG00000168036,ENSG00000171680,ENSG00000172757,ENSG00000173156,ENSG00000175793,ENSG00000175866,ENSG00000177105,ENSG00000180448,ENSG00000180596,ENSG00000184009,ENSG00000197102,ENSG00000197122,ENSG00000213977	DEPDC1B,CDH1,CTNNA1,ARHGEF5,RHOA,PPP2R5B,RHOBTB1,ACTB,ARHGEF1,DYNC1I2,PPP2R5C,CTTN,DYNLL1,PLEKHG2,MYL6,MYH9,DAAM1,MYL12A,MAPK3,CENPT,PPP2CB,ARHGEF18,CHN2,DVL1,ARPC3,CDKN1B,RASGRF2,ACTR3,MYL12B,PKN1,TRIP10,RAC2,STARD8,DIAPH1,H3F3B,RAC1,TUBB2A,RHOF,ARHGAP17,ARHGDIA,VAV1,CALM2,PAK1,KIF5A,SEC13,WASF2,DYNC1I1,ARHGAP27,ABR,ARPC2,YWHAZ,NDEL1,CTNNB1,PLEKHG5,CFL1,RHOD,SFN,BAIAP2,RHOG,HMHA1,HIST1H2BC,ACTG1,DYNC1H1,SRC,TAX1BP3
R-HSA-4420097	VEGFA-VEGFR2 Pathway	25/684	88/7349	2.25328157677633e-07	3.79677945686812e-05	3.31271923041853e-05	1495/387/8440/60/5829/3710/57761/3315/7422/2185/3709/5879/7409/805/5058/5603/10163/5580/1499/3728/10458/8877/71/6714/1500	25	ENSG00000044115,ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000089159,ENSG00000096433,ENSG00000101255,ENSG00000106211,ENSG00000112715,ENSG00000120899,ENSG00000123104,ENSG00000136238,ENSG00000141968,ENSG00000143933,ENSG00000149269,ENSG00000156711,ENSG00000158195,ENSG00000163932,ENSG00000168036,ENSG00000173801,ENSG00000175866,ENSG00000176170,ENSG00000184009,ENSG00000197122,ENSG00000198561	CTNNA1,RHOA,NCK2,ACTB,PXN,ITPR3,TRIB3,HSPB1,VEGFA,PTK2B,ITPR2,RAC1,VAV1,CALM2,PAK1,MAPK13,WASF2,PRKCD,CTNNB1,JUP,BAIAP2,SPHK1,ACTG1,SRC,CTNND1
R-HSA-6798695	Neutrophil degranulation	62/684	361/7349	1.03674386409066e-06	0.00014973543522795	0.000130645317008717	221/64386/5329/9961/1774/823/7077/387/8907/7879/634/2683/8655/201294/9342/1727/10043/51382/5834/80331/10493/10312/5869/5768/8673/51646/5328/968/10487/1729/26578/948/967/64114/5879/28988/54509/11322/2040/2934/6836/5799/978/5580/138050/53916/1938/11031/5724/10555/326624/3728/5870/56888/391/23526/302/9725/1778/6709/3304/3303	62	ENSG00000006534,ENSG00000008516,ENSG00000011422,ENSG00000013364,ENSG00000013563,ENSG00000014216,ENSG00000035862,ENSG00000067560,ENSG00000072958,ENSG00000075785,ENSG00000079385,ENSG00000086062,ENSG00000088986,ENSG00000092929,ENSG00000099940,ENSG00000100243,ENSG00000100284,ENSG00000100554,ENSG00000100994,ENSG00000101152,ENSG00000108828,ENSG00000110719,ENSG00000111540,ENSG00000116260,ENSG00000118640,ENSG00000119801,ENSG00000122861,ENSG00000129226,ENSG00000131236,ENSG00000131504,ENSG00000134996,ENSG00000135218,ENSG00000135404,ENSG00000135926,ENSG00000136238,ENSG00000136279,ENSG00000139725,ENSG00000141524,ENSG00000148175,ENSG00000148180,ENSG00000148248,ENSG00000155093,ENSG00000158825,ENSG00000163932,ENSG00000165102,ENSG00000167578,ENSG00000167658,ENSG00000168461,ENSG00000169403,ENSG00000169692,ENSG00000172794,ENSG00000173801,ENSG00000175582,ENSG00000176407,ENSG00000177105,ENSG00000180448,ENSG00000182718,ENSG00000196187,ENSG00000197102,ENSG00000197694,ENSG00000204388,ENSG00000204389	ALDH3B1,MMP25,PLAUR,MVP,DNASE1L1,CAPN1,TIMP2,RHOA,AP1M1,RAB7A,CEACAM1,B4GALT1,DYNLL1,UNC13D,SNAP29,CYB5R3,TOM1,ATP6V1D,PYGB,DNAJC5,VAT1,TCIRG1,RAB5B,QSOX1,VAMP8,YPEL5,PLAU,CD68,CAP1,DIAPH1,OSTF1,CD36,CD63,TMBIM1,RAC1,DBNL,RHOF,TMC6,STOM,GSN,SURF4,PTPRN2,CDA,PRKCD,HGSNAT,RAB4B,EEF2,RAB31,PTAFR,AGPAT2,RAB37,JUP,RAB6A,KCMF1,RHOG,HMHA1,ANXA2,TMEM63A,DYNC1H1,SPTAN1,HSPA1B,HSPA1A
R-HSA-2682334	EPH-Ephrin signaling	22/684	79/7349	1.73948873414492e-06	0.000219827888777565	0.000191801520949138	387/8440/60/1947/4637/4627/10627/2051/10094/10096/2043/103910/5879/5058/10109/1072/1212/71/1946/160/6714/55851	22	ENSG00000067560,ENSG00000071051,ENSG00000075624,ENSG00000090776,ENSG00000092841,ENSG00000100345,ENSG00000101608,ENSG00000106123,ENSG00000111229,ENSG00000115091,ENSG00000116106,ENSG00000118680,ENSG00000136238,ENSG00000149269,ENSG00000163466,ENSG00000172757,ENSG00000175416,ENSG00000184009,ENSG00000184349,ENSG00000196961,ENSG00000197122,ENSG00000205155	RHOA,NCK2,ACTB,EFNB1,MYL6,MYH9,MYL12A,EPHB6,ARPC3,ACTR3,EPHA4,MYL12B,RAC1,PAK1,ARPC2,CFL1,CLTB,ACTG1,EFNA5,AP2A1,SRC,PSENEN
R-HSA-373755	Semaphorin interactions	17/684	52/7349	2.35322847933309e-06	0.000264345999178417	0.000230643914114752	387/5362/4637/1808/8829/4627/10627/103910/6237/55558/5879/8482/5058/27289/1072/23396/5365	17	ENSG00000067560,ENSG00000076356,ENSG00000092841,ENSG00000092964,ENSG00000099250,ENSG00000100345,ENSG00000101608,ENSG00000118680,ENSG00000126458,ENSG00000130827,ENSG00000136238,ENSG00000138623,ENSG00000149269,ENSG00000172602,ENSG00000172757,ENSG00000186111,ENSG00000198753	RHOA,PLXNA2,MYL6,DPYSL2,NRP1,MYH9,MYL12A,MYL12B,RRAS,PLXNA3,RAC1,SEMA7A,PAK1,RND1,CFL1,PIP5K1C,PLXNB3
R-HSA-195258	RHO GTPase Effectors	47/684	256/7349	3.47877599171087e-06	0.000351704252761969	0.000306864661163549	999/1495/387/5526/60/1781/5527/2017/8655/4637/4627/23002/10627/5595/80152/5516/1855/10094/1027/10096/103910/5585/5880/1729/3021/5879/7280/805/5058/3798/6396/10163/1780/10109/7534/81565/1499/1072/29984/2810/10458/391/8347/71/1778/6714/30851	47	ENSG00000039068,ENSG00000044115,ENSG00000067560,ENSG00000068971,ENSG00000075624,ENSG00000077380,ENSG00000078304,ENSG00000085733,ENSG00000088986,ENSG00000092841,ENSG00000100345,ENSG00000100592,ENSG00000101608,ENSG00000102882,ENSG00000102901,ENSG00000104695,ENSG00000107404,ENSG00000111229,ENSG00000111276,ENSG00000115091,ENSG00000118680,ENSG00000123143,ENSG00000128340,ENSG00000131504,ENSG00000132475,ENSG00000136238,ENSG00000137267,ENSG00000143933,ENSG00000149269,ENSG00000155980,ENSG00000157020,ENSG00000158195,ENSG00000158560,ENSG00000163466,ENSG00000164924,ENSG00000166579,ENSG00000168036,ENSG00000172757,ENSG00000173156,ENSG00000175793,ENSG00000175866,ENSG00000177105,ENSG00000180596,ENSG00000184009,ENSG00000197102,ENSG00000197122,ENSG00000213977	CDH1,CTNNA1,RHOA,PPP2R5B,ACTB,DYNC1I2,PPP2R5C,CTTN,DYNLL1,MYL6,MYH9,DAAM1,MYL12A,MAPK3,CENPT,PPP2CB,DVL1,ARPC3,CDKN1B,ACTR3,MYL12B,PKN1,RAC2,DIAPH1,H3F3B,RAC1,TUBB2A,CALM2,PAK1,KIF5A,SEC13,WASF2,DYNC1I1,ARPC2,YWHAZ,NDEL1,CTNNB1,CFL1,RHOD,SFN,BAIAP2,RHOG,HIST1H2BC,ACTG1,DYNC1H1,SRC,TAX1BP3
