ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	6/152	11/7349	3.00973586611649e-08	1.99107412968991e-05	1.78756010079301e-05	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-190872	Transport of connexons to the plasma membrane	6/152	12/7349	5.91701078659706e-08	1.99107412968991e-05	1.78756010079301e-05	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-983189	Kinesins	9/152	45/7349	2.56500009172236e-07	5.26568679275676e-05	4.72746417305448e-05	3797/147700/10376/3831/7846/84790/84617/10383/10381	9	ENSG00000084731,ENSG00000104892,ENSG00000123416,ENSG00000126214,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	KIF3C,KLC3,TUBA1B,KLC1,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-109582	Hemostasis	26/152	416/7349	3.12968011456568e-07	5.26568679275676e-05	4.72746417305448e-05	3309/3797/5155/5327/147700/5294/1277/6678/10376/3831/7094/2768/90952/808/6464/221955/7465/7846/84790/2786/7423/84617/10383/2316/5154/10381	26	ENSG00000044574,ENSG00000084731,ENSG00000100311,ENSG00000104368,ENSG00000104892,ENSG00000105851,ENSG00000108821,ENSG00000113140,ENSG00000123416,ENSG00000126214,ENSG00000137076,ENSG00000146535,ENSG00000149564,ENSG00000160014,ENSG00000160691,ENSG00000164535,ENSG00000166483,ENSG00000167552,ENSG00000167553,ENSG00000168243,ENSG00000173511,ENSG00000176014,ENSG00000188229,ENSG00000196924,ENSG00000197461,ENSG00000258947	HSPA5,KIF3C,PDGFB,PLAT,KLC3,PIK3CG,COL1A1,SPARC,TUBA1B,KLC1,TLN1,GNA12,ESAM,CALM3,SHC1,DAGLB,WEE1,TUBA1A,TUBA1C,GNG4,VEGFB,TUBB6,TUBB4B,FLNA,PDGFA,TUBB3
R-HSA-5626467	RHO GTPases activate IQGAPs	7/152	26/7349	6.67024564866872e-07	8.15873390658246e-05	7.32480372625062e-05	10376/808/7846/84790/84617/10383/10381	7	ENSG00000123416,ENSG00000160014,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,CALM3,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-389977	Post-chaperonin tubulin folding pathway	6/152	17/7349	7.27375979784469e-07	8.15873390658246e-05	7.32480372625062e-05	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-437239	Recycling pathway of L1	8/152	39/7349	9.95027179197114e-07	9.56647559428083e-05	8.5886556520172e-05	163/6196/10376/7846/84790/84617/10383/10381	8	ENSG00000006125,ENSG00000071242,ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	AP2B1,RPS6KA2,TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-190861	Gap junction assembly	6/152	19/7349	1.54089553863814e-06	0.000129627837187934	0.000116378163049776	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	6/152	20/7349	2.16388633894177e-06	0.000161810611789757	0.000145271433748839	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-2132295	MHC class II antigen presentation	11/152	99/7349	5.44283058706569e-06	0.000366302498509521	0.000328861553365864	163/3797/147700/10376/3831/7846/84790/84617/10383/3112/10381	11	ENSG00000006125,ENSG00000084731,ENSG00000104892,ENSG00000123416,ENSG00000126214,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000241106,ENSG00000258947	AP2B1,KIF3C,KLC3,TUBA1B,KLC1,TUBA1A,TUBA1C,TUBB6,TUBB4B,HLA-DOB,TUBB3
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	10/152	84/7349	7.92451415361636e-06	0.000484836184125801	0.000435279533413951	3797/147700/10376/3831/7846/84790/5861/84617/10383/10381	10	ENSG00000084731,ENSG00000104892,ENSG00000123416,ENSG00000126214,ENSG00000138069,ENSG00000167552,ENSG00000167553,ENSG00000174903,ENSG00000176014,ENSG00000188229,ENSG00000258947	KIF3C,KLC3,TUBA1B,KLC1,RAB1A,TUBA1A,TUBA1C,RAB1B,TUBB6,TUBB4B,TUBB3
R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	6/152	27/7349	1.46597842506972e-05	0.000792405851690655	0.000711411525565709	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
R-HSA-390466	Chaperonin-mediated protein folding	9/152	72/7349	1.53065023357779e-05	0.000792405851690655	0.000711411525565709	10376/3801/54461/7846/84790/2786/84617/10383/10381	9	ENSG00000123416,ENSG00000140859,ENSG00000159069,ENSG00000167552,ENSG00000167553,ENSG00000168243,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,KIFC3,FBXW5,TUBA1A,TUBA1C,GNG4,TUBB6,TUBB4B,TUBB3
R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin	6/152	28/7349	1.83416417272657e-05	0.000881708920174988	0.000791586642966205	10376/7846/84790/84617/10383/10381	6	ENSG00000123416,ENSG00000167552,ENSG00000167553,ENSG00000176014,ENSG00000188229,ENSG00000258947	TUBA1B,TUBA1A,TUBA1C,TUBB6,TUBB4B,TUBB3
