ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-6790901	rRNA modification in the nucleus and cytosol	23/564	60/7349	2.30913752692167e-11	2.07129636164874e-08	1.97370491774779e-08	51602/10885/8602/10528/2091/54433/4839/56902/27042/55127/27340/10436/1736/55226/92856/84916/55651/22984/10813/25879/65083/51202/9277	23	ENSG00000055044,ENSG00000065183,ENSG00000087269,ENSG00000101361,ENSG00000105202,ENSG00000109534,ENSG00000111641,ENSG00000115946,ENSG00000117597,ENSG00000119285,ENSG00000120800,ENSG00000126749,ENSG00000130826,ENSG00000135372,ENSG00000136718,ENSG00000141076,ENSG00000145912,ENSG00000148843,ENSG00000156697,ENSG00000164934,ENSG00000165271,ENSG00000213782,ENSG00000227057	NOP58,WDR3,NOP14,NOP56,FBL,GAR1,NOP2,PNO1,DIEXF,HEATR1,UTP20,EMG1,DKC1,NAT10,IMP4,CIRH1A,NHP2,PDCD11,UTP14A,DCAF13,NOL6,DDX47,WDR46
R-HSA-8868773	rRNA processing in the nucleus and cytosol	38/564	184/7349	1.1112200939869e-08	4.98382212153127e-06	4.7490037700914e-06	51602/10885/56915/8602/10528/2091/55131/54433/4839/705/4691/56902/27042/55127/11340/27340/10799/10436/23404/1736/55226/92856/54881/55759/84916/28987/27043/55651/22984/10813/8568/26354/25879/65083/55720/54913/51202/9277	38	ENSG00000055044,ENSG00000065183,ENSG00000077348,ENSG00000087269,ENSG00000101361,ENSG00000105202,ENSG00000106344,ENSG00000109534,ENSG00000111641,ENSG00000112578,ENSG00000115053,ENSG00000115946,ENSG00000117597,ENSG00000119285,ENSG00000120699,ENSG00000120800,ENSG00000124787,ENSG00000126749,ENSG00000130713,ENSG00000130826,ENSG00000135372,ENSG00000136718,ENSG00000136891,ENSG00000138442,ENSG00000141076,ENSG00000141101,ENSG00000141456,ENSG00000145912,ENSG00000148843,ENSG00000156697,ENSG00000160214,ENSG00000163938,ENSG00000164934,ENSG00000165271,ENSG00000167721,ENSG00000178718,ENSG00000213782,ENSG00000227057	NOP58,WDR3,EXOSC5,NOP14,NOP56,FBL,RBM28,GAR1,NOP2,BYSL,NCL,PNO1,DIEXF,HEATR1,EXOSC8,UTP20,RPP40,EMG1,EXOSC2,DKC1,NAT10,IMP4,TEX10,WDR12,CIRH1A,NOB1,PELP1,NHP2,PDCD11,UTP14A,RRP1,GNL3,DCAF13,NOL6,TSR1,RPP25,DDX47,WDR46
R-HSA-72312	rRNA processing	38/564	194/7349	5.00325664761631e-08	1.49597373763728e-05	1.42548926240858e-05	51602/10885/56915/8602/10528/2091/55131/54433/4839/705/4691/56902/27042/55127/11340/27340/10799/10436/23404/1736/55226/92856/54881/55759/84916/28987/27043/55651/22984/10813/8568/26354/25879/65083/55720/54913/51202/9277	38	ENSG00000055044,ENSG00000065183,ENSG00000077348,ENSG00000087269,ENSG00000101361,ENSG00000105202,ENSG00000106344,ENSG00000109534,ENSG00000111641,ENSG00000112578,ENSG00000115053,ENSG00000115946,ENSG00000117597,ENSG00000119285,ENSG00000120699,ENSG00000120800,ENSG00000124787,ENSG00000126749,ENSG00000130713,ENSG00000130826,ENSG00000135372,ENSG00000136718,ENSG00000136891,ENSG00000138442,ENSG00000141076,ENSG00000141101,ENSG00000141456,ENSG00000145912,ENSG00000148843,ENSG00000156697,ENSG00000160214,ENSG00000163938,ENSG00000164934,ENSG00000165271,ENSG00000167721,ENSG00000178718,ENSG00000213782,ENSG00000227057	NOP58,WDR3,EXOSC5,NOP14,NOP56,FBL,RBM28,GAR1,NOP2,BYSL,NCL,PNO1,DIEXF,HEATR1,EXOSC8,UTP20,RPP40,EMG1,EXOSC2,DKC1,NAT10,IMP4,TEX10,WDR12,CIRH1A,NOB1,PELP1,NHP2,PDCD11,UTP14A,RRP1,GNL3,DCAF13,NOL6,TSR1,RPP25,DDX47,WDR46
R-HSA-8956320	Nucleobase biosynthesis	9/564	15/7349	2.85612564057399e-07	6.40486174898718e-05	6.10308952670022e-05	790/1723/7372/10606/5471/471/2618/8833/5198	9	ENSG00000084774,ENSG00000102967,ENSG00000114491,ENSG00000128050,ENSG00000128059,ENSG00000138363,ENSG00000159131,ENSG00000163655,ENSG00000178921	CAD,DHODH,UMPS,PAICS,PPAT,ATIC,GART,GMPS,PFAS
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	33/564	174/7349	8.41007046101735e-07	0.000150876664070651	0.000143767941354655	51602/10885/56915/8602/10528/2091/55131/705/4691/56902/27042/55127/11340/27340/10799/10436/23404/92856/54881/55759/84916/28987/27043/22984/10813/8568/26354/25879/65083/55720/54913/51202/9277	33	ENSG00000055044,ENSG00000065183,ENSG00000077348,ENSG00000087269,ENSG00000101361,ENSG00000105202,ENSG00000106344,ENSG00000112578,ENSG00000115053,ENSG00000115946,ENSG00000117597,ENSG00000119285,ENSG00000120699,ENSG00000120800,ENSG00000124787,ENSG00000126749,ENSG00000130713,ENSG00000136718,ENSG00000136891,ENSG00000138442,ENSG00000141076,ENSG00000141101,ENSG00000141456,ENSG00000148843,ENSG00000156697,ENSG00000160214,ENSG00000163938,ENSG00000164934,ENSG00000165271,ENSG00000167721,ENSG00000178718,ENSG00000213782,ENSG00000227057	NOP58,WDR3,EXOSC5,NOP14,NOP56,FBL,RBM28,BYSL,NCL,PNO1,DIEXF,HEATR1,EXOSC8,UTP20,RPP40,EMG1,EXOSC2,IMP4,TEX10,WDR12,CIRH1A,NOB1,PELP1,PDCD11,UTP14A,RRP1,GNL3,DCAF13,NOL6,TSR1,RPP25,DDX47,WDR46
R-HSA-72306	tRNA processing	23/564	104/7349	2.70199643742275e-06	0.000403948467394702	0.000384915983717066	23279/4234/55706/55746/54517/10940/9631/10799/57570/53371/51002/80746/10785/127253/129401/115708/51367/283742/54913/55039/134637/116461/81890	23	ENSG00000030066,ENSG00000037897,ENSG00000058804,ENSG00000069248,ENSG00000091127,ENSG00000104356,ENSG00000113569,ENSG00000124787,ENSG00000126814,ENSG00000138750,ENSG00000144034,ENSG00000154743,ENSG00000160193,ENSG00000162623,ENSG00000163002,ENSG00000166166,ENSG00000167272,ENSG00000171262,ENSG00000178718,ENSG00000183665,ENSG00000189007,ENSG00000198860,ENSG00000213339	NUP160,METTL1,NDC1,NUP133,PUS7,POP1,NUP155,RPP40,TRMT5,NUP54,TPRKB,TSEN2,WDR4,TYW3,NUP35,TRMT61A,POP5,FAM98B,RPP25,TRMT12,ADAT2,TSEN15,QTRT1
R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	6/564	12/7349	0.000123136372834005	0.0157790466331575	0.0150355992092048	10606/5471/471/2618/8833/5198	6	ENSG00000128050,ENSG00000128059,ENSG00000138363,ENSG00000159131,ENSG00000163655,ENSG00000178921	PAICS,PPAT,ATIC,GART,GMPS,PFAS
R-HSA-6784531	tRNA processing in the nucleus	13/564	55/7349	0.000200220713983204	0.0200104930541544	0.0190676763010894	23279/55706/55746/10940/9631/10799/53371/80746/129401/51367/283742/54913/116461	13	ENSG00000030066,ENSG00000058804,ENSG00000069248,ENSG00000104356,ENSG00000113569,ENSG00000124787,ENSG00000138750,ENSG00000154743,ENSG00000163002,ENSG00000167272,ENSG00000171262,ENSG00000178718,ENSG00000198860	NUP160,NDC1,NUP133,POP1,NUP155,RPP40,NUP54,TSEN2,NUP35,POP5,FAM98B,RPP25,TSEN15
R-HSA-379724	tRNA Aminoacylation	11/564	42/7349	0.000234803410709697	0.0200104930541544	0.0190676763010894	55699/54938/7965/10056/10352/55157/9521/51520/79731/5464/3376	11	ENSG00000067704,ENSG00000104835,ENSG00000106305,ENSG00000116120,ENSG00000116874,ENSG00000117593,ENSG00000124802,ENSG00000133706,ENSG00000137513,ENSG00000180817,ENSG00000196305	IARS2,SARS2,AIMP2,FARSB,WARS2,DARS2,EEF1E1,LARS,NARS2,PPA1,IARS
R-HSA-191859	snRNP Assembly	12/564	49/7349	0.000245390661756631	0.0200104930541544	0.0190676763010894	23279/55706/11218/55746/1207/25929/9631/53371/79833/129401/50628/6635	12	ENSG00000030066,ENSG00000058804,ENSG00000064703,ENSG00000069248,ENSG00000074201,ENSG00000082516,ENSG00000113569,ENSG00000138750,ENSG00000152147,ENSG00000163002,ENSG00000179409,ENSG00000182004	NUP160,NDC1,DDX20,NUP133,CLNS1A,GEMIN5,NUP155,NUP54,GEMIN6,NUP35,GEMIN4,SNRPE
